"rxnID"	"name"	"reaction"
"rn:R04860"	"NONE"	"s-glutathionyl-l-cysteine + sulfate <=> s-sulfo-l-cysteine + glutathione"
"rn:R04861"	"NONE"	"3-sulfinylpyruvate + h2o <=> sulfite + pyruvate"
"rn:R04862"	"(1R,2S)-1-hydroxybutane-1,2,4-tricarboxylate:NAD+ oxidoreductase (decarboxylating)"	"homoisocitrate + nad(+) <=> oxaloglutarate + nadh + h(+)"
"rn:R04863"	"L-2-aminoadipate-6-semialdehyde:NADP+ 6-oxidoreductase"	"l-2-aminoadipate adenylate + holo-lys2 <=> alpha-aminoadipoyl-s-acyl enzyme + amp"
"rn:R04864"	"2-Acyl-sn-glycero-3-phosphoethanolamine O-acyltransferase"	"acyl-[acyl-carrier protein] + 2-acyl-sn-glycero-3-phosphoethanolamine <=> acyl-carrier protein + phosphatidylethanolamine"
"rn:R04866"	"S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase"	"s-adenosyl-l-methionine + protein n6-methyl-l-lysine <=> s-adenosyl-l-homocysteine + protein n6,n6-dimethyl-l-lysine"
"rn:R04867"	"S-adenosyl-L-methionine:cytochrome-c-L-lysine N6-methyltransferase"	"s-adenosyl-l-methionine + protein n6,n6-dimethyl-l-lysine <=> s-adenosyl-l-homocysteine + protein n6,n6,n6-trimethyl-l-lysine"
"rn:R04868"	"Acyl-CoA:isopenicillin N N-acyltransferase"	"isopenicillin n + phenylacetyl-coa + h2o <=> penicillin g + l-2-aminoadipate + coa"
"rn:R04869"	"NONE"	"biocytin + 2 peptide <=> holo-[carboxylase] + 2 h2o"
"rn:R04870"	"L-2-aminohexanedioate:L-cysteine:L-valine ligase (AMP-forming, valine-inverting)"	"l-2-aminoadipate + l-valine + l-cysteine + 3 atp + h2o <=> delta-(l-2-aminoadipyl)-l-cysteinyl-d-valine + 3 amp + 3 diphosphate"
"rn:R04872"	"NONE"	"delta-(l-2-aminoadipyl)-l-cysteinyl-d-valine + oxygen <=> isopenicillin n + 2 h2o"
"rn:R04874"	"NONE"	"imidazol-5-yl-pyruvate <=> imidazole-4-acetaldehyde + co2"
"rn:R04875"	"NONE"	"hydantoin-5-propionate + h2o <=> n-carbamyl-l-glutamate"
"rn:R04876"	"NONE"	"imidazol-5-yl-pyruvate + nadh + h(+) <=> imidazole lactate + nad(+)"
"rn:R04877"	"NONE"	"ergothioneine <=> thiourocanic acid + trimethylamine"
"rn:R04878"	"NONE"	"ergothioneine <=> hercynine"
"rn:R04879"	"NONE"	"formylisoglutamine + h2o <=> isoglutamine"
"rn:R04880"	"3,4-dihydroxyphenylethyleneglycol:NAD+ oxidoreductase"	"3,4-dihydroxyphenylethyleneglycol + nad(+) <=> 3,4-dihydroxymandelaldehyde + nadh + h(+)"
"rn:R04881"	"S-Adenosyl-L-methionine:catechol O-methyltransferase"	"s-adenosyl-l-methionine + 3,4-dihydroxyphenylethyleneglycol <=> s-adenosyl-l-homocysteine + 3-methoxy-4-hydroxyphenylethyleneglycol"
"rn:R04882"	"3,4-Dihydroxymandelaldehyde:NAD+ oxidoreductase"	"3,4-dihydroxymandelaldehyde + nad(+) + h2o <=> 3,4-dihydroxymandelate + nadh + h(+)"
"rn:R04883"	"3,4-Dihydroxymandelaldehyde:NADP+ oxidoreductase"	"3,4-dihydroxymandelaldehyde + nadp(+) + h2o <=> 3,4-dihydroxymandelate + nadph + h(+)"
"rn:R04884"	"5,6-dihydroxyindole:oxygen oxidoreductase"	"2 5,6-dihydroxyindole + oxygen <=> 2 indole-5,6-quinone + 2 h2o"
"rn:R04885"	"NONE"	"5,6-dihydroxyindole + co2 <=> 2-carboxy-2,3-dihydro-5,6-dihydroxyindole"
"rn:R04886"	"NONE"	"indole-5,6-quinone + oxygen <=> eumelanin + h2o"
"rn:R04887"	"S-Adenosyl-L-methionine:catechol O-methyltransferase"	"s-adenosyl-l-methionine + 3,4-dihydroxymandelate <=> s-adenosyl-l-homocysteine + 3-methoxy-4-hydroxymandelate"
"rn:R04888"	"3-Methoxy-4-hydroxyphenylacetaldehyde:NAD+ oxidoreductase"	"3-methoxy-4-hydroxyphenylacetaldehyde + nad(+) + h2o <=> homovanillate + nadh + h(+)"
"rn:R04889"	"3-Methoxy-4-hydroxyphenylacetaldehyde:NADP+ oxidoreductase"	"3-methoxy-4-hydroxyphenylacetaldehyde + nadp(+) + h2o <=> homovanillate + nadph + h(+)"
"rn:R04890"	"3-Methoxytyramine:oxygen oxidoreductase (deaminating) (copper-containing)"	"3-methoxytyramine + h2o + oxygen <=> 3-methoxy-4-hydroxyphenylacetaldehyde + hydrogen peroxide + ammonia"
"rn:R04891"	"3-Methoxy-4-hydroxyphenylglycolaldehyde:NAD+ oxidoreductase"	"3-methoxy-4-hydroxyphenylglycolaldehyde + nad(+) + h2o <=> 3-methoxy-4-hydroxymandelate + nadh + h(+)"
"rn:R04892"	"3-Methoxy-4-hydroxyphenylglycolaldehyde:NADP+ oxidoreductase"	"3-methoxy-4-hydroxyphenylglycolaldehyde + nadp(+) + h2o <=> 3-methoxy-4-hydroxymandelate + nadph + h(+)"
"rn:R04893"	"L-Normetanephrine:oxygen oxidoreductase (deaminating) (copper-containing)"	"l-normetanephrine + h2o + oxygen <=> 3-methoxy-4-hydroxyphenylglycolaldehyde + ammonia + hydrogen peroxide"
"rn:R04894"	"L-Metanephrine:oxygen oxidoreductase (deaminating) (flavin-containing)"	"l-metanephrine + h2o + oxygen <=> 3-methoxy-4-hydroxyphenylglycolaldehyde + hydrogen peroxide + methylamine"
"rn:R04895"	"NONE"	"2-hydroxyhepta-2,4-dienedioate + h2o <=> 4-hydroxy-2-oxo-heptanedioate"
"rn:R04899"	"NONE"	"3-(2-hydroxyphenyl)propanoate <=> phenylpropanoate"
"rn:R04900"	"UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase"	"quercetin 3-o-glucoside + udp-l-rhamnose <=> rutin + udp"
"rn:R04901"	"(2S)-flavan-4-ol:NADP+ 4-oxidoreductase; cis-3,4-leucopelargonidin:NADP+ 4-oxidoreductase"	"luteoforol + nadp(+) <=> eriodictyol + nadph + h(+)"
"rn:R04902"	"eriodictyol,NADPH:oxygen oxidoreductase"	"eriodictyol + nadph + h(+) + oxygen <=> pentahydroxyflavanone + nadp(+) + h2o"
"rn:R04903"	"5-Hydroxyindoleacetaldehyde:NAD+ oxidoreductase"	"5-hydroxyindoleacetaldehyde + nad(+) + h2o <=> 5-hydroxyindoleacetate + h(+) + nadh"
"rn:R04904"	"5-hydroxyindoleacetaldehyde:oxygen oxidoreductase"	"5-hydroxyindoleacetaldehyde + oxygen + h2o <=> 5-hydroxyindoleacetate + hydrogen peroxide"
"rn:R04905"	"S-Adenosyl-L-methionine:N-acetylserotonin O-methyltransferase"	"s-adenosyl-l-methionine + 5-hydroxyindoleacetate <=> s-adenosyl-l-homocysteine + 5-methoxyindoleacetate"
"rn:R04906"	"NONE"	"5-hydroxyindoleacetate <=> 5-hydroxyindoleacetylglycine"
"rn:R04907"	"3-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)"	"3-hydroxykynurenamine + oxygen <=> 4,8-dihydroxyquinoline + ammonia + hydrogen peroxide"
"rn:R04908"	"5-Hydroxykynurenamine:oxygen oxidoreductase(deaminating)(flavin-containing)"	"5-hydroxykynurenamine + h2o + oxygen <=> 4,6-dihydroxyquinoline + ammonia + hydrogen peroxide + h2o"
"rn:R04909"	"5-Hydroxykynurenamine decarboxy-lyase"	"5-hydroxykynurenamine + co2 <=> 5-hydroxykynurenine"
"rn:R04910"	"NONE"	"5-(3'-carboxy-3'-oxopropenyl)-4,6-dihydroxypicolinate + nadph + h(+) <=> 5-(3'-carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate + nadp(+)"
"rn:R04911"	"Aryl-formylamine amidohydrolase"	"5-hydroxy-n-formylkynurenine + h2o <=> 5-hydroxykynurenine + formate"
"rn:R04913"	"5-Hydroxykynurenine:2-oxoglutarate aminotransferase"	"5-hydroxykynurenine + 2-oxo acid <=> 4-(2-amino-5-hydroxyphenyl)-2,4-dioxobutanoate + amino acid"
"rn:R04914"	"NONE"	"4-(2-amino-5-hydroxyphenyl)-2,4-dioxobutanoate <=> 6-hydroxykynurenate + h2o"
"rn:R04915"	"quinoline-3,4-diol 2,4-dioxygenase (carbon monoxide-forming)"	"quinoline-3,4-diol + oxygen <=> formylanthranilate + co"
"rn:R04916"	"NONE"	"5-(2'-formylethyl)-4,6-dihydroxypicolinate + nad(+) + h2o <=> 5-(2'-carboxyethyl)-4,6-dihydroxypicolinate + nadh + h(+)"
"rn:R04917"	"NONE"	"5-(2'-formylethyl)-4,6-dihydroxypicolinate + nadp(+) + h2o <=> 5-(2'-carboxyethyl)-4,6-dihydroxypicolinate + nadph + h(+)"
"rn:R04918"	"NONE"	"5-(2'-formylethyl)-4,6-dihydroxypicolinate + co2 <=> 5-(3'-carboxy-3'-oxopropyl)-4,6-dihydroxypicolinate"
"rn:R04919"	"3-hydroxypropionyl-CoA:NADP+ oxidoreductase"	"3-hydroxypropionyl-coa + nadp(+) <=> 3-oxopropionyl-coa + nadph + h(+)"
"rn:R04920"	"CMP-2-aminoethylphosphonate:1,2-diacylglycerol (2-aminoethylphosphonyl)transferase"	"cmp-2-aminoethylphosphonate + 1,2-diacyl-sn-glycerol <=> cmp + diacylglyceryl-2-aminoethylphosphonate"
"rn:R04921"	"NONE"	"cmp-2-aminoethylphosphonate + n-acylsphingosine <=> ceramide 2-aminoethylphosphonate + cmp"
"rn:R04922"	"CMP-N-trimethyl-2-aminoethylphosphonate:1,2-diacylglycerol (N-trimethyl-2-aminoethylphosphonyl)transferase"	"cmp-n-trimethyl-2-aminoethylphosphonate + 1,2-diacyl-sn-glycerol <=> cmp + diacylglyceryl-n-trimethyl-2-aminoethylphosphonate"
"rn:R04923"	"NONE"	"diacylglyceryl-2-aminoethylphosphonate <=> diacylglyceryl-n-trimethyl-2-aminoethylphosphonate"
"rn:R04924"	"NONE"	"(2-amino-1-hydroxyethyl)phosphonate <=> lipophosphonoglycan"
"rn:R04925"	"NONE"	"n-monomethyl-2-aminoethylphosphonate <=> n-dimethyl-2-aminoethylphosphonate"
"rn:R04927"	"AMP,sulfite:(acceptor) oxidoreductase"	"2 ferricytochrome c + selenite + amp <=> 2 ferrocytochrome c + adenylylselenate"
"rn:R04928"	"ATP:adenylylsulfate 3'-phosphotransferase"	"atp + adenylylselenate <=> adp + 3'-phosphoadenylylselenate"
"rn:R04929"	"ATP:selenate adenylyltransferase"	"atp + selenate <=> diphosphate + adenylylselenate"
"rn:R04930"	"Selenocystathionine Lysteine-lyase (deaminating)"	"l-selenocystathionine + h2o <=> l-selenocysteine + ammonia + 2-oxobutanoate"
"rn:R04931"	"S-Adenosyl-L-methionine:thiol S-methyltransferase"	"l-selenocysteine + s-adenosyl-l-methionine <=> se-methyl-l-selenocysteine + s-adenosyl-l-homocysteine"
"rn:R04932"	"NONE"	"2 l-selenocysteine <=> selenocystine"
"rn:R04933"	"NONE"	"l-selenocysteine <=> selenocysteine seleninic acid"
"rn:R04934"	"NONE"	"l-selenocysteine <=> se-propenylselenocysteine se-oxide"
"rn:R04935"	"(5-L-glutamyl)-peptide:Se-Methylselenocysteine 5-glutamyltransferase"	"(5-l-glutamyl)-peptide + se-methyl-l-selenocysteine <=> peptide + gamma-glutamyl-se-methylselenocysteine"
"rn:R04936"	"Se-Adenosylselenohomocysteine hydrolase"	"se-adenosyl-l-selenohomocysteine + h2o <=> adenosine + selenohomocysteine"
"rn:R04937"	"NONE"	"pentosan + h2o <=> pentosan + d-xylose"
"rn:R04938"	"NONE"	"pentosan + h2o <=> pentosan + l-arabinose"
"rn:R04939"	"NONE"	"r + se-adenosylselenomethionine <=> ch3-r + se-adenosyl-l-selenohomocysteine"
"rn:R04940"	"NONE"	"3'-phosphoadenylylselenate + nadph <=> adenosine 3',5'-bisphosphate + selenite + nadp(+) + h(+)"
"rn:R04941"	"Selenocystathionine L-homocysteine-lyase (deaminating)"	"l-selenocystathionine + h2o <=> selenohomocysteine + ammonia + pyruvate"
"rn:R04942"	"L-Serine hydro-lyase (adding homocysteine)"	"l-serine + selenohomocysteine <=> l-selenocystathionine + h2o"
"rn:R04943"	"NONE"	"2 selenohomocysteine <=> selenohomocystine"
"rn:R04944"	"O-phosphorylhomoserine:selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-phosphorylhomoserine phosphate-lyase (adding selenocysteine)"	"o-phosphorylhomoserine + l-selenocysteine <=> l-selenocystathionine + orthophosphate"
"rn:R04945"	"O-Acetylhomoserine succinate-lyase (adding cysteine)"	"o-acetyl-l-homoserine + l-selenocysteine <=> l-selenocystathionine + acetate"
"rn:R04946"	"O4-succinyl-L-homoserine:L-selenocysteine Se-(3-amino-3-carboxypropyl)transferase; O-succinyl-L-homoserine succinate-lyase (adding selenocysteine)"	"o-succinyl-l-homoserine + l-selenocysteine <=> l-selenocystathionine + succinate"
"rn:R04947"	"NONE"	"n-hydroxy-amino acid + acceptor <=> 2-oxoacid oxime + reduced acceptor"
"rn:R04948"	"UDPglucose:(S)-4-hydroxymandelonitrile beta-D-glucosyltransferase"	"udp-glucose + cyanohydrin <=> cyanoglycoside + udp"
"rn:R04949"	"Cyanoglycoside glucohydrolase"	"cyanoglycoside + h2o <=> cyanohydrin + d-glucose"
"rn:R04950"	"Acetyl-CoA:S-substituted L-cysteine N-acetyltransferase"	"acetyl-coa + s-substituted l-cysteine <=> coa + s-substituted n-acetyl-l-cysteine"
"rn:R04951"	"NONE"	"r-s-cysteinylglycine + h2o <=> s-substituted l-cysteine + glycine"
"rn:R04952"	"butyryl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"butyryl-[acp] + malonyl-[acyl-carrier protein] <=> 3-oxohexanoyl-[acp] + co2 + acyl-carrier protein"
"rn:R04953"	"(3R)-3-Hydroxyhexanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase"	"(r)-3-hydroxyhexanoyl-[acp] + nadp(+) <=> 3-oxohexanoyl-[acp] + nadph + h(+)"
"rn:R04954"	"(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase"	"(r)-3-hydroxyhexanoyl-[acp] <=> trans-hex-2-enoyl-[acp] + h2o"
"rn:R04955"	"hexanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"hexanoyl-[acp] + nad(+) <=> trans-hex-2-enoyl-[acp] + nadh + h(+)"
"rn:R04956"	"hexanoyl-[acp]:NADP+ trans-2-oxidoreductase"	"hexanoyl-[acp] + nadp(+) <=> trans-hex-2-enoyl-[acp] + nadph + h(+)"
"rn:R04957"	"hexanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"hexanoyl-[acp] + malonyl-[acyl-carrier protein] <=> 3-oxooctanoyl-[acp] + co2 + acyl-carrier protein"
"rn:R04958"	"octanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"octanoyl-[acp] + nad(+) <=> trans-oct-2-enoyl-[acp] + nadh + h(+)"
"rn:R04959"	"octanoyl-[acp]:NADP+ trans-2-oxidoreductase"	"octanoyl-[acp] + nadp(+) <=> trans-oct-2-enoyl-[acp] + nadph + h(+)"
"rn:R04960"	"Octanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"octanoyl-[acp] + malonyl-[acyl-carrier protein] <=> 3-oxodecanoyl-[acp] + co2 + acyl-carrier protein"
"rn:R04961"	"decanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"decanoyl-[acp] + nad(+) <=> trans-dec-2-enoyl-[acp] + nadh + h(+)"
"rn:R04962"	"decanoyl-[acp]:NADP+ trans-2-oxidoreductase"	"decanoyl-[acp] + nadp(+) <=> trans-dec-2-enoyl-[acp] + nadph + h(+)"
"rn:R04963"	"Decanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"decanoyl-[acp] + malonyl-[acyl-carrier protein] <=> 3-oxododecanoyl-[acp] + co2 + acyl-carrier protein"
"rn:R04964"	"(3R)-3-Hydroxydodecanoyl-[acyl-carrier-protein]:NADP+ oxidoreductase"	"(r)-3-hydroxydodecanoyl-[acp] + nadp(+) <=> 3-oxododecanoyl-[acp] + nadph + h(+)"
"rn:R04965"	"(3R)-3-Hydroxybutanoyl-[acyl-carrier-protein] hydro-lyase"	"(r)-3-hydroxydodecanoyl-[acp] <=> trans-dodec-2-enoyl-[acp] + h2o"
"rn:R04966"	"tetradecanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"tetradecanoyl-[acp] + nad(+) <=> trans-tetradec-2-enoyl-[acp] + nadh + h(+)"
"rn:R04967"	"tetradecanoyl-[acp]:NADP+ trans-2-oxidoreductase"	"tetradecanoyl-[acp] + nadp(+) <=> trans-tetradec-2-enoyl-[acp] + nadph + h(+)"
"rn:R04968"	"Tetradecanoyl-[acyl-carrier protein]:malonyl-[acyl-carrier-protein] C-acyltransferase (decarboxylating)"	"tetradecanoyl-[acp] + malonyl-[acyl-carrier protein] <=> 3-oxohexadecanoyl-[acp] + co2 + acyl-carrier protein"
"rn:R04969"	"hexadecanoyl-[acp]:NAD+ trans-2-oxidoreductase"	"hexadecanoyl-[acp] + nad(+) <=> trans-hexadec-2-enoyl-[acp] + nadh + h(+)"
"rn:R04970"	"hexadecanoyl-[acp]:NADP+ trans-2-oxidoreductase"	"hexadecanoyl-[acp] + nadp(+) <=> trans-hexadec-2-enoyl-[acp] + nadph + h(+)"
"rn:R04971"	"NONE"	"uroporphyrinogen i + reduced acceptor <=> uroporphyrin i + acceptor + 6 h(+)"
"rn:R04972"	"Uroporphyrinogen I carboxy-lyase"	"uroporphyrinogen i <=> coproporphyrinogen i + 4 co2"
"rn:R04973"	"NONE"	"coproporphyrinogen i + acceptor <=> coproporphyrin i + reduced acceptor + 6 h(+)"
"rn:R04975"	"NONE"	"cobyrinate + 1-aminopropan-2-ol + 6 ammonia <=> cobinamide + 7 h2o"
"rn:R04977"	"NONE"	"myoglobin <=> globin + heme"
"rn:R04978"	"NONE"	"(3z)-phycocyanobilin <=> (3z)-phycoerythrobilin"
"rn:R04979"	"Bilirubin beta-diglucuronide glucuronosohydrolase"	"bilirubin beta-diglucuronide + 2 h2o + 3 reduced acceptor <=> d-urobilinogen + 2 d-glucuronate + 3 acceptor"
"rn:R04980"	"NONE"	"2-hexaprenylphenol + oxygen + nadph <=> 2-hexaprenyl-6-hydroxyphenol + nadp(+) + h2o"
"rn:R04981"	"NONE"	"2-hexaprenyl-6-hydroxyphenol + s-adenosyl-l-methionine <=> 2-hexaprenyl-6-methoxyphenol + s-adenosyl-l-homocysteine"
"rn:R04982"	"NONE"	"2-hexaprenyl-6-methoxyphenol + oxygen <=> 2-hexaprenyl-6-methoxy-1,4-benzoquinone + h2o"
"rn:R04983"	"NONE"	"2-hexaprenyl-6-methoxy-1,4-benzoquinone + s-adenosyl-l-methionine <=> 2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone + s-adenosyl-l-homocysteine"
"rn:R04984"	"NONE"	"2-hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone + oxygen + nadph + h(+) <=> 2-hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone + nadp(+) + h2o"
"rn:R04985"	"4-hydroxy-3-polyprenylbenzoate carboxy-lyase"	"2-polyprenylphenol + co2 <=> 4-hydroxy-3-polyprenylbenzoate"
"rn:R04986"	"3-octaprenyl-4-hydroxybenzoate carboxy-lyase"	"3-octaprenyl-4-hydroxybenzoate <=> 2-octaprenylphenol + co2"
"rn:R04987"	"NONE"	"2-octaprenylphenol + oxygen + nadph + h(+) <=> 2-octaprenyl-6-hydroxyphenol + nadp(+) + h2o"
"rn:R04988"	"S-adenosyl-L-methionine:3-(all-trans-octaprenyl)benzene-1,2-diol 2-O-methyltransferase"	"2-octaprenyl-6-hydroxyphenol + s-adenosyl-l-methionine <=> 2-octaprenyl-6-methoxyphenol + s-adenosyl-l-homocysteine"
"rn:R04989"	"NONE"	"2-octaprenyl-6-methoxyphenol + oxygen + nadph <=> 2-octaprenyl-6-methoxy-1,4-benzoquinone + nadp(+) + h2o"
"rn:R04990"	"UDP-L-rhamnose:flavonol-3-O-D-glucoside L-rhamnosyltransferase"	"2-octaprenyl-6-methoxy-1,4-benzoquinone + s-adenosyl-l-methionine <=> 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone + s-adenosyl-l-homocysteine"
"rn:R04993"	"S-adenosyl-L-methione:demethylmenaquinone methyltransferase"	"2-demethylmenaquinone + s-adenosyl-l-methionine <=> menaquinone + s-adenosyl-l-homocysteine"
"rn:R04994"	"S-adenosyl-L-methionine:2-phytyl-1,4-naphthoquinol C-methyltransferase"	"demethylphylloquinol + s-adenosyl-l-methionine <=> phylloquinol + s-adenosyl-l-homocysteine"
"rn:R04996"	"3-Methylimidazole acetaldehyde:NAD+ oxidoreductase"	"methylimidazole acetaldehyde + nad(+) + h2o <=> methylimidazoleacetic acid + nadh + h(+)"
"rn:R04998"	"beta-D-Glucosyl-2-coumarinate glucohydrolase"	"cis-beta-d-glucosyl-2-hydroxycinnamate + h2o <=> cis-2-hydroxycinnamate + d-glucose"
"rn:R04999"	"NONE"	"cis-2-hydroxycinnamate <=> coumarin + h2o"
"rn:R05000"	"polyisopentenylpyrolinate:4-hydroxybenzoate nonaprenyltransferase"	"all-trans-polyprenyl diphosphate + 4-hydroxybenzoate <=> 4-hydroxy-3-polyprenylbenzoate + diphosphate"
"rn:R05001"	"NONE"	"2-hydroxyphenylacetate <=> 2,6-dihydroxyphenylacetate"
"rn:R05002"	"GDPmannose:glycolipid 1,3-alpha-D-mannosyltransferase"	"gdp-mannose + beta-d-mannosyldiacetylchitobiosyldiphosphodolichol <=> gdp + alpha-d-mannosyl-beta-d-mannosyl-diacetylchitobiosyldiphosphodolichol"
"rn:R05010"	"NONE"	"(alpha-d-mannosyl)8-beta-d-mannosyl-diacetylchitobiosyldiphosphodolichol + dolichyl phosphate d-mannose <=> (alpha-d-mannosyl)9-beta-d-mannosyl-diacetylchitobiosyldiphosphodolichol + dolichyl phosphate"
"rn:R05030"	"Undecaprenyl-diphospho-N-acetylmuramoyl-(N-acetylglucosamine)-L-alanyl-gamma-D-glutamyl-L-lysyl-D-alanyl-D-alanine:ammonia ligase (ADP-forming)"	"atp + undecaprenyl-diphospho-n-acetylmuramoyl-(n-acetylglucosamine)-l-alanyl-gamma-d-glutamyl-l-lysyl-d-alanyl-d-alanine + ammonia <=> adp + orthophosphate + undecaprenyl-diphospho-n-acetylmuramoyl-(n-acetylglucosamine)-l-alanyl-d-isoglutaminyl-l-lysyl-d-alanyl-d-alanine"
"rn:R05032"	"UDP-N-acetyl-D-glucosamine:undecaprenyl-diphospho-N-acetylmuramoyl-L-alanyl-gamma-D-glutamyl-meso-2,6-diaminopimeloyl-D-alanyl-D-alanine 4-beta-N-acetylglucosaminlytransferase"	"undecaprenyl-diphospho-n-acetylmuramoyl-l-alanyl-d-glutamyl-meso-2,6-diaminopimeloyl-d-alanyl-d-alanine + udp-n-acetyl-alpha-d-glucosamine <=> undecaprenyl-diphospho-n-acetylmuramoyl-(n-acetylglucosamine)-l-alanyl-d-glutamyl-meso-2,6-diaminopimeloyl-d-alanyl-d-alanine + udp"
"rn:R05035"	"S-Adenosyl-L-methionine:kaempferol 3-O-methyltransferase; S-Adenosyl-L-methionine:3,5,7,4'-tetrahydroxyfavone 3-O-methyltransferase"	"s-adenosyl-l-methionine + kaempferol <=> s-adenosyl-l-homocysteine + 3-methoxyapigenin"
"rn:R05036"	"leucocyanidin,2-oxoglutarate:oxygen oxidoreductase"	"cyanidin + succinate + co2 + 2 h2o <=> leucocyanidin + 2-oxoglutarate + oxygen + h(+)"
"rn:R05037"	"leucocyanidin,2-oxoglutarate:oxygen oxidoreductase"	"delphinidin + succinate + co2 + 2 h2o <=> leucodelphinidin + 2-oxoglutarate + oxygen + h(+)"
"rn:R05038"	"leucodelphinidin:NADP+ 4-oxidoreductase"	"leucodelphinidin + nadp(+) <=> dihydromyricetin + nadph + h(+)"
"rn:R05039"	"flavanone,2-oxoglutarate:oxygen oxidoreductase (3-hydroxylating)"	"pentahydroxyflavanone + 2-oxoglutarate + oxygen <=> dihydromyricetin + succinate + co2"
"rn:R05040"	"NONE"	"(3z)-phycocyanobilin + acceptor <=> (3z)-phytochromobilin + reduced acceptor + 2 h(+)"
"rn:R05041"	"NONE"	"bathorhodopsin <=> lumirhodopsin"
"rn:R05043"	"NONE"	"all-trans-dehydroretinal <=> 11-cis-dehydroretinal"
"rn:R05044"	"NONE"	"all-trans-dehydroretinal <=> porphyropsin"
"rn:R05045"	"NONE"	"11-cis-dehydroretinal <=> porphyropsin"
"rn:R05046"	"formamidopyrimidine nucleoside triphosphate amidohydrolase"	"formamidopyrimidine nucleoside triphosphate + h2o <=> 2,5-diaminopyrimidine nucleoside triphosphate + formate"
"rn:R05048"	"2,5-diaminopyrimidine nucleoside triphosphate mutase"	"2,5-diaminopyrimidine nucleoside triphosphate <=> 2,5-diamino-6-(5'-triphosphoryl-3',4'-trihydroxy-2'-oxopentyl)-amino-4-oxopyrimidine"
"rn:R05049"	"N-succinyl-L-glutamate 5-semialdehyde:NAD+ oxidoreductase"	"n-succinyl-l-glutamate 5-semialdehyde + nad(+) + h2o <=> n-succinyl-l-glutamate + nadh + h(+)"
"rn:R05050"	"N4-Acetylaminobutanal:NAD+ oxidoreductase"	"n4-acetylaminobutanal + nad(+) + h2o <=> 4-acetamidobutanoate + nadh + h(+)"
"rn:R05051"	"L-erythro-4-Hydroxyglutamate:NAD+ oxidoreductase"	"l-erythro-4-hydroxyglutamate + nadh + h(+) <=> l-4-hydroxyglutamate semialdehyde + nad(+) + h2o"
"rn:R05052"	"L-erythro-4-hydroxyglutamate:2-oxoglutarate aminotransferase"	"l-erythro-4-hydroxyglutamate + 2-oxoglutarate <=> (4r)-4-hydroxy-2-oxoglutarate + l-glutamate"
"rn:R05053"	"D-aspartate:2-oxoglutarate aminotransferase"	"d-aspartate + (4r)-4-hydroxy-2-oxoglutarate <=> oxaloacetate + l-erythro-4-hydroxyglutamate"
"rn:R05055"	"NONE"	"leukotriene d4 + h2o <=> leukotriene e4 + glycine"
"rn:R05056"	"NONE"	"prostaglandin a2 <=> prostaglandin c2"
"rn:R05057"	"NONE"	"prostaglandin b2 <=> prostaglandin c2"
"rn:R05058"	"NONE"	"prostaglandin j2 <=> delta-12-prostaglandin j2"
"rn:R05059"	"NONE"	"6-keto-prostaglandin f1alpha + acceptor <=> 6-keto-prostaglandin e1 + reduced acceptor"
"rn:R05060"	"NONE"	"thromboxane b2 + acceptor <=> 11-dehydro-thromboxane b2 + reduced acceptor"
"rn:R05061"	"1-O-trans-Cinnamoyl-beta-D-glucopyranose:alcohol O-cinnamoyltransferase"	"trans-cinnamoyl beta-d-glucoside + propane-1-ol <=> propyl cinnamate + d-glucose"
"rn:R05062"	"2-propyn-1-ol:cytochrome-c oxidoreductase"	"2-propyn-1-ol + 2 ferricytochrome c <=> 2-propynal + 2 ferrocytochrome c + 2 h(+)"
"rn:R05063"	"NONE"	"2-propylmalate + coa <=> 2-oxopentanoic acid + acetyl-coa + h2o"
"rn:R05064"	"(S)-3-Hydroxyisobutyryl-CoA hydrolase"	"(s)-3-hydroxyisobutyryl-coa + h2o <=> coa + (s)-3-hydroxyisobutyrate"
