"rxnID"	"query"	"formula"	"description"	"ko"	"pathway"	"pathway_name0"	"RHEA_ID"	"RHEA_ID2"	"metnetID"	"metnetID2"	"formula_metnet"	"formula_metnet_balance"	"Equation"	"formula_rhea"	"reverse"
"R01468"	"2838-YDR147W"	" ATP + Ethanolamine <=> ADP + Ethanolamine phosphate"	"ATP:ethanolamine O-phosphotransferase"	"K00894"	"path:map00564;path:map01100"	"sce00564  Glycerophospholipid metabolism;sce01100  Metabolic pathways"	"rhea:13069"	"NA"	NA	"MNXR97969"	"1 `H(+)` + 1 `phosphoethanolamine` + 1 `ADP` = 1 `ethanolamine` + 1 `ATP`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM187@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM218@MNXD1 + 1 MNXM3@MNXD1"	"ATP + ethanolamine => ADP + H(+) + phosphoethanolamine;ADP + H(+) + phosphoethanolamine => ATP + ethanolamine"	"yes"
"R02570"	"2839-YDR148C"	" Succinyl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-succinyldihydrolipoyllysine"	"succinyl-CoA:enzyme N6-(dihydrolipoyl)lysine S-succinyltransferase"	"K00658"	"path:map00020;path:map00310;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00020  Citrate cycle (TCA cycle);sce00310  Lysine degradation;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"	"rhea:15213"	"NA"	"MNXR107585"	"MNXR125818"	"1 `CoA` + 1 `(R)-N(6)-(S(8)-succinyldihydrolipoyl)-L-lysine residue` = 1 `(R)-N(6)-dihydrolipoyl-L-lysine residue` + 1 `succinyl-CoA`"	"true"	"1 MNXM12@MNXD1 + 1 MNXM146030@MNXD1 = 1 MNXM145607@MNXD1 + 1 MNXM92@MNXD1"	"(R)-N(6)-dihydrolipoyl-L-lysyl-[2-oxoglutarate dehydrogenase complex component E2] + succinyl-CoA => (R)-N(6)-(S(8)-succinyldihydrolipoyl)-L-lysyl-[2-oxoglutarate dehydrogenase complex component E2] + CoA;(R)-N(6)-(S(8)-succinyldihydrolipoyl)-L-lysyl-[2-oxoglutarate dehydrogenase complex component E2] + CoA => (R)-N(6)-dihydrolipoyl-L-lysyl-[2-oxoglutarate dehydrogenase complex component E2] + succinyl-CoA"	"yes"
"R02571"	"2839-YDR148C"	" Glutaryl-CoA + Enzyme N6-(dihydrolipoyl)lysine <=> CoA + [Dihydrolipoyllysine-residue succinyltransferase] S-glutaryldihydrolipoyllysine"	"Glutaryl-CoA:dihydrolipoamide S-succinyltransferase"	"K00658"	"path:map00020;path:map00310;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00020  Citrate cycle (TCA cycle);sce00310  Lysine degradation;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"	"NA"	"NA"	"MNXR107586"	"MNXR107586"	"1 `CoA` + 1 `S(8)-glutaryldihydrolipoamide` = 1 `glutaryl-CoA` + 1 `Enzyme N6-(dihydrolipoyl)lysine`"	"ambiguous"	"1 MNXM12@MNXD1 + 1 MNXM81222@MNXD1 = 1 MNXM382@MNXD1 + 1 MNXM96068@MNXD1"	NA	"not sure"
"R02291"	"2848-YDR158W"	" L-Aspartate 4-semialdehyde + Orthophosphate + NADP+ <=> 4-Phospho-L-aspartate + NADPH + H+"	"L-Aspartate-4-semialdehyde:NADP+ oxidoreductase (phosphorylating)"	"K00133"	"path:map00260;path:map00261;path:map00270;path:map00300;path:map01100;path:map01110;path:map01120;path:map01130;path:map01210;path:map01230"	"sce00260  Glycine, serine and threonine metabolism;sce00261  Monobactam biosynthesis;sce00270  Cysteine and methionine metabolism;sce00300  Lysine biosynthesis;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:24284"	"NA"	NA	"MNXR96039"	"1 `H(+)` + 1 `4-phospho-L-aspartate` + 1 `NADPH` = 1 `L-aspartate 4-semialdehyde` + 1 `NADP(+)` + 1 `phosphate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM1177@MNXD1 + 1 MNXM6@MNXD1 = 1 MNXM361@MNXD1 + 1 MNXM5@MNXD1 + 1 MNXM9@MNXD1"	"L-aspartate 4-semialdehyde + NADP(+) + phosphate => 4-phospho-L-aspartate + H(+) + NADPH;4-phospho-L-aspartate + H(+) + NADPH => L-aspartate 4-semialdehyde + NADP(+) + phosphate"	"yes"
"R03478"	"2864-YDR173C"	" ATP + 1D-myo-Inositol 1,3,4,6-tetrakisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate"	"ATP:1D-myo-inositol-1,3,4,6-tetrakisphosphate 5-phosphotransferase"	"K00915"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"	"rhea:12717"	"NA"	NA	"MNXR108200"	"1 `H(+)` + 1 `ADP` + 1 `1D-myo-inositol 1,3,4,5,6-pentakisphosphate` = 1 `ATP` + 1 `1D-myo-inositol 1,3,4,6-tetrakisphosphate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM89719@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM929@MNXD1"	"1D-myo-inositol 1,3,4,6-tetrakisphosphate + ATP => 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H(+);1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H(+) => 1D-myo-inositol 1,3,4,6-tetrakisphosphate + ATP"	"yes"
"R05800"	"2864-YDR173C"	" ATP + D-myo-Inositol 1,4,5-trisphosphate <=> ADP + 1D-myo-Inositol 1,4,5,6-tetrakisphosphate"	"ATP:1D-myo-inositol-1,4,5-trisphosphate 6-phosphotransferase"	"K00915"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"	"rhea:17717"	"NA"	NA	"MNXR109847"	"1 `H(+)` + 1 `1D-myo-inositol 1,4,5,6-tetrakisphosphate` + 1 `ADP` = 1 `1D-myo-inositol 1,4,5-trisphosphate` + 1 `ATP`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM1620@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM200@MNXD1 + 1 MNXM3@MNXD1"	"1D-myo-inositol 1,4,5-trisphosphate + ATP => 1D-myo-inositol 1,4,5,6-tetrakisphosphate + ADP + H(+);1D-myo-inositol 1,4,5,6-tetrakisphosphate + ADP + H(+) => 1D-myo-inositol 1,4,5-trisphosphate + ATP"	"yes"
"R05801"	"2864-YDR173C"	" ATP + 1D-myo-Inositol 1,4,5,6-tetrakisphosphate <=> ADP + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate"	"ATP:1D-myo-inositol-1,4,5,6-tetrakisphosphate 3-phosphotransferase"	"K00915"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"	"rhea:11856"	"NA"	NA	"MNXR109848"	"1 `1D-myo-inositol 1,4,5,6-tetrakisphosphate` + 1 `ATP` = 1 `H(+)` + 1 `ADP` + 1 `1D-myo-inositol 1,3,4,5,6-pentakisphosphate`"	"true"	"1 MNXM1620@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM7@MNXD1 + 1 MNXM89719@MNXD1"	"1D-myo-inositol 1,4,5,6-tetrakisphosphate + ATP => 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H(+);1D-myo-inositol 1,3,4,5,6-pentakisphosphate + ADP + H(+) => 1D-myo-inositol 1,4,5,6-tetrakisphosphate + ATP"	"yes"
"R10065"	"2864-YDR173C"	" 2 ATP + D-myo-Inositol 1,4,5-trisphosphate <=> 2 ADP + 1D-myo-Inositol 1,3,4,5,6-pentakisphosphate"	"ATP:1D-myo-inositol-1,4,5-trisphosphate 3,6-phosphotransferase"	"K00915"	"path:map00562;path:map01100;path:map04070;path:map04138"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system;sce04138  Autophagy - yeast"	"rhea:32359"	"NA"	NA	"MNXR113448"	"2 `H(+)` + 2 `ADP` + 1 `1D-myo-inositol 1,3,4,5,6-pentakisphosphate` = 1 `1D-myo-inositol 1,4,5-trisphosphate` + 2 `ATP`"	"true"	"2 MNXM1@MNXD1 + 2 MNXM7@MNXD1 + 1 MNXM89719@MNXD1 = 1 MNXM200@MNXD1 + 2 MNXM3@MNXD1"	"1D-myo-inositol 1,4,5-trisphosphate + 2 ATP => 1D-myo-inositol 1,3,4,5,6-pentakisphosphate + 2 ADP + 2 H(+);1D-myo-inositol 1,3,4,5,6-pentakisphosphate + 2 ADP + 2 H(+) => 1D-myo-inositol 1,4,5-trisphosphate + 2 ATP"	"yes"
"R02164"	"2869-YDR178W;4739-YJL045W;5214-YKL141W;5221-YKL148C;5441-YLL041C;5624-YLR164W;6177-YMR118C"	" Quinone + Succinate <=> Hydroquinone + Fumarate"	"succinate:quinone oxidoreductase"	"K00237"	"path:map00020;path:map00190;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200;path:map04714;path:map04932;path:map05010;path:map05012;path:map05016"	"sce00020  Citrate cycle (TCA cycle);sce00190  Oxidative phosphorylation;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04714  NA;sce04932  Non-alcoholic fatty liver disease (NAFLD);sce05010  Alzheimer's disease;sce05012  Parkinson's disease;sce05016  Huntington's disease"	"rhea:13713"	"NA"	"MNXR107340"	"MNXR125744"	"1 `a ubiquinone` + 1 `succinate` = 1 `a ubiquinol` + 1 `fumarate`"	"true"	"1 MNXM176@MNXD1 + 1 MNXM25@MNXD1 = 1 MNXM202@MNXD1 + 1 MNXM93@MNXD1"	"a ubiquinone + succinate => a ubiquinol + fumarate;a ubiquinol + fumarate => a ubiquinone + succinate"	"yes"
"R00130"	"2890-YDR196C"	" ATP + Dephospho-CoA <=> ADP + CoA"	"ATP:dephospho-CoA 3'-phosphotransferase"	"K00859"	"path:map00770;path:map01100"	"sce00770  Pantothenate and CoA biosynthesis;sce01100  Metabolic pathways"	"rhea:18245"	"NA"	NA	"MNXR97762"	"1 `H(+)` + 1 `CoA` + 1 `ADP` = 1 `ATP` + 1 `3'-dephospho-CoA`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM12@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM481@MNXD1"	"3'-dephospho-CoA + ATP => ADP + CoA + H(+);ADP + CoA + H(+) => 3'-dephospho-CoA + ATP"	"yes"
"R03469"	"2901-YDR208W"	" ATP + 1-Phosphatidyl-1D-myo-inositol 4-phosphate <=> ADP + 1-Phosphatidyl-D-myo-inositol 4,5-bisphosphate"	"ATP:1-phosphatidyl-1D-myo-inositol-4-phosphate 5-phosphotransferase"	"K00889"	"path:map00562;path:map01100;path:map04011;path:map04070;path:map04072;path:map04139;path:map04144;path:map04666;path:map04810;path:map05231"	"sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04011  MAPK signaling pathway - yeast;sce04070  Phosphatidylinositol signaling system;sce04072  Phospholipase D signaling pathway;sce04139  Mitophagy - yeast;sce04144  Endocytosis;sce04666  Fc gamma R-mediated phagocytosis;sce04810  Regulation of actin cytoskeleton;sce05231  Choline metabolism in cancer"	"rhea:14425"	"NA"	NA	"MNXR102789"	"1 `1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate)` + 1 `ATP` = 1 `H(+)` + 1 `a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate)` + 1 `ADP`"	"true"	"1 MNXM122@MNXD1 + 1 MNXM3@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM67@MNXD1 + 1 MNXM7@MNXD1"	"1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ATP => a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + ADP + H(+);a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol-4,5-bisphosphate) + ADP + H(+) => 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ATP"	"yes"
"R00830"	"2923-YDR232W"	" Succinyl-CoA + Glycine <=> 5-Aminolevulinate + CoA + CO2"	"succinyl-CoA:glycine C-succinyltransferase (decarboxylating)"	"K00643"	"path:map00260;path:map00860;path:map01100;path:map01110"	"sce00260  Glycine, serine and threonine metabolism;sce00860  Porphyrin and chlorophyll metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:12921"	"NA"	NA	"MNXR95695"	"1 `CoA` + 1 `CO2` + 1 `5-aminolevulinate` = 1 `H(+)` + 1 `glycine` + 1 `succinyl-CoA`"	"true"	"1 MNXM12@MNXD1 + 1 MNXM13@MNXD1 + 1 MNXM405@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM29@MNXD1 + 1 MNXM92@MNXD1"	"glycine + H(+) + succinyl-CoA => 5-aminolevulinate + CO2 + CoA;5-aminolevulinate + CO2 + CoA => glycine + H(+) + succinyl-CoA"	"yes"
"R04371"	"2925-YDR234W"	" Homoisocitrate <=> (Z)-But-1-ene-1,2,4-tricarboxylate + H2O"	"Homoisocitrate hydro-lyase"	"K01705"	"path:map00300;path:map01100;path:map01120;path:map01130;path:map01210;path:map01230"	"sce00300  Lysine biosynthesis;sce01100  Metabolic pathways;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01210  2-Oxocarboxylic acid metabolism;sce01230  Biosynthesis of amino acids"	"rhea:15485"	"NA"	NA	"MNXR100552"	"1 `H2O` + 1 `cis-homoaconitate` = 1 `(1R,2S)-homoisocitrate`"	"true"	"1 MNXM2@MNXD1 + 1 MNXM920@MNXD1 = 1 MNXM984@MNXD1"	"(1R,2S)-homoisocitrate => cis-homoaconitate + H2O;cis-homoaconitate + H2O => (1R,2S)-homoisocitrate"	"yes"
"R00549"	"2927-YDR236C"	" ATP + Riboflavin <=> ADP + FMN"	"ATP:riboflavin 5'-phosphotransferase"	"K00861"	"path:map00740;path:map01100;path:map01110"	"sce00740  Riboflavin metabolism;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites"	"rhea:14357"	"NA"	NA	"MNXR103429"	"1 `H(+)` + 1 `FMN` + 1 `ADP` = 1 `riboflavin` + 1 `ATP`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM119@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM270@MNXD1 + 1 MNXM3@MNXD1"	"ATP + riboflavin => ADP + FMN + H(+);ADP + FMN + H(+) => ATP + riboflavin"	"yes"
"R01737"	"2940-YDR248C"	" ATP + D-Gluconic acid <=> ADP + 6-Phospho-D-gluconate"	"ATP:D-Gluconate 6-phosphotransferase"	"K00851"	"path:map00030;path:map01100;path:map01110;path:map01120;path:map01130;path:map01200"	"sce00030  Pentose phosphate pathway;sce01100  Metabolic pathways;sce01110  Biosynthesis of secondary metabolites;sce01120  Microbial metabolism in diverse environments;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism"	"rhea:19433"	"NA"	NA	"MNXR100390"	"1 `H(+)` + 1 `6-phospho-D-gluconate` + 1 `ADP` = 1 `ATP` + 1 `D-gluconate`"	"true"	"1 MNXM1@MNXD1 + 1 MNXM325@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM341@MNXD1"	"D-gluconate + ATP => 6-phospho-D-gluconate + ADP + H(+);6-phospho-D-gluconate + ADP + H(+) => D-gluconate + ATP"	"yes"
"R00009"	"2948-YDR256C;3987-YGR088W"	" 2 Hydrogen peroxide <=> Oxygen + 2 H2O"	"hydrogen-peroxide:hydrogen-peroxide oxidoreductase"	"K03781"	"path:map00380;path:map00630;path:map01110;path:map01130;path:map01200;path:map04011;path:map04016;path:map04068;path:map04146;path:map04211;path:map04212;path:map04213;path:map05014"	"sce00380  Tryptophan metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04011  MAPK signaling pathway - yeast;sce04016  MAPK signaling pathway - plant;sce04068  FoxO signaling pathway;sce04146  Peroxisome;sce04211  Longevity regulating pathway;sce04212  Longevity regulating pathway - worm;sce04213  Longevity regulating pathway - multiple species;sce05014  Amyotrophic lateral sclerosis (ALS)"	"rhea:20309"	"NA"	NA	"MNXR96455"	"2 `H2O2` = 2 `H2O` + 1 `O2`"	"true"	"2 MNXM22@MNXD1 = 2 MNXM2@MNXD1 + 1 MNXM4@MNXD1"	"2 H2O2 => 2 H2O + O2;2 H2O + O2 => 2 H2O2"	"yes"
"R00602"	"2948-YDR256C;3987-YGR088W"	" Methanol + Hydrogen peroxide <=> Formaldehyde + 2 H2O"	"methanol:hydrogen-peroxide oxidoreductase"	"K03781"	"path:map00380;path:map00630;path:map01110;path:map01130;path:map01200;path:map04011;path:map04016;path:map04068;path:map04146;path:map04211;path:map04212;path:map04213;path:map05014"	"sce00380  Tryptophan metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04011  MAPK signaling pathway - yeast;sce04016  MAPK signaling pathway - plant;sce04068  FoxO signaling pathway;sce04146  Peroxisome;sce04211  Longevity regulating pathway;sce04212  Longevity regulating pathway - worm;sce04213  Longevity regulating pathway - multiple species;sce05014  Amyotrophic lateral sclerosis (ALS)"	"rhea:30691"	"NA"	NA	"MNXR103159"	"1 `methanol` + 1 `H2O2` = 2 `H2O` + 1 `formaldehyde`"	"true"	"1 MNXM157@MNXD1 + 1 MNXM22@MNXD1 = 2 MNXM2@MNXD1 + 1 MNXM56@MNXD1"	"H2O2 + methanol => formaldehyde + 2 H2O;formaldehyde + 2 H2O => H2O2 + methanol"	"yes"
"R02670"	"2948-YDR256C;3987-YGR088W"	"2 3-Hydroxyanthranilate + 4 Oxygen <=> Cinnavalininate + 2 O2.- + 2 Hydrogen peroxide + 2 H+"	"NONE"	"K03781"	"path:map00380;path:map00630;path:map01110;path:map01130;path:map01200;path:map04011;path:map04016;path:map04068;path:map04146;path:map04211;path:map04212;path:map04213;path:map05014"	"sce00380  Tryptophan metabolism;sce00630  Glyoxylate and dicarboxylate metabolism;sce01110  Biosynthesis of secondary metabolites;sce01130  Biosynthesis of antibiotics;sce01200  Carbon metabolism;sce04011  MAPK signaling pathway - yeast;sce04016  MAPK signaling pathway - plant;sce04068  FoxO signaling pathway;sce04146  Peroxisome;sce04211  Longevity regulating pathway;sce04212  Longevity regulating pathway - worm;sce04213  Longevity regulating pathway - multiple species;sce05014  Amyotrophic lateral sclerosis (ALS)"	"NA"	"NA"	"MNXR107655"	"MNXR107655"	"2 `H(+)` + 2 `H2O2` + 2 `superoxide` + 1 `Cinnavalininate` = 2 `3-hydroxyanthranilate` + 4 `O2`"	"true"	"2 MNXM1@MNXD1 + 2 MNXM22@MNXD1 + 2 MNXM330@MNXD1 + 1 MNXM7176@MNXD1 = 2 MNXM359@MNXD1 + 4 MNXM4@MNXD1"	NA	"not sure"
"R01736"	"2962-YDR272W;7010-YOR040W"	" (R)-S-Lactoylglutathione + H2O <=> Glutathione + (R)-Lactate"	"(R)-S-Lactoylglutathione hydrolase"	"K01069"	"path:map00620"	"sce00620  Pyruvate metabolism"	"rhea:25245"	"NA"	NA	"MNXR100353"	"1 `(R)-S-lactoylglutathione` + 1 `H2O` = 1 `H(+)` + 1 `(R)-lactate` + 1 `glutathione`"	"true"	"1 MNXM1253@MNXD1 + 1 MNXM2@MNXD1 = 1 MNXM1@MNXD1 + 1 MNXM285@MNXD1 + 1 MNXM57@MNXD1"	"(R)-S-lactoylglutathione + H2O => (R)-lactate + glutathione + H(+);(R)-lactate + glutathione + H(+) => (R)-S-lactoylglutathione + H2O"	"yes"
"R01185"	"2977-YDR287W;4297-YHR046C"	" Inositol 1-phosphate + H2O <=> myo-Inositol + Orthophosphate"	"1D-myo-inositol 1-phosphate phosphohydrolase"	"K01092"	"path:map00521;path:map00562;path:map01100;path:map04070"	"sce00521  Streptomycin biosynthesis;sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system"	"rhea:27670"	"NA"	NA	"MNXR101570"	"1 `myo-inositol` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 1-phosphate`"	"true"	"1 MNXM127@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM646@MNXD1"	"1D-myo-inositol 1-phosphate + H2O => myo-inositol + phosphate;myo-inositol + phosphate => 1D-myo-inositol 1-phosphate + H2O"	"yes"
"R01186"	"2977-YDR287W;4297-YHR046C"	" myo-Inositol 4-phosphate + H2O <=> myo-Inositol + Orthophosphate"	"1D-myo-inositol 4-phosphate phosphohydrolase"	"K01092"	"path:map00521;path:map00562;path:map01100;path:map04070"	"sce00521  Streptomycin biosynthesis;sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system"	"rhea:30735"	"NA"	NA	"MNXR101579"	"1 `myo-inositol` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 4-phosphate`"	"true"	"1 MNXM127@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM2063@MNXD1"	"1D-myo-inositol 4-phosphate + H2O => myo-inositol + phosphate;myo-inositol + phosphate => 1D-myo-inositol 4-phosphate + H2O"	"yes"
"R01187"	"2977-YDR287W;4297-YHR046C"	" 1D-myo-Inositol 3-phosphate + H2O <=> myo-Inositol + Orthophosphate"	"1D-myo-inositol 3-phosphate phosphohydrolase"	"K01092"	"path:map00521;path:map00562;path:map01100;path:map04070"	"sce00521  Streptomycin biosynthesis;sce00562  Inositol phosphate metabolism;sce01100  Metabolic pathways;sce04070  Phosphatidylinositol signaling system"	"rhea:30739"	"NA"	NA	"MNXR101574"	"1 `myo-inositol` + 1 `phosphate` = 1 `H2O` + 1 `1D-myo-inositol 3-phosphate`"	"true"	"1 MNXM127@MNXD1 + 1 MNXM9@MNXD1 = 1 MNXM2@MNXD1 + 1 MNXM540@MNXD1"	"1D-myo-inositol 3-phosphate + H2O => myo-inositol + phosphate;myo-inositol + phosphate => 1D-myo-inositol 3-phosphate + H2O"	"yes"
"R02464"	"2984-YDR294C"	" Sphinganine 1-phosphate <=> Ethanolamine phosphate + Hexadecanal"	"Sphinganine-1-phosphate pamlmitaldehyde-lyase"	"K01634"	"path:map00600;path:map01100;path:map04071"	"sce00600  Sphingolipid metabolism;sce01100  Metabolic pathways;sce04071  Sphingolipid signaling pathway"	"rhea:18593"	"NA"	NA	"MNXR104365"	"1 `phosphoethanolamine` + 1 `hexadecanal` = 1 `sphinganine 1-phosphate`"	"true"	"1 MNXM187@MNXD1 + 1 MNXM528@MNXD1 = 1 MNXM487@MNXD1"	"sphinganine 1-phosphate => hexadecanal + phosphoethanolamine;hexadecanal + phosphoethanolamine => sphinganine 1-phosphate"	"yes"
"R06526"	"2987-YDR297W"	" Dihydroceramide + 2 Ferrocytochrome b5 + Oxygen + 2 H+ <=> Phytoceramide + 2 Ferricytochrome b5 + H2O"	"dihydroceramide,ferrocytochrome b5:oxygen oxidoreductase (C4-hydroxylating)"	"K04713"	"path:map00600;path:map01100"	"sce00600  Sphingolipid metabolism;sce01100  Metabolic pathways"	"rhea:46364"	"NA"	NA	"MNXR128495"	"2 `Fe(3+)` + 1 `H2O` + 1 `N-acyl-4-hydroxysphinganine` = 2 `H(+)` + 2 `Fe(2+)` + 1 `O2` + 1 `N-acylsphinganine`"	"true"	"2 MNXM196@MNXD1 + 1 MNXM2@MNXD1 + 1 MNXM731@MNXD1 = 2 MNXM1@MNXD1 + 2 MNXM111@MNXD1 + 1 MNXM4@MNXD1 + 1 MNXM616@MNXD1"	"N-acylsphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2 => N-acyl-4-hydroxysphinganine + 2 [Fe(III)-cytochrome b5] + H2O;N-acyl-4-hydroxysphinganine + 2 [Fe(III)-cytochrome b5] + H2O => N-acylsphinganine + 2 [Fe(II)-cytochrome b5] + 2 H(+) + O2"	"yes"
"R00239"	"2990-YDR300C;4283-YHR033W"	" ATP + L-Glutamate <=> ADP + L-Glutamyl 5-phosphate"	"ATP:L-glutamate 5-phosphotransferase"	"K00931"	"path:map00330;path:map00332;path:map01100;path:map01130;path:map01230"	"sce00330  Arginine and proline metabolism;sce00332  Carbapenem biosynthesis;sce01100  Metabolic pathways;sce01130  Biosynthesis of antibiotics;sce01230  Biosynthesis of amino acids"	"rhea:14877"	"NA"	NA	"MNXR100277"	"1 `L-gamma-glutamyl phosphate(2-)` + 1 `ADP` = 1 `ATP` + 1 `L-glutamate`"	"true"	"1 MNXM1280@MNXD1 + 1 MNXM7@MNXD1 = 1 MNXM3@MNXD1 + 1 MNXM89557@MNXD1"	"L-glutamate + ATP => L-glutamyl 5-phosphate + ADP;L-glutamyl 5-phosphate + ADP => L-glutamate + ATP"	"yes"
"R05923"	"2992-YDR302W;5431-YLL031C"	"Phosphatidylethanolamine + G00140 <=> 1,2-Diacyl-sn-glycerol + G00141"	"NONE"	"K05287"	"path:map00563;path:map01100"	"sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR109947"	"MNXR109947"	"1 `phosphatidylethanolamine` + 1 `G00140` = 1 `a 1,2-diacyl-sn-glycerol` + 1 `G00141`"	"NA"	"1 MNXM115@MNXD1 + 1 MNXM9266@MNXD1 = 1 MNXM59@MNXD1 + 1 MNXM9331@MNXD1"	NA	"not sure"
"R05924"	"2992-YDR302W;4758-YJL062W"	"Phosphatidylethanolamine + G00141 <=> 1,2-Diacyl-sn-glycerol + G00151"	"NONE"	"K05287"	"path:map00563;path:map01100"	"sce00563  Glycosylphosphatidylinositol (GPI)-anchor biosynthesis;sce01100  Metabolic pathways"	"NA"	"NA"	"MNXR109948"	"MNXR109948"	"1 `phosphatidylethanolamine` + 1 `G00141` = 1 `G00151` + 1 `a 1,2-diacyl-sn-glycerol`"	"NA"	"1 MNXM115@MNXD1 + 1 MNXM9331@MNXD1 = 1 MNXM13363@MNXD1 + 1 MNXM59@MNXD1"	NA	"not sure"
