"met"	"reaction"	"formula"	"reactant"	"product"	"MNX_ID"	"common_met_num"
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `glycine` = 1 `L-leucine` + 1 `Na(+)` + 1 `glycine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `glycine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `glycine`"	"MNXR105729"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-alanine`"	"MNXR105730"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-glutamine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-glutamine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-glutamine`"	"MNXR105731"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-serine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-serine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-serine`"	"MNXR105732"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-methionine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-methionine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-methionine`"	"MNXR105733"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-tryptophan`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-tryptophan` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-tryptophan`"	"MNXR105734"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-phenylalanine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-phenylalanine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-phenylalanine`"	"MNXR105735"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-tyrosine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-tyrosine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-tyrosine`"	"MNXR105736"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-cysteine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-cysteine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-cysteine`"	"MNXR105737"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM140@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-proline` + 1 `L-leucine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-leucine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-leucine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-leucine` + 1 `Na(+)`"	"MNXR105738"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM140@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)`"	"1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)` "	" 1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)`"	"MNXR105739"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM140@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-leucine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-leucine` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-leucine` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105740"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM140@MNXD2 + 1 MNXM142@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)`"	"1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)` "	" 1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)`"	"MNXR105741"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine`"	"1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine` "	" 1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine`"	"MNXR105742"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM140@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)`"	"1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)` "	" 1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)`"	"MNXR105743"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `glycine` = 1 `L-proline` + 1 `Na(+)` + 1 `glycine`"	"1 `L-proline` + 1 `Na(+)` + 1 `glycine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `glycine`"	"MNXR105744"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-alanine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-alanine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-alanine`"	"MNXR105745"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine`"	"MNXR105746"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-serine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-serine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-serine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-serine`"	"MNXR105747"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-methionine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-methionine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-methionine`"	"MNXR105748"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan`"	"MNXR105749"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine`"	"MNXR105750"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine`"	"MNXR105751"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine`"	"MNXR105752"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM140@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM140@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-proline` + 1 `L-leucine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-leucine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-leucine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-leucine` + 1 `Na(+)`"	"MNXR105753"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`"	"MNXR105754"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-proline` + 1 `L-valine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105755"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM142@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-proline` + 1 `L-threonine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-threonine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-threonine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-threonine` + 1 `Na(+)`"	"MNXR105756"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1"	"1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine`"	"1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine` "	" 1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine`"	"MNXR105757"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)`"	"MNXR105758"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `glycine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `glycine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `glycine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `glycine`"	"MNXR105759"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine`"	"MNXR105760"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan`"	"MNXR105761"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine`"	"MNXR105762"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine`"	"MNXR105763"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)`"	"1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)` "	" 1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)`"	"MNXR105764"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`"	"MNXR105765"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM147@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105766"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine`"	"1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine` "	" 1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine`"	"MNXR105767"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM147@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)`"	"1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)` "	" 1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)`"	"MNXR105768"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `glycine` = 1 `L-valine` + 1 `Na(+)` + 1 `glycine`"	"1 `L-valine` + 1 `Na(+)` + 1 `glycine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `glycine`"	"MNXR105769"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-alanine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-alanine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-alanine`"	"MNXR105770"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine`"	"MNXR105771"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-serine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-serine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-serine`"	"MNXR105772"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-methionine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-methionine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-methionine`"	"MNXR105773"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan`"	"MNXR105774"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine`"	"MNXR105775"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine`"	"MNXR105776"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine`"	"MNXR105777"	3
"Rh24"	"1 MNXM140@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-leucine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-leucine` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-leucine` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105778"	3
"Rh24"	"1 MNXM114@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-proline` + 1 `L-valine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-proline` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105779"	3
"Rh24"	"1 MNXM147@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105780"	3
"Rh24"	"1 MNXM142@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1"	"1 `L-threonine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-threonine` + 1 `L-valine` + 1 `Na(+)`"	"1 `L-threonine` + 1 `L-valine` + 1 `Na(+)` "	" 1 `L-threonine` + 1 `L-valine` + 1 `Na(+)`"	"MNXR105781"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1"	"1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine`"	"1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine` "	" 1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine`"	"MNXR105782"	3
"Rh24"	"1 MNXM199@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM199@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2"	"1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)`"	"1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)` "	" 1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)`"	"MNXR105783"	3
