"type"	"id"	"name"	"reversible"	"fast"	"reactants"	"products"	"reactants_name"	"products_name"	"reaction_detail"
"STATE_TRANSITION"	"re282"	NA	FALSE	FALSE	"s8388,s8329"	"s8387"	"Putrescine;S-Adennosyl-methioninamine"	"Spermidine"	"Putrescine + S-Adennosyl-methioninamine = Spermidine"
"STATE_TRANSITION"	"re283"	NA	FALSE	FALSE	"s8387"	"s8388"	"Spermidine"	"Putrescine"	"Spermidine = Putrescine"
"STATE_TRANSITION"	"re284"	NA	FALSE	FALSE	"s8386"	"s8387"	"Spermine"	"Spermidine"	"Spermine = Spermidine"
"STATE_TRANSITION"	"re285"	NA	TRUE	FALSE	"s94"	"s8390"	"5-Phospho-alpha-D-ribose-1-diphosphate"	"1-(5-Phospho-D-ribosyl)-ATP"	"5-Phospho-alpha-D-ribose-1-diphosphate = 1-(5-Phospho-D-ribosyl)-ATP"
"STATE_TRANSITION"	"re286"	NA	FALSE	FALSE	"s8390"	"s8391"	"1-(5-Phospho-D-ribosyl)-ATP"	"Phosphoribosyl-AMP"	"1-(5-Phospho-D-ribosyl)-ATP = Phosphoribosyl-AMP"
"STATE_TRANSITION"	"re287"	NA	FALSE	FALSE	"s8391"	"s8392"	"Phosphoribosyl-AMP"	"Phosphoribosyl-formimino-AICAR-P"	"Phosphoribosyl-AMP = Phosphoribosyl-formimino-AICAR-P"
"STATE_TRANSITION"	"re288"	NA	FALSE	FALSE	"s8392"	"s8393"	"Phosphoribosyl-formimino-AICAR-P"	"Phosphoribulosyl-formimio-AICAR-P"	"Phosphoribosyl-formimino-AICAR-P = Phosphoribulosyl-formimio-AICAR-P"
"STATE_TRANSITION"	"re289"	NA	FALSE	FALSE	"s8393"	"s8394,s8395"	"Phosphoribulosyl-formimio-AICAR-P"	"Imidazole-glycerol-3P;AICAR"	"Phosphoribulosyl-formimio-AICAR-P = Imidazole-glycerol-3P + AICAR"
"STATE_TRANSITION"	"re290"	NA	FALSE	FALSE	"s8394"	"s8396"	"Imidazole-glycerol-3P"	"Imidazole-acetol-P"	"Imidazole-glycerol-3P = Imidazole-acetol-P"
"STATE_TRANSITION"	"re291"	NA	TRUE	FALSE	"s8396"	"s8397"	"Imidazole-acetol-P"	"L-Histidinol-P"	"Imidazole-acetol-P = L-Histidinol-P"
"STATE_TRANSITION"	"re292"	NA	FALSE	FALSE	"s8397"	"s8398"	"L-Histidinol-P"	"L-Histidinol"	"L-Histidinol-P = L-Histidinol"
"STATE_TRANSITION"	"re293"	NA	FALSE	FALSE	"s8398"	"s8399"	"L-Histidinol"	"L-Histidinal"	"L-Histidinol = L-Histidinal"
"STATE_TRANSITION"	"re294"	NA	FALSE	FALSE	"s8399"	"s8400"	"L-Histidinal"	"L-Histidine"	"L-Histidinal = L-Histidine"
"STATE_TRANSITION"	"re295"	NA	FALSE	FALSE	"s8402,s69"	"s8403"	"D-Erythrose 4-phosphate;phosphoenol-pyruvate"	"7P-2-Dehydro-3-deoxy-D-arabino-heptonate"	"D-Erythrose 4-phosphate + phosphoenol-pyruvate = 7P-2-Dehydro-3-deoxy-D-arabino-heptonate"
"STATE_TRANSITION"	"re296"	NA	FALSE	FALSE	"s8403"	"s8404"	"7P-2-Dehydro-3-deoxy-D-arabino-heptonate"	"3-Dehydroquinate"	"7P-2-Dehydro-3-deoxy-D-arabino-heptonate = 3-Dehydroquinate"
"STATE_TRANSITION"	"re297"	NA	TRUE	FALSE	"s8404"	"s8405"	"3-Dehydroquinate"	"3-Dehydro-shikimate"	"3-Dehydroquinate = 3-Dehydro-shikimate"
"STATE_TRANSITION"	"re298"	NA	TRUE	FALSE	"s8405"	"s8406"	"3-Dehydro-shikimate"	"Shikimate"	"3-Dehydro-shikimate = Shikimate"
"STATE_TRANSITION"	"re299"	NA	FALSE	FALSE	"s8406"	"s8407"	"Shikimate"	"Shikimate 3-phosphate"	"Shikimate = Shikimate 3-phosphate"
"STATE_TRANSITION"	"re300"	NA	TRUE	FALSE	"s8407"	"s8408"	"Shikimate 3-phosphate"	"5-O-(1-Carboxyvinyl)-3-phosphoshikimate"	"Shikimate 3-phosphate = 5-O-(1-Carboxyvinyl)-3-phosphoshikimate"
"STATE_TRANSITION"	"re301"	NA	FALSE	FALSE	"s8408"	"s8409"	"5-O-(1-Carboxyvinyl)-3-phosphoshikimate"	"Chorismate"	"5-O-(1-Carboxyvinyl)-3-phosphoshikimate = Chorismate"
"STATE_TRANSITION"	"re302"	NA	FALSE	FALSE	"s8409"	"s8410"	"Chorismate"	"Anthranilate"	"Chorismate = Anthranilate"
"STATE_TRANSITION"	"re303"	NA	TRUE	FALSE	"s8411"	"s8412"	"N-(5-Phospho-beta-D-ribosyl)-anthranilate"	"1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"	"N-(5-Phospho-beta-D-ribosyl)-anthranilate = 1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"
"STATE_TRANSITION"	"re304"	NA	TRUE	FALSE	"s8412"	"s8413"	"1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate"	"(3-Indoyl)-glyceroIphosphate"	"1-(2-Carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate = (3-Indoyl)-glyceroIphosphate"
"STATE_TRANSITION"	"re305"	NA	TRUE	FALSE	"s8413"	"s8414"	"(3-Indoyl)-glyceroIphosphate"	"L-Tryptophan"	"(3-Indoyl)-glyceroIphosphate = L-Tryptophan"
"STATE_TRANSITION"	"re306"	NA	TRUE	FALSE	"s8411"	"s8410,s94"	"N-(5-Phospho-beta-D-ribosyl)-anthranilate"	"Anthranilate;5-Phospho-alpha-D-ribose-1-diphosphate"	"N-(5-Phospho-beta-D-ribosyl)-anthranilate = Anthranilate + 5-Phospho-alpha-D-ribose-1-diphosphate"
"STATE_TRANSITION"	"re307"	NA	TRUE	FALSE	"s8409"	"s8415"	"Chorismate"	"Prephenate"	"Chorismate = Prephenate"
"STATE_TRANSITION"	"re308"	NA	TRUE	FALSE	"s8415"	"s8416"	"Prephenate"	"Phenyl-pyruvate"	"Prephenate = Phenyl-pyruvate"
"STATE_TRANSITION"	"re309"	NA	TRUE	FALSE	"s8416"	"s8419"	"Phenyl-pyruvate"	"Phenylalanine"	"Phenyl-pyruvate = Phenylalanine"
"STATE_TRANSITION"	"re310"	NA	TRUE	FALSE	"s8415"	"s8417"	"Prephenate"	"4-Hydroxy-phenylpyruvate"	"Prephenate = 4-Hydroxy-phenylpyruvate"
"STATE_TRANSITION"	"re311"	NA	TRUE	FALSE	"s8417"	"s8418"	"4-Hydroxy-phenylpyruvate"	"Tyrosine"	"4-Hydroxy-phenylpyruvate = Tyrosine"
"STATE_TRANSITION"	"re312"	NA	FALSE	FALSE	"s8420"	"s8419"	"L-Arogenate"	"Phenylalanine"	"L-Arogenate = Phenylalanine"
"STATE_TRANSITION"	"re313"	NA	FALSE	FALSE	"s8414"	"s8422"	"L-Tryptophan"	"Indolepyruvate"	"L-Tryptophan = Indolepyruvate"
"STATE_TRANSITION"	"re314"	NA	FALSE	FALSE	"s8414"	"s8423"	"L-Tryptophan"	"N-Formyl-kynurenine"	"L-Tryptophan = N-Formyl-kynurenine"
"STATE_TRANSITION"	"re315"	NA	FALSE	FALSE	"s8423"	"s8424"	"N-Formyl-kynurenine"	"L-Kynurenine"	"N-Formyl-kynurenine = L-Kynurenine"
"STATE_TRANSITION"	"re316"	NA	FALSE	FALSE	"s8423"	"s8426"	"N-Formyl-kynurenine"	"Formyl-anthranilate"	"N-Formyl-kynurenine = Formyl-anthranilate"
"STATE_TRANSITION"	"re317"	NA	FALSE	FALSE	"s8426"	"s8410"	"Formyl-anthranilate"	"Anthranilate"	"Formyl-anthranilate = Anthranilate"
"STATE_TRANSITION"	"re318"	NA	FALSE	FALSE	"s8424"	"s8410"	"L-Kynurenine"	"Anthranilate"	"L-Kynurenine = Anthranilate"
"STATE_TRANSITION"	"re319"	NA	FALSE	FALSE	"s8424"	"s8425"	"L-Kynurenine"	"4-(2-Aminophenyl)-2,4-dioxobutanoate"	"L-Kynurenine = 4-(2-Aminophenyl)-2,4-dioxobutanoate"
"STATE_TRANSITION"	"re320"	NA	FALSE	FALSE	"s8424"	"s8427"	"L-Kynurenine"	"3-Hydroxy-L-kynurenine"	"L-Kynurenine = 3-Hydroxy-L-kynurenine"
"STATE_TRANSITION"	"re321"	NA	FALSE	FALSE	"s8427"	"s8428"	"3-Hydroxy-L-kynurenine"	"4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"	"3-Hydroxy-L-kynurenine = 4-(2-Amino-3-hydroxyphenyl)-2,4-dioxobutanoate"
"STATE_TRANSITION"	"re322"	NA	FALSE	FALSE	"s8427"	"s8429"	"3-Hydroxy-L-kynurenine"	"3-Hydroxy-anthranilate"	"3-Hydroxy-L-kynurenine = 3-Hydroxy-anthranilate"
"STATE_TRANSITION"	"re323"	NA	FALSE	FALSE	"s8429"	"s8430"	"3-Hydroxy-anthranilate"	"Cinnavalininate"	"3-Hydroxy-anthranilate = Cinnavalininate"
"STATE_TRANSITION"	"re324"	NA	FALSE	FALSE	"s8429"	"s8431"	"3-Hydroxy-anthranilate"	"2-Amino-3-carboxymuconate semialdehyde"	"3-Hydroxy-anthranilate = 2-Amino-3-carboxymuconate semialdehyde"
"STATE_TRANSITION"	"re325"	NA	TRUE	FALSE	"s8418"	"s8417"	"Tyrosine"	"4-Hydroxy-phenylpyruvate"	"Tyrosine = 4-Hydroxy-phenylpyruvate"
"STATE_TRANSITION"	"re326"	NA	TRUE	FALSE	"s8419"	"s8435"	"Phenylalanine"	"Phenylpyruvate"	"Phenylalanine = Phenylpyruvate"
"STATE_TRANSITION"	"re327"	NA	FALSE	FALSE	"s8438"	"s8437"	"2-Phenyl-acetamide"	"Phenyl-acetate"	"2-Phenyl-acetamide = Phenyl-acetate"
"STATE_TRANSITION"	"re328"	NA	TRUE	FALSE	"s8437"	"s8436"	"Phenyl-acetate"	"Phenyl-acetaldehyde"	"Phenyl-acetate = Phenyl-acetaldehyde"
"STATE_TRANSITION"	"re329"	NA	FALSE	FALSE	"s8435"	"s8436"	"Phenylpyruvate"	"Phenyl-acetaldehyde"	"Phenylpyruvate = Phenyl-acetaldehyde"
"STATE_TRANSITION"	"re330"	NA	FALSE	FALSE	"s8278"	"s8439"	"L-Aspartate"	"beta-Alanine"	"L-Aspartate = beta-Alanine"
"STATE_TRANSITION"	"re331"	NA	TRUE	FALSE	"s8439"	"s8440"	"beta-Alanine"	"beta-Aminopropion-aldehyde"	"beta-Alanine = beta-Aminopropion-aldehyde"
"STATE_TRANSITION"	"re332"	NA	FALSE	FALSE	"s8387"	"s8440"	"Spermidine"	"beta-Aminopropion-aldehyde"	"Spermidine = beta-Aminopropion-aldehyde"
"STATE_TRANSITION"	"re333"	NA	FALSE	FALSE	"s8386"	"s8440,s8387"	"Spermine"	"beta-Aminopropion-aldehyde;Spermidine"	"Spermine = beta-Aminopropion-aldehyde + Spermidine"
"STATE_TRANSITION"	"re334"	NA	FALSE	FALSE	"s8439"	"s8442"	"beta-Alanine"	"(R)-Pantothenate"	"beta-Alanine = (R)-Pantothenate"
"STATE_TRANSITION"	"re335"	NA	FALSE	FALSE	"s8439"	"s8441"	"beta-Alanine"	"Malonate semialdehyde"	"beta-Alanine = Malonate semialdehyde"
"STATE_TRANSITION"	"re336"	NA	FALSE	FALSE	"s8444"	"s8230"	"5-Oxoproline"	"L-Glutamate"	"5-Oxoproline = L-Glutamate"
"STATE_TRANSITION"	"re337"	NA	FALSE	FALSE	"s8445,s8450"	"s8446,s8451"	"Glutathione dissulfide (GSSG);NADPH"	"Glutathione (GSH);NADP+"	"Glutathione dissulfide (GSSG) + NADPH = Glutathione (GSH) + NADP+"
"STATE_TRANSITION"	"re338"	NA	FALSE	FALSE	"s8451"	"s8450"	"NADP+"	"NADPH"	"NADP+ = NADPH"
"STATE_TRANSITION"	"re339"	NA	FALSE	FALSE	"s8446"	"s8447"	"Glutathione (GSH)"	"L-Cysteinylglycine"	"Glutathione (GSH) = L-Cysteinylglycine"
"STATE_TRANSITION"	"re340"	NA	FALSE	FALSE	"s8448"	"s8447"	"L-Amino acid"	"L-Cysteinylglycine"	"L-Amino acid = L-Cysteinylglycine"
"STATE_TRANSITION"	"re341"	NA	FALSE	FALSE	"s8447"	"s8231"	"L-Cysteinylglycine"	"Glycine"	"L-Cysteinylglycine = Glycine"
"STATE_TRANSITION"	"re342"	NA	FALSE	FALSE	"s8449"	"s8446"	"L-gamma-Glutamylcysteine"	"Glutathione (GSH)"	"L-gamma-Glutamylcysteine = Glutathione (GSH)"
"STATE_TRANSITION"	"re343"	NA	FALSE	FALSE	"s8446,s8453"	"s8452"	"Glutathione (GSH);RX"	"R-S-Glutathione"	"Glutathione (GSH) + RX = R-S-Glutathione"
"STATE_TRANSITION"	"re344"	NA	FALSE	FALSE	"s8452"	"s8454,s8230"	"R-S-Glutathione"	"R-S-Cysteinyl-glycine;L-Glutamate"	"R-S-Glutathione = R-S-Cysteinyl-glycine + L-Glutamate"
"STATE_TRANSITION"	"re345"	NA	FALSE	FALSE	"s8454"	"s8455,s8231"	"R-S-Cysteinyl-glycine"	"R-S-Cysteine;Glycine"	"R-S-Cysteinyl-glycine = R-S-Cysteine + Glycine"
"STATE_TRANSITION"	"re346"	NA	FALSE	FALSE	"s8230,s8298"	"s8449"	"L-Glutamate;L-Cysteine"	"L-gamma-Glutamylcysteine"	"L-Glutamate + L-Cysteine = L-gamma-Glutamylcysteine"
"STATE_TRANSITION"	"re347"	NA	FALSE	FALSE	"s8459"	"s8458"	"Seleno-methionine"	"Seleno-methionyl-tRNA (Met)"	"Seleno-methionine = Seleno-methionyl-tRNA (Met)"
"STATE_TRANSITION"	"re348"	NA	FALSE	FALSE	"s8459"	"s8460"	"Seleno-methionine"	"Methyl-selenol"	"Seleno-methionine = Methyl-selenol"
"STATE_TRANSITION"	"re349"	NA	FALSE	FALSE	"s8461"	"s8460"	"Methyl-selenic acid"	"Methyl-selenol"	"Methyl-selenic acid = Methyl-selenol"
"STATE_TRANSITION"	"re350"	NA	FALSE	FALSE	"s8462"	"s8459"	"Seleno-homocysteine"	"Seleno-methionine"	"Seleno-homocysteine = Seleno-methionine"
"STATE_TRANSITION"	"re351"	NA	FALSE	FALSE	"s8463"	"s8462"	"Seleno-cystathionine"	"Seleno-homocysteine"	"Seleno-cystathionine = Seleno-homocysteine"
"STATE_TRANSITION"	"re352"	NA	FALSE	FALSE	"s8464"	"s8463"	"Selenocysteine"	"Seleno-cystathionine"	"Selenocysteine = Seleno-cystathionine"
"STATE_TRANSITION"	"re353"	NA	FALSE	FALSE	"s8465"	"s8460"	"Se-Methyl-seleno-cysteine"	"Methyl-selenol"	"Se-Methyl-seleno-cysteine = Methyl-selenol"
"STATE_TRANSITION"	"re354"	NA	TRUE	FALSE	"s8219"	"s8467"	"Malonyl-CoA"	"Malonyl-acp"	"Malonyl-CoA = Malonyl-acp"
"STATE_TRANSITION"	"re355"	NA	FALSE	FALSE	"s2"	"s8466"	"Acetyl-CoA"	"Acetyl-acp"	"Acetyl-CoA = Acetyl-acp"
"STATE_TRANSITION"	"re356"	NA	FALSE	FALSE	"s8466,s8467"	"s8468"	"Acetyl-acp;Malonyl-acp"	"Acetoacetyl-acp"	"Acetyl-acp + Malonyl-acp = Acetoacetyl-acp"
"STATE_TRANSITION"	"re357"	NA	TRUE	FALSE	"s8468"	"s8469"	"Acetoacetyl-acp"	"(R)-3-Hydroxy-butanoyl-acp"	"Acetoacetyl-acp = (R)-3-Hydroxy-butanoyl-acp"
"STATE_TRANSITION"	"re358"	NA	TRUE	FALSE	"s8469"	"s8470"	"(R)-3-Hydroxy-butanoyl-acp"	"But-2-enyl-acp"	"(R)-3-Hydroxy-butanoyl-acp = But-2-enyl-acp"
"STATE_TRANSITION"	"re359"	NA	TRUE	FALSE	"s8470"	"s8471"	"But-2-enyl-acp"	"Butyryl-acp"	"But-2-enyl-acp = Butyryl-acp"
"STATE_TRANSITION"	"re360"	NA	TRUE	FALSE	"s8472"	"s8473"	"3-Oxohexanyl-acp"	"(R)-3-Hydroxy-hexanoyl-acp"	"3-Oxohexanyl-acp = (R)-3-Hydroxy-hexanoyl-acp"
"STATE_TRANSITION"	"re361"	NA	TRUE	FALSE	"s8473"	"s8474"	"(R)-3-Hydroxy-hexanoyl-acp"	"trans-Hex2-enoyl-acp"	"(R)-3-Hydroxy-hexanoyl-acp = trans-Hex2-enoyl-acp"
"STATE_TRANSITION"	"re362"	NA	TRUE	FALSE	"s8474"	"s8484"	"trans-Hex2-enoyl-acp"	"Hexanoyl-acp"	"trans-Hex2-enoyl-acp = Hexanoyl-acp"
"STATE_TRANSITION"	"re363"	NA	TRUE	FALSE	"s8477"	"s8476"	"3-Oxooctanoyl-acp"	"(R)-3-Hydroxy-octanoyl-acp"	"3-Oxooctanoyl-acp = (R)-3-Hydroxy-octanoyl-acp"
"STATE_TRANSITION"	"re364"	NA	TRUE	FALSE	"s8476"	"s8478"	"(R)-3-Hydroxy-octanoyl-acp"	"trans-Oct2-enoyl-acp"	"(R)-3-Hydroxy-octanoyl-acp = trans-Oct2-enoyl-acp"
"STATE_TRANSITION"	"re365"	NA	TRUE	FALSE	"s8478"	"s8479"	"trans-Oct2-enoyl-acp"	"Octanoyl-acp"	"trans-Oct2-enoyl-acp = Octanoyl-acp"
"STATE_TRANSITION"	"re366"	NA	TRUE	FALSE	"s8480"	"s8481"	"3-Oxodecanoyl-acp"	"(R)-3-Hydroxy-decanoyl-acp"	"3-Oxodecanoyl-acp = (R)-3-Hydroxy-decanoyl-acp"
"STATE_TRANSITION"	"re367"	NA	TRUE	FALSE	"s8481"	"s8482"	"(R)-3-Hydroxy-decanoyl-acp"	"trans-Dec2-enoyl-acp"	"(R)-3-Hydroxy-decanoyl-acp = trans-Dec2-enoyl-acp"
"STATE_TRANSITION"	"re368"	NA	TRUE	FALSE	"s8482"	"s8483"	"trans-Dec2-enoyl-acp"	"Decanoyl-acp"	"trans-Dec2-enoyl-acp = Decanoyl-acp"
"STATE_TRANSITION"	"re369"	NA	TRUE	FALSE	"s8485"	"s8486"	"3-Oxododecanoyl-acp"	"(R)-3-Hydroxy-dodecanoyl-acp"	"3-Oxododecanoyl-acp = (R)-3-Hydroxy-dodecanoyl-acp"
"STATE_TRANSITION"	"re370"	NA	TRUE	FALSE	"s8486"	"s8487"	"(R)-3-Hydroxy-dodecanoyl-acp"	"trans-Dodec2-enoyl-acp"	"(R)-3-Hydroxy-dodecanoyl-acp = trans-Dodec2-enoyl-acp"
"STATE_TRANSITION"	"re371"	NA	TRUE	FALSE	"s8487"	"s8488"	"trans-Dodec2-enoyl-acp"	"Dodecanoyl-acp"	"trans-Dodec2-enoyl-acp = Dodecanoyl-acp"
"STATE_TRANSITION"	"re372"	NA	TRUE	FALSE	"s8489"	"s8490"	"3-Oxotetradecanoyl-acp"	"(R)-3-Hydroxy-tetradecanoyl-acp"	"3-Oxotetradecanoyl-acp = (R)-3-Hydroxy-tetradecanoyl-acp"
"STATE_TRANSITION"	"re373"	NA	TRUE	FALSE	"s8490"	"s8491"	"(R)-3-Hydroxy-tetradecanoyl-acp"	"trans-Tetradec2-enoyl-acp"	"(R)-3-Hydroxy-tetradecanoyl-acp = trans-Tetradec2-enoyl-acp"
"STATE_TRANSITION"	"re374"	NA	TRUE	FALSE	"s8491"	"s8492"	"trans-Tetradec2-enoyl-acp"	"Tetradecanoyl-acp"	"trans-Tetradec2-enoyl-acp = Tetradecanoyl-acp"
"STATE_TRANSITION"	"re375"	NA	TRUE	FALSE	"s8493"	"s8494"	"3-Oxohexadecanoyl-acp"	"(R)-3-Hydroxy-hexadecanoyl-acp"	"3-Oxohexadecanoyl-acp = (R)-3-Hydroxy-hexadecanoyl-acp"
"STATE_TRANSITION"	"re376"	NA	TRUE	FALSE	"s8494"	"s8495"	"(R)-3-Hydroxy-hexadecanoyl-acp"	"trans-Hexadec2-enoyl-acp"	"(R)-3-Hydroxy-hexadecanoyl-acp = trans-Hexadec2-enoyl-acp"
"STATE_TRANSITION"	"re377"	NA	TRUE	FALSE	"s8495"	"s8496"	"trans-Hexadec2-enoyl-acp"	"Hexadecanoyl-acp"	"trans-Hexadec2-enoyl-acp = Hexadecanoyl-acp"
"STATE_TRANSITION"	"re378"	NA	TRUE	FALSE	"s8497"	"s8498"	"3-Oxooctadecanoyl-acp"	"(R)-3-Hydroxy-octadecanoyl-acp"	"3-Oxooctadecanoyl-acp = (R)-3-Hydroxy-octadecanoyl-acp"
"STATE_TRANSITION"	"re379"	NA	TRUE	FALSE	"s8498"	"s8499"	"(R)-3-Hydroxy-octadecanoyl-acp"	"trans-Octadec2-enoyl-acp"	"(R)-3-Hydroxy-octadecanoyl-acp = trans-Octadec2-enoyl-acp"
"STATE_TRANSITION"	"re380"	NA	TRUE	FALSE	"s8499"	"s8475"	"trans-Octadec2-enoyl-acp"	"Octadecanoyl-acp"	"trans-Octadec2-enoyl-acp = Octadecanoyl-acp"
"STATE_TRANSITION"	"re381"	NA	FALSE	FALSE	"s8471,s8467"	"s8472"	"Butyryl-acp;Malonyl-acp"	"3-Oxohexanyl-acp"	"Butyryl-acp + Malonyl-acp = 3-Oxohexanyl-acp"
"STATE_TRANSITION"	"re382"	NA	FALSE	FALSE	"s8484,s8467"	"s8477"	"Hexanoyl-acp;Malonyl-acp"	"3-Oxooctanoyl-acp"	"Hexanoyl-acp + Malonyl-acp = 3-Oxooctanoyl-acp"
"STATE_TRANSITION"	"re383"	NA	FALSE	FALSE	"s8479,s8467"	"s8480"	"Octanoyl-acp;Malonyl-acp"	"3-Oxodecanoyl-acp"	"Octanoyl-acp + Malonyl-acp = 3-Oxodecanoyl-acp"
"STATE_TRANSITION"	"re384"	NA	FALSE	FALSE	"s8483,s8467"	"s8485"	"Decanoyl-acp;Malonyl-acp"	"3-Oxododecanoyl-acp"	"Decanoyl-acp + Malonyl-acp = 3-Oxododecanoyl-acp"
"STATE_TRANSITION"	"re385"	NA	FALSE	FALSE	"s8488,s8467"	"s8489"	"Dodecanoyl-acp;Malonyl-acp"	"3-Oxotetradecanoyl-acp"	"Dodecanoyl-acp + Malonyl-acp = 3-Oxotetradecanoyl-acp"
"STATE_TRANSITION"	"re386"	NA	FALSE	FALSE	"s8492,s8467"	"s8493"	"Tetradecanoyl-acp;Malonyl-acp"	"3-Oxohexadecanoyl-acp"	"Tetradecanoyl-acp + Malonyl-acp = 3-Oxohexadecanoyl-acp"
"STATE_TRANSITION"	"re387"	NA	FALSE	FALSE	"s8496,s8467"	"s8497"	"Hexadecanoyl-acp;Malonyl-acp"	"3-Oxooctadecanoyl-acp"	"Hexadecanoyl-acp + Malonyl-acp = 3-Oxooctadecanoyl-acp"
"STATE_TRANSITION"	"re388"	NA	TRUE	FALSE	"s8500"	"s8501"	"Hexadecanoic acid"	"Hexadecanoyl-CoA"	"Hexadecanoic acid = Hexadecanoyl-CoA"
"STATE_TRANSITION"	"re389"	NA	FALSE	FALSE	"s8496"	"s8501"	"Hexadecanoyl-acp"	"Hexadecanoyl-CoA"	"Hexadecanoyl-acp = Hexadecanoyl-CoA"
"STATE_TRANSITION"	"re390"	NA	FALSE	FALSE	"s8496"	"s8500"	"Hexadecanoyl-acp"	"Hexadecanoic acid"	"Hexadecanoyl-acp = Hexadecanoic acid"
"STATE_TRANSITION"	"re391"	NA	FALSE	FALSE	"s22"	"s23"	"Hexa-decanoyl-CoA"	"trans-Hexadec-2-enoyl-CoA"	"Hexa-decanoyl-CoA = trans-Hexadec-2-enoyl-CoA"
"STATE_TRANSITION"	"re392"	NA	TRUE	FALSE	"s23"	"s24"	"trans-Hexadec-2-enoyl-CoA"	"(S)-3-Hydroxy-hexa-decanoyl-CoA"	"trans-Hexadec-2-enoyl-CoA = (S)-3-Hydroxy-hexa-decanoyl-CoA"
"STATE_TRANSITION"	"re393"	NA	TRUE	FALSE	"s24"	"s25"	"(S)-3-Hydroxy-hexa-decanoyl-CoA"	"3-Oxohexa-decanoyl-CoA"	"(S)-3-Hydroxy-hexa-decanoyl-CoA = 3-Oxohexa-decanoyl-CoA"
"STATE_TRANSITION"	"re394"	NA	FALSE	FALSE	"s26"	"s27"	"Tetra-decanoyl-CoA"	"trans-Tetradec-2-enoyl-CoA"	"Tetra-decanoyl-CoA = trans-Tetradec-2-enoyl-CoA"
"STATE_TRANSITION"	"re395"	NA	TRUE	FALSE	"s27"	"s28"	"trans-Tetradec-2-enoyl-CoA"	"(S)-3-Hydroxy-tetra-decanoyl-CoA"	"trans-Tetradec-2-enoyl-CoA = (S)-3-Hydroxy-tetra-decanoyl-CoA"
"STATE_TRANSITION"	"re396"	NA	TRUE	FALSE	"s28"	"s29"	"(S)-3-Hydroxy-tetra-decanoyl-CoA"	"3-Oxo-tetra-decanoyl-CoA"	"(S)-3-Hydroxy-tetra-decanoyl-CoA = 3-Oxo-tetra-decanoyl-CoA"
"STATE_TRANSITION"	"re397"	NA	FALSE	FALSE	"s8519"	"s30"	"Dodecanoyl-CoA"	"trans-Dodec-2-enoyl-CoA"	"Dodecanoyl-CoA = trans-Dodec-2-enoyl-CoA"
"STATE_TRANSITION"	"re398"	NA	TRUE	FALSE	"s30"	"s8517"	"trans-Dodec-2-enoyl-CoA"	"(S)-3-Hydroxy-dodecanoyl-CoA"	"trans-Dodec-2-enoyl-CoA = (S)-3-Hydroxy-dodecanoyl-CoA"
"STATE_TRANSITION"	"re399"	NA	TRUE	FALSE	"s8517"	"s31"	"(S)-3-Hydroxy-dodecanoyl-CoA"	"3-Oxo-dodecanoyl-CoA"	"(S)-3-Hydroxy-dodecanoyl-CoA = 3-Oxo-dodecanoyl-CoA"
"STATE_TRANSITION"	"re400"	NA	FALSE	FALSE	"s8515"	"s32"	"Decanoyl-CoA"	"trans-Dec-2-enoyl-CoA"	"Decanoyl-CoA = trans-Dec-2-enoyl-CoA"
"STATE_TRANSITION"	"re401"	NA	TRUE	FALSE	"s32"	"s8513"	"trans-Dec-2-enoyl-CoA"	"(S)-3-Hydroxy-decanoyl-CoA"	"trans-Dec-2-enoyl-CoA = (S)-3-Hydroxy-decanoyl-CoA"
"STATE_TRANSITION"	"re402"	NA	TRUE	FALSE	"s8513"	"s34"	"(S)-3-Hydroxy-decanoyl-CoA"	"3-Oxo-decanoyl-CoA"	"(S)-3-Hydroxy-decanoyl-CoA = 3-Oxo-decanoyl-CoA"
"STATE_TRANSITION"	"re403"	NA	FALSE	FALSE	"s8511"	"s35"	"Octanoyl-CoA"	"trans-Oct-2-enoyl-CoA"	"Octanoyl-CoA = trans-Oct-2-enoyl-CoA"
"STATE_TRANSITION"	"re404"	NA	TRUE	FALSE	"s35"	"s8509"	"trans-Oct-2-enoyl-CoA"	"(S)-3-Hydroxy-octanoyl-CoA"	"trans-Oct-2-enoyl-CoA = (S)-3-Hydroxy-octanoyl-CoA"
"STATE_TRANSITION"	"re405"	NA	TRUE	FALSE	"s8509"	"s36"	"(S)-3-Hydroxy-octanoyl-CoA"	"3-Oxo-octanoyl-CoA"	"(S)-3-Hydroxy-octanoyl-CoA = 3-Oxo-octanoyl-CoA"
"STATE_TRANSITION"	"re406"	NA	FALSE	FALSE	"s8507"	"s39"	"Hexanoyl-CoA"	"trans-Hex-2-enoyl-CoA"	"Hexanoyl-CoA = trans-Hex-2-enoyl-CoA"
"STATE_TRANSITION"	"re407"	NA	TRUE	FALSE	"s39"	"s8505"	"trans-Hex-2-enoyl-CoA"	"(S)-3-Hydroxy-hexanoyl-CoA"	"trans-Hex-2-enoyl-CoA = (S)-3-Hydroxy-hexanoyl-CoA"
