"rxnID"	"name"	"specie"	"id"	"type"	"MetaID"	"note"
"r_2224"	"ATP[c]"	"s1"	"sa598"	"reactant"	"CDMT0000598"	""
"r_2224"	"H2O[c]"	"s3"	"sa599"	"reactant"	"CDMT0000599"	""
"r_2224"	"oleoyl-CoA[c]"	"s298"	"sa600"	"reactant"	"CDMT0000600"	"base"
"r_2224"	"ADP[c]"	"s4"	"sa601"	"product"	"CDMT0000601"	""
"r_2224"	"H+[c]"	"s6"	"sa602"	"product"	"CDMT0000602"	""
"r_2224"	"oleoyl-CoA[p]"	"s299"	"sa603"	"product"	"CDMT0000603"	"base"
"r_2224"	"phosphate[c]"	"s7"	"sa604"	"product"	"CDMT0000604"	""
"r_2225"	"ATP[c]"	"s1"	"sa605"	"reactant"	"CDMT0000605"	""
"r_2225"	"H2O[c]"	"s3"	"sa606"	"reactant"	"CDMT0000606"	""
"r_2225"	"icosanoyl-CoA[c]"	"s300"	"sa607"	"reactant"	"CDMT0000607"	"base"
"r_2225"	"ADP[c]"	"s4"	"sa608"	"product"	"CDMT0000608"	""
"r_2225"	"H+[c]"	"s6"	"sa609"	"product"	"CDMT0000609"	""
"r_2225"	"phosphate[c]"	"s7"	"sa610"	"product"	"CDMT0000610"	""
"r_2225"	"icosanoyl-CoA[p]"	"s301"	"sa611"	"product"	"CDMT0000611"	"base"
"r_2226"	"ATP[c]"	"s1"	"sa612"	"reactant"	"CDMT0000612"	""
"r_2226"	"H2O[c]"	"s3"	"sa613"	"reactant"	"CDMT0000613"	""
"r_2226"	"docosanoyl-CoA[c]"	"s302"	"sa614"	"reactant"	"CDMT0000614"	"base"
"r_2226"	"ADP[c]"	"s4"	"sa615"	"product"	"CDMT0000615"	""
"r_2226"	"H+[c]"	"s6"	"sa616"	"product"	"CDMT0000616"	""
"r_2226"	"phosphate[c]"	"s7"	"sa617"	"product"	"CDMT0000617"	""
"r_2226"	"docosanoyl-CoA[p]"	"s303"	"sa618"	"product"	"CDMT0000618"	"base"
"r_2227"	"ATP[c]"	"s1"	"sa619"	"reactant"	"CDMT0000619"	""
"r_2227"	"H2O[c]"	"s3"	"sa620"	"reactant"	"CDMT0000620"	""
"r_2227"	"tetracosanoyl-CoA[c]"	"s304"	"sa621"	"reactant"	"CDMT0000621"	"base"
"r_2227"	"ADP[c]"	"s4"	"sa622"	"product"	"CDMT0000622"	""
"r_2227"	"H+[c]"	"s6"	"sa623"	"product"	"CDMT0000623"	""
"r_2227"	"phosphate[c]"	"s7"	"sa624"	"product"	"CDMT0000624"	""
"r_2227"	"tetracosanoyl-CoA[p]"	"s305"	"sa625"	"product"	"CDMT0000625"	"base"
"r_2228"	"ATP[c]"	"s1"	"sa626"	"reactant"	"CDMT0000626"	""
"r_2228"	"H2O[c]"	"s3"	"sa627"	"reactant"	"CDMT0000627"	""
"r_2228"	"hexacosanoyl-CoA[c]"	"s306"	"sa628"	"reactant"	"CDMT0000628"	"base"
"r_2228"	"ADP[c]"	"s4"	"sa629"	"product"	"CDMT0000629"	""
"r_2228"	"H+[c]"	"s6"	"sa630"	"product"	"CDMT0000630"	""
"r_2228"	"hexacosanoyl-CoA[p]"	"s307"	"sa631"	"product"	"CDMT0000631"	"base"
"r_2228"	"phosphate[c]"	"s7"	"sa632"	"product"	"CDMT0000632"	""
"r_1543"	"(1->3)-beta-D-glucan[ce]"	"s308"	"sa633"	"reactant"	"CDMT0000633"	""
"r_1543"	"(1->3)-beta-D-glucan[c]"	"s309"	"sa634"	"product"	"CDMT0000634"	""
"r_1560"	"myo-inositol 1,3,4,5,6-pentakisphosphate[c]"	"s310"	"sa635"	"reactant"	"CDMT0000635"	""
"r_1560"	"myo-inositol 1,3,4,5,6-pentakisphosphate[n]"	"s311"	"sa636"	"product"	"CDMT0000636"	""
"r_1562"	"1D-myo-inositol 1-phosphate[er]"	"s312"	"sa637"	"reactant"	"CDMT0000637"	""
"r_1562"	"1D-myo-inositol 1-phosphate[c]"	"s313"	"sa638"	"product"	"CDMT0000638"	""
"r_1567"	"7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c]"	"s314"	"sa639"	"reactant"	"CDMT0000639"	""
"r_1567"	"7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m]"	"s315"	"sa640"	"product"	"CDMT0000640"	""
"r_1568"	"2-dehydropantoate[c]"	"s316"	"sa641"	"reactant"	"CDMT0000641"	""
"r_1568"	"2-dehydropantoate[m]"	"s317"	"sa642"	"product"	"CDMT0000642"	""
"r_1573"	"2-isopropylmalate[c]"	"s318"	"sa643"	"reactant"	"CDMT0000643"	""
"r_1573"	"2-isopropylmalate[e]"	"s319"	"sa644"	"product"	"CDMT0000644"	""
"r_1574"	"2-isopropylmalate[c]"	"s318"	"sa645"	"reactant"	"CDMT0000645"	""
"r_1574"	"2-isopropylmalate[m]"	"s320"	"sa646"	"product"	"CDMT0000646"	""
"r_1575"	"2-methylbutanol[c]"	"s321"	"sa647"	"reactant"	"CDMT0000647"	""
"r_1575"	"2-methylbutanol[e]"	"s322"	"sa648"	"product"	"CDMT0000648"	""
"r_1576"	"2-methylbutanol[c]"	"s321"	"sa649"	"reactant"	"CDMT0000649"	""
"r_1576"	"2-methylbutanol[m]"	"s323"	"sa650"	"product"	"CDMT0000650"	""
"r_1578"	"2-methylbutanal[c]"	"s324"	"sa651"	"reactant"	"CDMT0000651"	""
"r_1578"	"2-methylbutanal[e]"	"s325"	"sa652"	"product"	"CDMT0000652"	""
"r_1579"	"2-methylbutanal[c]"	"s324"	"sa653"	"reactant"	"CDMT0000653"	""
"r_1579"	"2-methylbutanal[m]"	"s326"	"sa654"	"product"	"CDMT0000654"	""
"r_1582"	"isobutyraldehyde[c]"	"s327"	"sa655"	"reactant"	"CDMT0000655"	""
"r_1582"	"isobutyraldehyde[e]"	"s328"	"sa656"	"product"	"CDMT0000656"	""
"r_1583"	"isobutyraldehyde[c]"	"s327"	"sa657"	"reactant"	"CDMT0000657"	""
"r_1583"	"isobutyraldehyde[m]"	"s329"	"sa658"	"product"	"CDMT0000658"	""
"r_1585"	"2-oxobutanoate[c]"	"s330"	"sa659"	"reactant"	"CDMT0000659"	""
"r_1585"	"2-oxobutanoate[m]"	"s331"	"sa660"	"product"	"CDMT0000660"	""
"r_1587"	"2-oxoglutarate[c]"	"s17"	"sa661"	"reactant"	"CDMT0000661"	""
"r_1587"	"2-oxoglutarate[n]"	"s332"	"sa662"	"product"	"CDMT0000662"	""
"r_1588"	"2-oxoglutarate[e]"	"s333"	"sa663"	"reactant"	"CDMT0000663"	""
"r_1588"	"2-oxoglutarate[c]"	"s17"	"sa664"	"product"	"CDMT0000664"	""
"r_1590"	"2-phenylethanol[e]"	"s334"	"sa665"	"reactant"	"CDMT0000665"	""
"r_1590"	"2-phenylethanol[c]"	"s335"	"sa666"	"product"	"CDMT0000666"	""
"r_1591"	"2-phenylethanol[m]"	"s336"	"sa667"	"reactant"	"CDMT0000667"	""
"r_1591"	"2-phenylethanol[c]"	"s335"	"sa668"	"product"	"CDMT0000668"	""
"r_1595"	"(2S)-2-isopropyl-3-oxosuccinate[c]"	"s337"	"sa669"	"reactant"	"CDMT0000669"	""
"r_1595"	"(2S)-2-isopropyl-3-oxosuccinate[m]"	"s338"	"sa670"	"product"	"CDMT0000670"	""
"r_1596"	"(S)-3-methyl-2-oxopentanoate[c]"	"s339"	"sa671"	"reactant"	"CDMT0000671"	""
"r_1596"	"(S)-3-methyl-2-oxopentanoate[m]"	"s340"	"sa672"	"product"	"CDMT0000672"	""
"r_1597"	"(S)-3-methyl-2-oxopentanoate[e]"	"s341"	"sa673"	"reactant"	"CDMT0000673"	""
"r_1597"	"(S)-3-methyl-2-oxopentanoate[c]"	"s339"	"sa674"	"product"	"CDMT0000674"	""
"r_1599"	"3-methylbutanal[c]"	"s342"	"sa675"	"reactant"	"CDMT0000675"	""
"r_1599"	"3-methylbutanal[e]"	"s343"	"sa676"	"product"	"CDMT0000676"	""
"r_1600"	"3-methylbutanal[c]"	"s342"	"sa677"	"reactant"	"CDMT0000677"	""
"r_1600"	"3-methylbutanal[m]"	"s344"	"sa678"	"product"	"CDMT0000678"	""
"r_1601"	"3-hexaprenyl-4-hydroxybenzoic acid[c]"	"s345"	"sa679"	"reactant"	"CDMT0000679"	""
"r_1601"	"3-hexaprenyl-4-hydroxybenzoic acid[m]"	"s346"	"sa680"	"product"	"CDMT0000680"	""
"r_1605"	"4-aminobenzoate[c]"	"s347"	"sa681"	"reactant"	"CDMT0000681"	""
"r_1605"	"4-aminobenzoate[e]"	"s348"	"sa682"	"product"	"CDMT0000682"	""
"r_1606"	"4-aminobenzoate[c]"	"s347"	"sa683"	"reactant"	"CDMT0000683"	""
"r_1606"	"4-aminobenzoate[m]"	"s349"	"sa684"	"product"	"CDMT0000684"	""
"r_1607"	"4-aminobutanal[c]"	"s350"	"sa685"	"reactant"	"CDMT0000685"	""
"r_1607"	"4-aminobutanal[m]"	"s351"	"sa686"	"product"	"CDMT0000686"	""
"r_1608"	"gamma-aminobutyrate[c]"	"s24"	"sa687"	"reactant"	"CDMT0000687"	""
"r_1608"	"gamma-aminobutyrate[m]"	"s352"	"sa688"	"product"	"CDMT0000688"	""
"r_1609"	"4-hydroxy-2-oxoglutarate[c]"	"s353"	"sa689"	"reactant"	"CDMT0000689"	""
"r_1609"	"4-hydroxy-2-oxoglutarate[m]"	"s354"	"sa690"	"product"	"CDMT0000690"	""
"r_1610"	"4-hydroxy-2-oxoglutarate[c]"	"s353"	"sa691"	"reactant"	"CDMT0000691"	""
"r_1610"	"4-hydroxy-2-oxoglutarate[p]"	"s355"	"sa692"	"product"	"CDMT0000692"	""
"r_1611"	"4-hydroxybenzoate[c]"	"s356"	"sa693"	"reactant"	"CDMT0000693"	""
"r_1611"	"4-hydroxybenzoate[m]"	"s357"	"sa694"	"product"	"CDMT0000694"	""
"r_1622"	"5-aminolevulinate[c]"	"s26"	"sa695"	"reactant"	"CDMT0000695"	""
"r_1622"	"5-aminolevulinate[m]"	"s358"	"sa696"	"product"	"CDMT0000696"	""
"r_1628"	"7,8-diaminononanoate[e]"	"s359"	"sa697"	"reactant"	"CDMT0000697"	""
"r_1628"	"7,8-diaminononanoate[c]"	"s360"	"sa698"	"product"	"CDMT0000698"	""
"r_1632"	"acetaldehyde[m]"	"s361"	"sa699"	"reactant"	"CDMT0000699"	""
"r_1632"	"acetaldehyde[c]"	"s362"	"sa700"	"product"	"CDMT0000700"	""
"r_1633"	"acetaldehyde[e]"	"s363"	"sa701"	"reactant"	"CDMT0000701"	""
"r_1633"	"acetaldehyde[c]"	"s362"	"sa702"	"product"	"CDMT0000702"	""
"r_1635"	"acetate[c]"	"s31"	"sa703"	"reactant"	"CDMT0000703"	""
"r_1635"	"acetate[n]"	"s364"	"sa704"	"product"	"CDMT0000704"	""
"r_1637"	"acetyl-CoA[c]"	"s365"	"sa705"	"reactant"	"CDMT0000705"	""
"r_1637"	"acetyl-CoA[n]"	"s366"	"sa706"	"product"	"CDMT0000706"	""
"r_1638"	"O-acetylcarnitine[p]"	"s367"	"sa707"	"reactant"	"CDMT0000707"	""
"r_1638"	"O-acetylcarnitine[c]"	"s61"	"sa708"	"product"	"CDMT0000708"	""
"r_1640"	"adenine[c]"	"s36"	"sa709"	"reactant"	"CDMT0000709"	""
"r_1640"	"adenine[m]"	"s368"	"sa710"	"product"	"CDMT0000710"	""
"r_1642"	"adenosine 3',5'-bismonophosphate[c]"	"s369"	"sa711"	"reactant"	"CDMT0000711"	""
"r_1642"	"adenosine 3',5'-bismonophosphate[m]"	"s370"	"sa712"	"product"	"CDMT0000712"	""
"r_1644"	"ADP[c]"	"s4"	"sa713"	"reactant"	"CDMT0000713"	""
"r_1644"	"ADP[n]"	"s371"	"sa714"	"product"	"CDMT0000714"	""
"r_1645"	"ADP[c]"	"s4"	"sa715"	"reactant"	"CDMT0000715"	""
"r_1645"	"ADP[er]"	"s372"	"sa716"	"product"	"CDMT0000716"	""
"r_1647"	"2-oxoglutarate[c]"	"s17"	"sa717"	"reactant"	"CDMT0000717"	""
"r_1647"	"2-oxoglutarate[p]"	"s373"	"sa718"	"product"	"CDMT0000718"	""
"r_1652"	"(S)-malate[e]"	"s374"	"sa719"	"reactant"	"CDMT0000719"	""
"r_1652"	"2-oxoglutarate[c]"	"s17"	"sa720"	"reactant"	"CDMT0000720"	""
"r_1652"	"(S)-malate[c]"	"s75"	"sa721"	"product"	"CDMT0000721"	""
"r_1652"	"2-oxoglutarate[e]"	"s333"	"sa722"	"product"	"CDMT0000722"	""
"r_1656"	"AMP[n]"	"s375"	"sa723"	"reactant"	"CDMT0000723"	""
"r_1656"	"AMP[c]"	"s53"	"sa724"	"product"	"CDMT0000724"	""
"r_1658"	"L-asparagine[c]"	"s157"	"sa725"	"reactant"	"CDMT0000725"	""
"r_1658"	"L-asparagine[m]"	"s376"	"sa726"	"product"	"CDMT0000726"	""
"r_1659"	"L-aspartate[c]"	"s56"	"sa727"	"reactant"	"CDMT0000727"	""
"r_1659"	"L-glutamate[p]"	"s377"	"sa728"	"reactant"	"CDMT0000728"	""
"r_1659"	"L-aspartate[p]"	"s378"	"sa729"	"product"	"CDMT0000729"	""
"r_1659"	"L-glutamate[c]"	"s55"	"sa730"	"product"	"CDMT0000730"	""
"r_1660"	"ATP[c]"	"s1"	"sa731"	"reactant"	"CDMT0000731"	""
"r_1660"	"ATP[n]"	"s379"	"sa732"	"product"	"CDMT0000732"	""
"r_1661"	"ATP[c]"	"s1"	"sa733"	"reactant"	"CDMT0000733"	""
"r_1661"	"ATP[er]"	"s380"	"sa734"	"product"	"CDMT0000734"	""
"r_1669"	"bicarbonate[c]"	"s381"	"sa735"	"reactant"	"CDMT0000735"	""
"r_1669"	"bicarbonate[n]"	"s382"	"sa736"	"product"	"CDMT0000736"	""
"r_1673"	"(R)-carnitine[c]"	"s62"	"sa737"	"reactant"	"CDMT0000737"	""
"r_1673"	"(R)-carnitine[p]"	"s383"	"sa738"	"product"	"CDMT0000738"	""
"r_1674"	"(R)-carnitine[c]"	"s62"	"sa739"	"reactant"	"CDMT0000739"	""
"r_1674"	"O-acetylcarnitine[p]"	"s367"	"sa740"	"reactant"	"CDMT0000740"	""
"r_1674"	"(R)-carnitine[p]"	"s383"	"sa741"	"product"	"CDMT0000741"	""
"r_1674"	"O-acetylcarnitine[c]"	"s61"	"sa742"	"product"	"CDMT0000742"	""
"r_1675"	"CDP[c]"	"s384"	"sa743"	"reactant"	"CDMT0000743"	""
"r_1675"	"CDP[n]"	"s385"	"sa744"	"product"	"CDMT0000744"	""
"r_1676"	"ceramide-1 (C24)[g]"	"s386"	"sa745"	"reactant"	"CDMT0000745"	""
"r_1676"	"ceramide-1 (C24)[er]"	"s387"	"sa746"	"product"	"CDMT0000746"	""
"r_1677"	"ceramide-2 (C24)[g]"	"s388"	"sa747"	"reactant"	"CDMT0000747"	""
"r_1677"	"ceramide-2 (C24)[er]"	"s389"	"sa748"	"product"	"CDMT0000748"	""
"r_1678"	"ceramide-4 (C24)[g]"	"s390"	"sa749"	"reactant"	"CDMT0000749"	""
"r_1678"	"ceramide-4 (C24)[er]"	"s391"	"sa750"	"product"	"CDMT0000750"	""
"r_1679"	"ceramide-1 (C26)[g]"	"s392"	"sa751"	"reactant"	"CDMT0000751"	""
"r_1679"	"ceramide-1 (C26)[er]"	"s393"	"sa752"	"product"	"CDMT0000752"	""
"r_1680"	"ceramide-2 (C26)[g]"	"s394"	"sa753"	"reactant"	"CDMT0000753"	""
"r_1680"	"ceramide-2 (C26)[er]"	"s395"	"sa754"	"product"	"CDMT0000754"	""
"r_1681"	"ceramide-4 (C26)[g]"	"s396"	"sa755"	"reactant"	"CDMT0000755"	""
"r_1681"	"ceramide-4 (C26)[er]"	"s397"	"sa756"	"product"	"CDMT0000756"	""
"r_1684"	"choline[ce]"	"s398"	"sa757"	"reactant"	"CDMT0000757"	""
"r_1684"	"choline[c]"	"s73"	"sa758"	"product"	"CDMT0000758"	""
"r_1686"	"citrate[e]"	"s399"	"sa759"	"reactant"	"CDMT0000759"	""
"r_1686"	"citrate[c]"	"s45"	"sa760"	"product"	"CDMT0000760"	""
"r_1688"	"citrate[c]"	"s45"	"sa761"	"reactant"	"CDMT0000761"	""
"r_1688"	"isocitrate[p]"	"s400"	"sa762"	"reactant"	"CDMT0000762"	""
"r_1688"	"citrate[p]"	"s401"	"sa763"	"product"	"CDMT0000763"	""
"r_1688"	"isocitrate[c]"	"s79"	"sa764"	"product"	"CDMT0000764"	""
"r_1689"	"(S)-malate[c]"	"s75"	"sa765"	"reactant"	"CDMT0000765"	""
"r_1689"	"citrate[p]"	"s401"	"sa766"	"reactant"	"CDMT0000766"	""
"r_1689"	"(S)-malate[p]"	"s402"	"sa767"	"product"	"CDMT0000767"	""
"r_1689"	"citrate[c]"	"s45"	"sa768"	"product"	"CDMT0000768"	""
"r_1691"	"carbon dioxide[c]"	"s403"	"sa769"	"reactant"	"CDMT0000769"	""
"r_1691"	"carbon dioxide[er]"	"s404"	"sa770"	"product"	"CDMT0000770"	""
"r_1694"	"carbon dioxide[n]"	"s405"	"sa771"	"reactant"	"CDMT0000771"	""
"r_1694"	"carbon dioxide[c]"	"s403"	"sa772"	"product"	"CDMT0000772"	""
"r_1695"	"carbon dioxide[c]"	"s403"	"sa773"	"reactant"	"CDMT0000773"	""
"r_1695"	"carbon dioxide[p]"	"s406"	"sa774"	"product"	"CDMT0000774"	""
"r_1696"	"carbon dioxide[c]"	"s403"	"sa775"	"reactant"	"CDMT0000775"	""
"r_1696"	"carbon dioxide[m]"	"s407"	"sa776"	"product"	"CDMT0000776"	""
"r_1697"	"carbon dioxide[c]"	"s403"	"sa777"	"reactant"	"CDMT0000777"	""
"r_1697"	"carbon dioxide[e]"	"s408"	"sa778"	"product"	"CDMT0000778"	""
"r_1698"	"coenzyme A[c]"	"s80"	"sa779"	"reactant"	"CDMT0000779"	""
"r_1698"	"coenzyme A[er]"	"s409"	"sa780"	"product"	"CDMT0000780"	""
"r_1699"	"coenzyme A[c]"	"s80"	"sa781"	"reactant"	"CDMT0000781"	""
"r_1699"	"coenzyme A[n]"	"s410"	"sa782"	"product"	"CDMT0000782"	""
"r_1700"	"coenzyme A[p]"	"s411"	"sa783"	"reactant"	"CDMT0000783"	""
"r_1700"	"coenzyme A[c]"	"s80"	"sa784"	"product"	"CDMT0000784"	""
"r_1701"	"complex sphingolipid[g]"	"s412"	"sa785"	"reactant"	"CDMT0000785"	""
"r_1701"	"complex sphingolipid[c]"	"s413"	"sa786"	"product"	"CDMT0000786"	""
"r_1707"	"D-arabinose[e]"	"s414"	"sa787"	"reactant"	"CDMT0000787"	""
"r_1707"	"D-arabinose[c]"	"s415"	"sa788"	"product"	"CDMT0000788"	""
"r_1708"	"D-erythrose 4-phosphate[c]"	"s416"	"sa789"	"reactant"	"CDMT0000789"	""
"r_1708"	"D-erythrose 4-phosphate[m]"	"s417"	"sa790"	"product"	"CDMT0000790"	""
"r_1713"	"alpha-D-glucosamine 6-phosphate[e]"	"s418"	"sa791"	"reactant"	"CDMT0000791"	""
"r_1713"	"alpha-D-glucosamine 6-phosphate[c]"	"s419"	"sa792"	"product"	"CDMT0000792"	""
"r_1717"	"D-glucitol[e]"	"s420"	"sa793"	"reactant"	"CDMT0000793"	""
"r_1717"	"D-glucitol[c]"	"s421"	"sa794"	"product"	"CDMT0000794"	""
"r_1719"	"D-xylose[e]"	"s422"	"sa795"	"reactant"	"CDMT0000795"	""
"r_1719"	"D-xylose[c]"	"s423"	"sa796"	"product"	"CDMT0000796"	""
"r_1720"	"dADP[c]"	"s424"	"sa797"	"reactant"	"CDMT0000797"	""
"r_1720"	"dADP[n]"	"s425"	"sa798"	"product"	"CDMT0000798"	""
"r_1721"	"dCDP[c]"	"s426"	"sa799"	"reactant"	"CDMT0000799"	""
"r_1721"	"dCDP[n]"	"s427"	"sa800"	"product"	"CDMT0000800"	""
"r_1726"	"deamido-NAD(+)[c]"	"s428"	"sa801"	"reactant"	"CDMT0000801"	""
"r_1726"	"deamido-NAD(+)[n]"	"s429"	"sa802"	"product"	"CDMT0000802"	""
"r_1728"	"2'-deoxyadenosine[e]"	"s430"	"sa803"	"reactant"	"CDMT0000803"	""
"r_1728"	"2'-deoxyadenosine[c]"	"s431"	"sa804"	"product"	"CDMT0000804"	""
"r_1731"	"deoxycytidine[e]"	"s432"	"sa805"	"reactant"	"CDMT0000805"	""
"r_1731"	"deoxycytidine[c]"	"s433"	"sa806"	"product"	"CDMT0000806"	""
"r_1732"	"2'-deoxyguanosine[e]"	"s434"	"sa807"	"reactant"	"CDMT0000807"	""
"r_1732"	"2'-deoxyguanosine[c]"	"s435"	"sa808"	"product"	"CDMT0000808"	""
"r_1733"	"2'-deoxyinosine[e]"	"s436"	"sa809"	"reactant"	"CDMT0000809"	""
"r_1733"	"2'-deoxyinosine[c]"	"s437"	"sa810"	"product"	"CDMT0000810"	""
"r_1735"	"2'-deoxyuridine[e]"	"s438"	"sa811"	"reactant"	"CDMT0000811"	""
"r_1735"	"2'-deoxyuridine[c]"	"s439"	"sa812"	"product"	"CDMT0000812"	""
"r_1737"	"dGDP[c]"	"s440"	"sa813"	"reactant"	"CDMT0000813"	""
"r_1737"	"dGDP[n]"	"s441"	"sa814"	"product"	"CDMT0000814"	""
"r_1738"	"7,8-dihydroneopterin[c]"	"s442"	"sa815"	"reactant"	"CDMT0000815"	""
"r_1738"	"7,8-dihydroneopterin[m]"	"s443"	"sa816"	"product"	"CDMT0000816"	""
"r_1743"	"dihydrofolic acid[c]"	"s444"	"sa817"	"reactant"	"CDMT0000817"	""
"r_1743"	"dihydrofolic acid[m]"	"s445"	"sa818"	"product"	"CDMT0000818"	""
"r_1745"	"7,8-dihydropteroate[c]"	"s446"	"sa819"	"reactant"	"CDMT0000819"	""
"r_1745"	"7,8-dihydropteroate[m]"	"s447"	"sa820"	"product"	"CDMT0000820"	""
"r_1746"	"dihydroxyacetone phosphate[m]"	"s448"	"sa821"	"reactant"	"CDMT0000821"	""
"r_1746"	"dihydroxyacetone phosphate[c]"	"s449"	"sa822"	"product"	"CDMT0000822"	""
"r_1747"	"diphosphate[c]"	"s450"	"sa823"	"reactant"	"CDMT0000823"	""
"r_1747"	"diphosphate[p]"	"s451"	"sa824"	"product"	"CDMT0000824"	""
"r_1748"	"dolichyl phosphate[c]"	"s452"	"sa825"	"reactant"	"CDMT0000825"	""
"r_1748"	"dolichyl phosphate[er]"	"s453"	"sa826"	"product"	"CDMT0000826"	""
"r_1750"	"dTTP[e]"	"s454"	"sa827"	"reactant"	"CDMT0000827"	""
"r_1750"	"dTTP[c]"	"s455"	"sa828"	"product"	"CDMT0000828"	""
"r_1751"	"dUDP[c]"	"s456"	"sa829"	"reactant"	"CDMT0000829"	""
"r_1751"	"dUDP[n]"	"s457"	"sa830"	"product"	"CDMT0000830"	""
"r_1752"	"dUMP[c]"	"s458"	"sa831"	"reactant"	"CDMT0000831"	""
"r_1752"	"dUMP[n]"	"s459"	"sa832"	"product"	"CDMT0000832"	""
"r_1754"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[c]"	"s460"	"sa833"	"reactant"	"CDMT0000833"	""
"r_1754"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[er]"	"s461"	"sa834"	"product"	"CDMT0000834"	""
"r_1758"	"ergosterol[er]"	"s462"	"sa835"	"reactant"	"CDMT0000835"	""
"r_1758"	"ergosterol[c]"	"s105"	"sa836"	"product"	"CDMT0000836"	""
"r_1759"	"ergosterol[c]"	"s105"	"sa837"	"reactant"	"CDMT0000837"	""
"r_1759"	"ergosterol[lp]"	"s463"	"sa838"	"product"	"CDMT0000838"	""
"r_1760"	"ergosterol[c]"	"s105"	"sa839"	"reactant"	"CDMT0000839"	""
"r_1760"	"ergosterol[ce]"	"s106"	"sa840"	"product"	"CDMT0000840"	""
"r_1762"	"ethanol[c]"	"s464"	"sa841"	"reactant"	"CDMT0000841"	""
"r_1762"	"ethanol[e]"	"s465"	"sa842"	"product"	"CDMT0000842"	""
"r_1763"	"ethanol[c]"	"s464"	"sa843"	"reactant"	"CDMT0000843"	""
"r_1763"	"ethanol[m]"	"s466"	"sa844"	"product"	"CDMT0000844"	""
"r_1766"	"farnesyl diphosphate[c]"	"s467"	"sa845"	"reactant"	"CDMT0000845"	""
"r_1766"	"farnesyl diphosphate[m]"	"s468"	"sa846"	"product"	"CDMT0000846"	""
"r_1770"	"decanoate[c]"	"s469"	"sa847"	"reactant"	"CDMT0000847"	""
"r_1770"	"decanoate[p]"	"s470"	"sa848"	"product"	"CDMT0000848"	""
"r_1771"	"laurate[c]"	"s471"	"sa849"	"reactant"	"CDMT0000849"	""
"r_1771"	"laurate[p]"	"s472"	"sa850"	"product"	"CDMT0000850"	""
"r_1772"	"myristate[c]"	"s473"	"sa851"	"reactant"	"CDMT0000851"	""
"r_1772"	"myristate[p]"	"s474"	"sa852"	"product"	"CDMT0000852"	""
"r_1774"	"palmitate[c]"	"s475"	"sa853"	"reactant"	"CDMT0000853"	""
"r_1774"	"palmitate[p]"	"s476"	"sa854"	"product"	"CDMT0000854"	""
"r_1775"	"palmitoleate[c]"	"s477"	"sa855"	"reactant"	"CDMT0000855"	""
"r_1775"	"palmitoleate[p]"	"s478"	"sa856"	"product"	"CDMT0000856"	""
"r_1776"	"octanoate[c]"	"s479"	"sa857"	"reactant"	"CDMT0000857"	""
"r_1776"	"octanoate[p]"	"s480"	"sa858"	"product"	"CDMT0000858"	""
"r_1777"	"myristate[e]"	"s481"	"sa859"	"reactant"	"CDMT0000859"	""
"r_1777"	"myristate[c]"	"s473"	"sa860"	"product"	"CDMT0000860"	""
"r_1794"	"formate[m]"	"s482"	"sa861"	"reactant"	"CDMT0000861"	""
"r_1794"	"formate[c]"	"s483"	"sa862"	"product"	"CDMT0000862"	""
"r_1795"	"formate[e]"	"s484"	"sa863"	"reactant"	"CDMT0000863"	""
"r_1795"	"formate[c]"	"s483"	"sa864"	"product"	"CDMT0000864"	""
"r_1796"	"fumarate[e]"	"s485"	"sa865"	"reactant"	"CDMT0000865"	""
"r_1796"	"fumarate[c]"	"s257"	"sa866"	"product"	"CDMT0000866"	""
"r_1801"	"GDP[g]"	"s486"	"sa867"	"reactant"	"CDMT0000867"	""
"r_1801"	"GDP[c]"	"s135"	"sa868"	"product"	"CDMT0000868"	""
"r_1802"	"GDP[c]"	"s135"	"sa869"	"reactant"	"CDMT0000869"	""
"r_1802"	"GDP[n]"	"s487"	"sa870"	"product"	"CDMT0000870"	""
"r_1803"	"GDP-alpha-D-mannose[c]"	"s116"	"sa871"	"reactant"	"CDMT0000871"	""
"r_1803"	"GDP-alpha-D-mannose[g]"	"s118"	"sa872"	"product"	"CDMT0000872"	""
"r_1805"	"D-glucose[c]"	"s121"	"sa873"	"reactant"	"CDMT0000873"	""
"r_1805"	"D-glucose[v]"	"s488"	"sa874"	"product"	"CDMT0000874"	""
"r_1809"	"glycerol 3-phosphate[c]"	"s489"	"sa875"	"reactant"	"CDMT0000875"	""
"r_1809"	"glycerol 3-phosphate[m]"	"s490"	"sa876"	"product"	"CDMT0000876"	""
"r_1811"	"L-glycine[c]"	"s130"	"sa877"	"reactant"	"CDMT0000877"	""
"r_1811"	"L-glycine[m]"	"s491"	"sa878"	"product"	"CDMT0000878"	""
"r_1812"	"glycolaldehyde[c]"	"s492"	"sa879"	"reactant"	"CDMT0000879"	""
"r_1812"	"glycolaldehyde[m]"	"s493"	"sa880"	"product"	"CDMT0000880"	""
"r_1813"	"glycolaldehyde[e]"	"s494"	"sa881"	"reactant"	"CDMT0000881"	""
