"id"	"species"	"name"	"x"	"y"	"rxnID"	"type"	"MetaID"
"sa588"	"s6"	"H+[c]"	""	""	"r_2222"	"product"	"CDMT0000588"
"sa589"	"s7"	"phosphate[c]"	""	""	"r_2222"	"product"	"CDMT0000589"
"sa590"	"s295"	"palmitoleoyl-CoA(4<U+201A><U+00E0><U+00ED>)[p]"	""	""	"r_2222"	"product"	"CDMT0000590"
"sa591"	"s1"	"ATP[c]"	""	""	"r_2223"	"reactant"	"CDMT0000591"
"sa592"	"s3"	"H2O[c]"	""	""	"r_2223"	"reactant"	"CDMT0000592"
"sa593"	"s296"	"stearoyl-CoA[c]"	""	""	"r_2223"	"reactant"	"CDMT0000593"
"sa594"	"s4"	"ADP[c]"	""	""	"r_2223"	"product"	"CDMT0000594"
"sa595"	"s6"	"H+[c]"	""	""	"r_2223"	"product"	"CDMT0000595"
"sa596"	"s7"	"phosphate[c]"	""	""	"r_2223"	"product"	"CDMT0000596"
"sa597"	"s297"	"stearoyl-CoA[p]"	""	""	"r_2223"	"product"	"CDMT0000597"
"sa598"	"s1"	"ATP[c]"	""	""	"r_2224"	"reactant"	"CDMT0000598"
"sa599"	"s3"	"H2O[c]"	""	""	"r_2224"	"reactant"	"CDMT0000599"
"sa600"	"s298"	"oleoyl-CoA[c]"	""	""	"r_2224"	"reactant"	"CDMT0000600"
"sa601"	"s4"	"ADP[c]"	""	""	"r_2224"	"product"	"CDMT0000601"
"sa602"	"s6"	"H+[c]"	""	""	"r_2224"	"product"	"CDMT0000602"
"sa603"	"s299"	"oleoyl-CoA[p]"	""	""	"r_2224"	"product"	"CDMT0000603"
"sa604"	"s7"	"phosphate[c]"	""	""	"r_2224"	"product"	"CDMT0000604"
"sa605"	"s1"	"ATP[c]"	""	""	"r_2225"	"reactant"	"CDMT0000605"
"sa606"	"s3"	"H2O[c]"	""	""	"r_2225"	"reactant"	"CDMT0000606"
"sa607"	"s300"	"icosanoyl-CoA[c]"	""	""	"r_2225"	"reactant"	"CDMT0000607"
"sa608"	"s4"	"ADP[c]"	""	""	"r_2225"	"product"	"CDMT0000608"
"sa609"	"s6"	"H+[c]"	""	""	"r_2225"	"product"	"CDMT0000609"
"sa610"	"s7"	"phosphate[c]"	""	""	"r_2225"	"product"	"CDMT0000610"
"sa611"	"s301"	"icosanoyl-CoA[p]"	""	""	"r_2225"	"product"	"CDMT0000611"
"sa612"	"s1"	"ATP[c]"	""	""	"r_2226"	"reactant"	"CDMT0000612"
"sa613"	"s3"	"H2O[c]"	""	""	"r_2226"	"reactant"	"CDMT0000613"
"sa614"	"s302"	"docosanoyl-CoA[c]"	""	""	"r_2226"	"reactant"	"CDMT0000614"
"sa615"	"s4"	"ADP[c]"	""	""	"r_2226"	"product"	"CDMT0000615"
"sa616"	"s6"	"H+[c]"	""	""	"r_2226"	"product"	"CDMT0000616"
"sa617"	"s7"	"phosphate[c]"	""	""	"r_2226"	"product"	"CDMT0000617"
"sa618"	"s303"	"docosanoyl-CoA[p]"	""	""	"r_2226"	"product"	"CDMT0000618"
"sa619"	"s1"	"ATP[c]"	""	""	"r_2227"	"reactant"	"CDMT0000619"
"sa620"	"s3"	"H2O[c]"	""	""	"r_2227"	"reactant"	"CDMT0000620"
"sa621"	"s304"	"tetracosanoyl-CoA[c]"	""	""	"r_2227"	"reactant"	"CDMT0000621"
"sa622"	"s4"	"ADP[c]"	""	""	"r_2227"	"product"	"CDMT0000622"
"sa623"	"s6"	"H+[c]"	""	""	"r_2227"	"product"	"CDMT0000623"
"sa624"	"s7"	"phosphate[c]"	""	""	"r_2227"	"product"	"CDMT0000624"
"sa625"	"s305"	"tetracosanoyl-CoA[p]"	""	""	"r_2227"	"product"	"CDMT0000625"
"sa626"	"s1"	"ATP[c]"	""	""	"r_2228"	"reactant"	"CDMT0000626"
"sa627"	"s3"	"H2O[c]"	""	""	"r_2228"	"reactant"	"CDMT0000627"
"sa628"	"s306"	"hexacosanoyl-CoA[c]"	""	""	"r_2228"	"reactant"	"CDMT0000628"
"sa629"	"s4"	"ADP[c]"	""	""	"r_2228"	"product"	"CDMT0000629"
"sa630"	"s6"	"H+[c]"	""	""	"r_2228"	"product"	"CDMT0000630"
"sa631"	"s307"	"hexacosanoyl-CoA[p]"	""	""	"r_2228"	"product"	"CDMT0000631"
"sa632"	"s7"	"phosphate[c]"	""	""	"r_2228"	"product"	"CDMT0000632"
"sa633"	"s308"	"(1->3)-beta-D-glucan[ce]"	""	""	"r_1543"	"reactant"	"CDMT0000633"
"sa634"	"s309"	"(1->3)-beta-D-glucan[c]"	""	""	"r_1543"	"product"	"CDMT0000634"
"sa635"	"s310"	"myo-inositol 1,3,4,5,6-pentakisphosphate[c]"	""	""	"r_1560"	"reactant"	"CDMT0000635"
"sa636"	"s311"	"myo-inositol 1,3,4,5,6-pentakisphosphate[n]"	""	""	"r_1560"	"product"	"CDMT0000636"
"sa637"	"s312"	"1D-myo-inositol 1-phosphate[er]"	""	""	"r_1562"	"reactant"	"CDMT0000637"
"sa638"	"s313"	"1D-myo-inositol 1-phosphate[c]"	""	""	"r_1562"	"product"	"CDMT0000638"
"sa639"	"s314"	"7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[c]"	""	""	"r_1567"	"reactant"	"CDMT0000639"
"sa640"	"s315"	"7-phospho-2-dehydro-3-deoxy-D-arabino-heptonic acid[m]"	""	""	"r_1567"	"product"	"CDMT0000640"
"sa641"	"s316"	"2-dehydropantoate[c]"	""	""	"r_1568"	"reactant"	"CDMT0000641"
"sa642"	"s317"	"2-dehydropantoate[m]"	""	""	"r_1568"	"product"	"CDMT0000642"
"sa643"	"s318"	"2-isopropylmalate[c]"	""	""	"r_1573"	"reactant"	"CDMT0000643"
"sa644"	"s319"	"2-isopropylmalate[e]"	""	""	"r_1573"	"product"	"CDMT0000644"
"sa645"	"s318"	"2-isopropylmalate[c]"	""	""	"r_1574"	"reactant"	"CDMT0000645"
"sa646"	"s320"	"2-isopropylmalate[m]"	""	""	"r_1574"	"product"	"CDMT0000646"
"sa647"	"s321"	"2-methylbutanol[c]"	""	""	"r_1575"	"reactant"	"CDMT0000647"
"sa648"	"s322"	"2-methylbutanol[e]"	""	""	"r_1575"	"product"	"CDMT0000648"
"sa649"	"s321"	"2-methylbutanol[c]"	""	""	"r_1576"	"reactant"	"CDMT0000649"
"sa650"	"s323"	"2-methylbutanol[m]"	""	""	"r_1576"	"product"	"CDMT0000650"
"sa651"	"s324"	"2-methylbutanal[c]"	""	""	"r_1578"	"reactant"	"CDMT0000651"
"sa652"	"s325"	"2-methylbutanal[e]"	""	""	"r_1578"	"product"	"CDMT0000652"
"sa653"	"s324"	"2-methylbutanal[c]"	""	""	"r_1579"	"reactant"	"CDMT0000653"
"sa654"	"s326"	"2-methylbutanal[m]"	""	""	"r_1579"	"product"	"CDMT0000654"
"sa655"	"s327"	"isobutyraldehyde[c]"	""	""	"r_1582"	"reactant"	"CDMT0000655"
"sa656"	"s328"	"isobutyraldehyde[e]"	""	""	"r_1582"	"product"	"CDMT0000656"
"sa657"	"s327"	"isobutyraldehyde[c]"	""	""	"r_1583"	"reactant"	"CDMT0000657"
"sa658"	"s329"	"isobutyraldehyde[m]"	""	""	"r_1583"	"product"	"CDMT0000658"
"sa659"	"s330"	"2-oxobutanoate[c]"	""	""	"r_1585"	"reactant"	"CDMT0000659"
"sa660"	"s331"	"2-oxobutanoate[m]"	""	""	"r_1585"	"product"	"CDMT0000660"
"sa661"	"s17"	"2-oxoglutarate[c]"	""	""	"r_1587"	"reactant"	"CDMT0000661"
"sa662"	"s332"	"2-oxoglutarate[n]"	""	""	"r_1587"	"product"	"CDMT0000662"
"sa663"	"s333"	"2-oxoglutarate[e]"	""	""	"r_1588"	"reactant"	"CDMT0000663"
"sa664"	"s17"	"2-oxoglutarate[c]"	""	""	"r_1588"	"product"	"CDMT0000664"
"sa665"	"s334"	"2-phenylethanol[e]"	""	""	"r_1590"	"reactant"	"CDMT0000665"
"sa666"	"s335"	"2-phenylethanol[c]"	""	""	"r_1590"	"product"	"CDMT0000666"
"sa667"	"s336"	"2-phenylethanol[m]"	""	""	"r_1591"	"reactant"	"CDMT0000667"
"sa668"	"s335"	"2-phenylethanol[c]"	""	""	"r_1591"	"product"	"CDMT0000668"
"sa669"	"s337"	"(2S)-2-isopropyl-3-oxosuccinate[c]"	""	""	"r_1595"	"reactant"	"CDMT0000669"
"sa670"	"s338"	"(2S)-2-isopropyl-3-oxosuccinate[m]"	""	""	"r_1595"	"product"	"CDMT0000670"
"sa671"	"s339"	"(S)-3-methyl-2-oxopentanoate[c]"	""	""	"r_1596"	"reactant"	"CDMT0000671"
"sa672"	"s340"	"(S)-3-methyl-2-oxopentanoate[m]"	""	""	"r_1596"	"product"	"CDMT0000672"
"sa673"	"s341"	"(S)-3-methyl-2-oxopentanoate[e]"	""	""	"r_1597"	"reactant"	"CDMT0000673"
"sa674"	"s339"	"(S)-3-methyl-2-oxopentanoate[c]"	""	""	"r_1597"	"product"	"CDMT0000674"
"sa675"	"s342"	"3-methylbutanal[c]"	""	""	"r_1599"	"reactant"	"CDMT0000675"
"sa676"	"s343"	"3-methylbutanal[e]"	""	""	"r_1599"	"product"	"CDMT0000676"
"sa677"	"s342"	"3-methylbutanal[c]"	""	""	"r_1600"	"reactant"	"CDMT0000677"
"sa678"	"s344"	"3-methylbutanal[m]"	""	""	"r_1600"	"product"	"CDMT0000678"
"sa679"	"s345"	"3-hexaprenyl-4-hydroxybenzoic acid[c]"	""	""	"r_1601"	"reactant"	"CDMT0000679"
"sa680"	"s346"	"3-hexaprenyl-4-hydroxybenzoic acid[m]"	""	""	"r_1601"	"product"	"CDMT0000680"
"sa681"	"s347"	"4-aminobenzoate[c]"	""	""	"r_1605"	"reactant"	"CDMT0000681"
"sa682"	"s348"	"4-aminobenzoate[e]"	""	""	"r_1605"	"product"	"CDMT0000682"
"sa683"	"s347"	"4-aminobenzoate[c]"	""	""	"r_1606"	"reactant"	"CDMT0000683"
"sa684"	"s349"	"4-aminobenzoate[m]"	""	""	"r_1606"	"product"	"CDMT0000684"
"sa685"	"s350"	"4-aminobutanal[c]"	""	""	"r_1607"	"reactant"	"CDMT0000685"
"sa686"	"s351"	"4-aminobutanal[m]"	""	""	"r_1607"	"product"	"CDMT0000686"
"sa687"	"s24"	"gamma-aminobutyrate[c]"	""	""	"r_1608"	"reactant"	"CDMT0000687"
"sa688"	"s352"	"gamma-aminobutyrate[m]"	""	""	"r_1608"	"product"	"CDMT0000688"
"sa689"	"s353"	"4-hydroxy-2-oxoglutarate[c]"	""	""	"r_1609"	"reactant"	"CDMT0000689"
"sa690"	"s354"	"4-hydroxy-2-oxoglutarate[m]"	""	""	"r_1609"	"product"	"CDMT0000690"
"sa691"	"s353"	"4-hydroxy-2-oxoglutarate[c]"	""	""	"r_1610"	"reactant"	"CDMT0000691"
"sa692"	"s355"	"4-hydroxy-2-oxoglutarate[p]"	""	""	"r_1610"	"product"	"CDMT0000692"
"sa693"	"s356"	"4-hydroxybenzoate[c]"	""	""	"r_1611"	"reactant"	"CDMT0000693"
"sa694"	"s357"	"4-hydroxybenzoate[m]"	""	""	"r_1611"	"product"	"CDMT0000694"
"sa695"	"s26"	"5-aminolevulinate[c]"	""	""	"r_1622"	"reactant"	"CDMT0000695"
"sa696"	"s358"	"5-aminolevulinate[m]"	""	""	"r_1622"	"product"	"CDMT0000696"
"sa697"	"s359"	"7,8-diaminononanoate[e]"	""	""	"r_1628"	"reactant"	"CDMT0000697"
"sa698"	"s360"	"7,8-diaminononanoate[c]"	""	""	"r_1628"	"product"	"CDMT0000698"
"sa699"	"s361"	"acetaldehyde[m]"	""	""	"r_1632"	"reactant"	"CDMT0000699"
"sa700"	"s362"	"acetaldehyde[c]"	""	""	"r_1632"	"product"	"CDMT0000700"
"sa701"	"s363"	"acetaldehyde[e]"	""	""	"r_1633"	"reactant"	"CDMT0000701"
"sa702"	"s362"	"acetaldehyde[c]"	""	""	"r_1633"	"product"	"CDMT0000702"
"sa703"	"s31"	"acetate[c]"	""	""	"r_1635"	"reactant"	"CDMT0000703"
"sa704"	"s364"	"acetate[n]"	""	""	"r_1635"	"product"	"CDMT0000704"
"sa705"	"s365"	"acetyl-CoA[c]"	""	""	"r_1637"	"reactant"	"CDMT0000705"
"sa706"	"s366"	"acetyl-CoA[n]"	""	""	"r_1637"	"product"	"CDMT0000706"
"sa707"	"s367"	"O-acetylcarnitine[p]"	""	""	"r_1638"	"reactant"	"CDMT0000707"
"sa708"	"s61"	"O-acetylcarnitine[c]"	""	""	"r_1638"	"product"	"CDMT0000708"
"sa709"	"s36"	"adenine[c]"	""	""	"r_1640"	"reactant"	"CDMT0000709"
"sa710"	"s368"	"adenine[m]"	""	""	"r_1640"	"product"	"CDMT0000710"
"sa711"	"s369"	"adenosine 3',5'-bismonophosphate[c]"	""	""	"r_1642"	"reactant"	"CDMT0000711"
"sa712"	"s370"	"adenosine 3',5'-bismonophosphate[m]"	""	""	"r_1642"	"product"	"CDMT0000712"
"sa713"	"s4"	"ADP[c]"	""	""	"r_1644"	"reactant"	"CDMT0000713"
"sa714"	"s371"	"ADP[n]"	""	""	"r_1644"	"product"	"CDMT0000714"
"sa715"	"s4"	"ADP[c]"	""	""	"r_1645"	"reactant"	"CDMT0000715"
"sa716"	"s372"	"ADP[er]"	""	""	"r_1645"	"product"	"CDMT0000716"
"sa717"	"s17"	"2-oxoglutarate[c]"	""	""	"r_1647"	"reactant"	"CDMT0000717"
"sa718"	"s373"	"2-oxoglutarate[p]"	""	""	"r_1647"	"product"	"CDMT0000718"
"sa719"	"s374"	"(S)-malate[e]"	""	""	"r_1652"	"reactant"	"CDMT0000719"
"sa720"	"s17"	"2-oxoglutarate[c]"	""	""	"r_1652"	"reactant"	"CDMT0000720"
"sa721"	"s75"	"(S)-malate[c]"	""	""	"r_1652"	"product"	"CDMT0000721"
"sa722"	"s333"	"2-oxoglutarate[e]"	""	""	"r_1652"	"product"	"CDMT0000722"
"sa723"	"s375"	"AMP[n]"	""	""	"r_1656"	"reactant"	"CDMT0000723"
"sa724"	"s53"	"AMP[c]"	""	""	"r_1656"	"product"	"CDMT0000724"
"sa725"	"s157"	"L-asparagine[c]"	""	""	"r_1658"	"reactant"	"CDMT0000725"
"sa726"	"s376"	"L-asparagine[m]"	""	""	"r_1658"	"product"	"CDMT0000726"
"sa727"	"s56"	"L-aspartate[c]"	""	""	"r_1659"	"reactant"	"CDMT0000727"
"sa728"	"s377"	"L-glutamate[p]"	""	""	"r_1659"	"reactant"	"CDMT0000728"
"sa729"	"s378"	"L-aspartate[p]"	""	""	"r_1659"	"product"	"CDMT0000729"
"sa730"	"s55"	"L-glutamate[c]"	""	""	"r_1659"	"product"	"CDMT0000730"
"sa731"	"s1"	"ATP[c]"	""	""	"r_1660"	"reactant"	"CDMT0000731"
"sa732"	"s379"	"ATP[n]"	""	""	"r_1660"	"product"	"CDMT0000732"
"sa733"	"s1"	"ATP[c]"	""	""	"r_1661"	"reactant"	"CDMT0000733"
"sa734"	"s380"	"ATP[er]"	""	""	"r_1661"	"product"	"CDMT0000734"
"sa735"	"s381"	"bicarbonate[c]"	""	""	"r_1669"	"reactant"	"CDMT0000735"
"sa736"	"s382"	"bicarbonate[n]"	""	""	"r_1669"	"product"	"CDMT0000736"
"sa737"	"s62"	"(R)-carnitine[c]"	""	""	"r_1673"	"reactant"	"CDMT0000737"
"sa738"	"s383"	"(R)-carnitine[p]"	""	""	"r_1673"	"product"	"CDMT0000738"
"sa739"	"s62"	"(R)-carnitine[c]"	""	""	"r_1674"	"reactant"	"CDMT0000739"
"sa740"	"s367"	"O-acetylcarnitine[p]"	""	""	"r_1674"	"reactant"	"CDMT0000740"
"sa741"	"s383"	"(R)-carnitine[p]"	""	""	"r_1674"	"product"	"CDMT0000741"
"sa742"	"s61"	"O-acetylcarnitine[c]"	""	""	"r_1674"	"product"	"CDMT0000742"
"sa743"	"s384"	"CDP[c]"	""	""	"r_1675"	"reactant"	"CDMT0000743"
"sa744"	"s385"	"CDP[n]"	""	""	"r_1675"	"product"	"CDMT0000744"
"sa745"	"s386"	"ceramide-1 (C24)[g]"	""	""	"r_1676"	"reactant"	"CDMT0000745"
"sa746"	"s387"	"ceramide-1 (C24)[er]"	""	""	"r_1676"	"product"	"CDMT0000746"
"sa747"	"s388"	"ceramide-2 (C24)[g]"	""	""	"r_1677"	"reactant"	"CDMT0000747"
"sa748"	"s389"	"ceramide-2 (C24)[er]"	""	""	"r_1677"	"product"	"CDMT0000748"
"sa749"	"s390"	"ceramide-4 (C24)[g]"	""	""	"r_1678"	"reactant"	"CDMT0000749"
"sa750"	"s391"	"ceramide-4 (C24)[er]"	""	""	"r_1678"	"product"	"CDMT0000750"
"sa751"	"s392"	"ceramide-1 (C26)[g]"	""	""	"r_1679"	"reactant"	"CDMT0000751"
"sa752"	"s393"	"ceramide-1 (C26)[er]"	""	""	"r_1679"	"product"	"CDMT0000752"
"sa753"	"s394"	"ceramide-2 (C26)[g]"	""	""	"r_1680"	"reactant"	"CDMT0000753"
"sa754"	"s395"	"ceramide-2 (C26)[er]"	""	""	"r_1680"	"product"	"CDMT0000754"
"sa755"	"s396"	"ceramide-4 (C26)[g]"	""	""	"r_1681"	"reactant"	"CDMT0000755"
"sa756"	"s397"	"ceramide-4 (C26)[er]"	""	""	"r_1681"	"product"	"CDMT0000756"
"sa757"	"s398"	"choline[ce]"	""	""	"r_1684"	"reactant"	"CDMT0000757"
"sa758"	"s73"	"choline[c]"	""	""	"r_1684"	"product"	"CDMT0000758"
"sa759"	"s399"	"citrate[e]"	""	""	"r_1686"	"reactant"	"CDMT0000759"
"sa760"	"s45"	"citrate[c]"	""	""	"r_1686"	"product"	"CDMT0000760"
"sa761"	"s45"	"citrate[c]"	""	""	"r_1688"	"reactant"	"CDMT0000761"
"sa762"	"s400"	"isocitrate[p]"	""	""	"r_1688"	"reactant"	"CDMT0000762"
"sa763"	"s401"	"citrate[p]"	""	""	"r_1688"	"product"	"CDMT0000763"
"sa764"	"s79"	"isocitrate[c]"	""	""	"r_1688"	"product"	"CDMT0000764"
"sa765"	"s75"	"(S)-malate[c]"	""	""	"r_1689"	"reactant"	"CDMT0000765"
"sa766"	"s401"	"citrate[p]"	""	""	"r_1689"	"reactant"	"CDMT0000766"
"sa767"	"s402"	"(S)-malate[p]"	""	""	"r_1689"	"product"	"CDMT0000767"
"sa768"	"s45"	"citrate[c]"	""	""	"r_1689"	"product"	"CDMT0000768"
"sa769"	"s403"	"carbon dioxide[c]"	""	""	"r_1691"	"reactant"	"CDMT0000769"
"sa770"	"s404"	"carbon dioxide[er]"	""	""	"r_1691"	"product"	"CDMT0000770"
"sa771"	"s405"	"carbon dioxide[n]"	""	""	"r_1694"	"reactant"	"CDMT0000771"
"sa772"	"s403"	"carbon dioxide[c]"	""	""	"r_1694"	"product"	"CDMT0000772"
"sa773"	"s403"	"carbon dioxide[c]"	""	""	"r_1695"	"reactant"	"CDMT0000773"
"sa774"	"s406"	"carbon dioxide[p]"	""	""	"r_1695"	"product"	"CDMT0000774"
"sa775"	"s403"	"carbon dioxide[c]"	""	""	"r_1696"	"reactant"	"CDMT0000775"
"sa776"	"s407"	"carbon dioxide[m]"	""	""	"r_1696"	"product"	"CDMT0000776"
"sa777"	"s403"	"carbon dioxide[c]"	""	""	"r_1697"	"reactant"	"CDMT0000777"
"sa778"	"s408"	"carbon dioxide[e]"	""	""	"r_1697"	"product"	"CDMT0000778"
"sa779"	"s80"	"coenzyme A[c]"	""	""	"r_1698"	"reactant"	"CDMT0000779"
"sa780"	"s409"	"coenzyme A[er]"	""	""	"r_1698"	"product"	"CDMT0000780"
"sa781"	"s80"	"coenzyme A[c]"	""	""	"r_1699"	"reactant"	"CDMT0000781"
"sa782"	"s410"	"coenzyme A[n]"	""	""	"r_1699"	"product"	"CDMT0000782"
"sa783"	"s411"	"coenzyme A[p]"	""	""	"r_1700"	"reactant"	"CDMT0000783"
"sa784"	"s80"	"coenzyme A[c]"	""	""	"r_1700"	"product"	"CDMT0000784"
"sa785"	"s412"	"complex sphingolipid[g]"	""	""	"r_1701"	"reactant"	"CDMT0000785"
"sa786"	"s413"	"complex sphingolipid[c]"	""	""	"r_1701"	"product"	"CDMT0000786"
"sa787"	"s414"	"D-arabinose[e]"	""	""	"r_1707"	"reactant"	"CDMT0000787"
"sa788"	"s415"	"D-arabinose[c]"	""	""	"r_1707"	"product"	"CDMT0000788"
"sa789"	"s416"	"D-erythrose 4-phosphate[c]"	""	""	"r_1708"	"reactant"	"CDMT0000789"
"sa790"	"s417"	"D-erythrose 4-phosphate[m]"	""	""	"r_1708"	"product"	"CDMT0000790"
"sa791"	"s418"	"alpha-D-glucosamine 6-phosphate[e]"	""	""	"r_1713"	"reactant"	"CDMT0000791"
"sa792"	"s419"	"alpha-D-glucosamine 6-phosphate[c]"	""	""	"r_1713"	"product"	"CDMT0000792"
"sa793"	"s420"	"D-glucitol[e]"	""	""	"r_1717"	"reactant"	"CDMT0000793"
"sa794"	"s421"	"D-glucitol[c]"	""	""	"r_1717"	"product"	"CDMT0000794"
"sa795"	"s422"	"D-xylose[e]"	""	""	"r_1719"	"reactant"	"CDMT0000795"
"sa796"	"s423"	"D-xylose[c]"	""	""	"r_1719"	"product"	"CDMT0000796"
"sa797"	"s424"	"dADP[c]"	""	""	"r_1720"	"reactant"	"CDMT0000797"
"sa798"	"s425"	"dADP[n]"	""	""	"r_1720"	"product"	"CDMT0000798"
"sa799"	"s426"	"dCDP[c]"	""	""	"r_1721"	"reactant"	"CDMT0000799"
"sa800"	"s427"	"dCDP[n]"	""	""	"r_1721"	"product"	"CDMT0000800"
"sa801"	"s428"	"deamido-NAD(+)[c]"	""	""	"r_1726"	"reactant"	"CDMT0000801"
"sa802"	"s429"	"deamido-NAD(+)[n]"	""	""	"r_1726"	"product"	"CDMT0000802"
"sa803"	"s430"	"2'-deoxyadenosine[e]"	""	""	"r_1728"	"reactant"	"CDMT0000803"
"sa804"	"s431"	"2'-deoxyadenosine[c]"	""	""	"r_1728"	"product"	"CDMT0000804"
"sa805"	"s432"	"deoxycytidine[e]"	""	""	"r_1731"	"reactant"	"CDMT0000805"
"sa806"	"s433"	"deoxycytidine[c]"	""	""	"r_1731"	"product"	"CDMT0000806"
"sa807"	"s434"	"2'-deoxyguanosine[e]"	""	""	"r_1732"	"reactant"	"CDMT0000807"
"sa808"	"s435"	"2'-deoxyguanosine[c]"	""	""	"r_1732"	"product"	"CDMT0000808"
"sa809"	"s436"	"2'-deoxyinosine[e]"	""	""	"r_1733"	"reactant"	"CDMT0000809"
"sa810"	"s437"	"2'-deoxyinosine[c]"	""	""	"r_1733"	"product"	"CDMT0000810"
"sa811"	"s438"	"2'-deoxyuridine[e]"	""	""	"r_1735"	"reactant"	"CDMT0000811"
"sa812"	"s439"	"2'-deoxyuridine[c]"	""	""	"r_1735"	"product"	"CDMT0000812"
"sa813"	"s440"	"dGDP[c]"	""	""	"r_1737"	"reactant"	"CDMT0000813"
"sa814"	"s441"	"dGDP[n]"	""	""	"r_1737"	"product"	"CDMT0000814"
"sa815"	"s442"	"7,8-dihydroneopterin[c]"	""	""	"r_1738"	"reactant"	"CDMT0000815"
"sa816"	"s443"	"7,8-dihydroneopterin[m]"	""	""	"r_1738"	"product"	"CDMT0000816"
"sa817"	"s444"	"dihydrofolic acid[c]"	""	""	"r_1743"	"reactant"	"CDMT0000817"
"sa818"	"s445"	"dihydrofolic acid[m]"	""	""	"r_1743"	"product"	"CDMT0000818"
"sa819"	"s446"	"7,8-dihydropteroate[c]"	""	""	"r_1745"	"reactant"	"CDMT0000819"
"sa820"	"s447"	"7,8-dihydropteroate[m]"	""	""	"r_1745"	"product"	"CDMT0000820"
"sa821"	"s448"	"dihydroxyacetone phosphate[m]"	""	""	"r_1746"	"reactant"	"CDMT0000821"
"sa822"	"s449"	"dihydroxyacetone phosphate[c]"	""	""	"r_1746"	"product"	"CDMT0000822"
"sa823"	"s450"	"diphosphate[c]"	""	""	"r_1747"	"reactant"	"CDMT0000823"
"sa824"	"s451"	"diphosphate[p]"	""	""	"r_1747"	"product"	"CDMT0000824"
"sa825"	"s452"	"dolichyl phosphate[c]"	""	""	"r_1748"	"reactant"	"CDMT0000825"
"sa826"	"s453"	"dolichyl phosphate[er]"	""	""	"r_1748"	"product"	"CDMT0000826"
"sa827"	"s454"	"dTTP[e]"	""	""	"r_1750"	"reactant"	"CDMT0000827"
"sa828"	"s455"	"dTTP[c]"	""	""	"r_1750"	"product"	"CDMT0000828"
"sa829"	"s456"	"dUDP[c]"	""	""	"r_1751"	"reactant"	"CDMT0000829"
"sa830"	"s457"	"dUDP[n]"	""	""	"r_1751"	"product"	"CDMT0000830"
"sa831"	"s458"	"dUMP[c]"	""	""	"r_1752"	"reactant"	"CDMT0000831"
"sa832"	"s459"	"dUMP[n]"	""	""	"r_1752"	"product"	"CDMT0000832"
"sa833"	"s460"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[c]"	""	""	"r_1754"	"reactant"	"CDMT0000833"
"sa834"	"s461"	"ergosta-5,7,22,24(28)-tetraen-3beta-ol[er]"	""	""	"r_1754"	"product"	"CDMT0000834"
"sa835"	"s462"	"ergosterol[er]"	""	""	"r_1758"	"reactant"	"CDMT0000835"
"sa836"	"s105"	"ergosterol[c]"	""	""	"r_1758"	"product"	"CDMT0000836"
"sa837"	"s105"	"ergosterol[c]"	""	""	"r_1759"	"reactant"	"CDMT0000837"
"sa838"	"s463"	"ergosterol[lp]"	""	""	"r_1759"	"product"	"CDMT0000838"
"sa839"	"s105"	"ergosterol[c]"	""	""	"r_1760"	"reactant"	"CDMT0000839"
"sa840"	"s106"	"ergosterol[ce]"	""	""	"r_1760"	"product"	"CDMT0000840"
"sa841"	"s464"	"ethanol[c]"	""	""	"r_1762"	"reactant"	"CDMT0000841"
"sa842"	"s465"	"ethanol[e]"	""	""	"r_1762"	"product"	"CDMT0000842"
"sa843"	"s464"	"ethanol[c]"	""	""	"r_1763"	"reactant"	"CDMT0000843"
"sa844"	"s466"	"ethanol[m]"	""	""	"r_1763"	"product"	"CDMT0000844"
"sa845"	"s467"	"farnesyl diphosphate[c]"	""	""	"r_1766"	"reactant"	"CDMT0000845"
"sa846"	"s468"	"farnesyl diphosphate[m]"	""	""	"r_1766"	"product"	"CDMT0000846"
"sa847"	"s469"	"decanoate[c]"	""	""	"r_1770"	"reactant"	"CDMT0000847"
"sa848"	"s470"	"decanoate[p]"	""	""	"r_1770"	"product"	"CDMT0000848"
"sa849"	"s471"	"laurate[c]"	""	""	"r_1771"	"reactant"	"CDMT0000849"
"sa850"	"s472"	"laurate[p]"	""	""	"r_1771"	"product"	"CDMT0000850"
"sa851"	"s473"	"myristate[c]"	""	""	"r_1772"	"reactant"	"CDMT0000851"
"sa852"	"s474"	"myristate[p]"	""	""	"r_1772"	"product"	"CDMT0000852"
"sa853"	"s475"	"palmitate[c]"	""	""	"r_1774"	"reactant"	"CDMT0000853"
"sa854"	"s476"	"palmitate[p]"	""	""	"r_1774"	"product"	"CDMT0000854"
"sa855"	"s477"	"palmitoleate[c]"	""	""	"r_1775"	"reactant"	"CDMT0000855"
"sa856"	"s478"	"palmitoleate[p]"	""	""	"r_1775"	"product"	"CDMT0000856"
"sa857"	"s479"	"octanoate[c]"	""	""	"r_1776"	"reactant"	"CDMT0000857"
"sa858"	"s480"	"octanoate[p]"	""	""	"r_1776"	"product"	"CDMT0000858"
"sa859"	"s481"	"myristate[e]"	""	""	"r_1777"	"reactant"	"CDMT0000859"
"sa860"	"s473"	"myristate[c]"	""	""	"r_1777"	"product"	"CDMT0000860"
