"panID"	"GNL"	"Source"	"proteinID"	"ec"	"pident"	"length"	"mismatch"	"gapopen"	"qstart"	"qend"	"sstart"	"send"	"evalues"	"bitscore"	"gene"	"ortholog"
"1447-maker-CPQ_4-15250"	"gnl"	"TC-DB"	"P62837"	"3.A.20.1.1"	80.6	144	28	0	13	444	4	147	6.5e-69	256.5	NA	"YDR059C"
"1447-maker-CPQ_4-15250"	"gnl"	"TC-DB"	"Q8I607"	"3.A.16.1.3"	76.2	143	34	0	13	441	4	146	1.1e-63	239.2	NA	"YDR059C"
"1447-maker-CPQ_4-15250"	"gnl"	"TC-DB"	"E7Q288"	"3.A.16.1.2"	46.3	149	78	2	1	441	1	149	1.5e-33	139	NA	"YDR059C"
"1462-maker-CPM_4-14876"	"gnl"	"TC-DB"	"P38971"	"2.A.3.10.11"	93.4	573	38	0	37	1755	1	573	3.7e-309	1056.6	"YNL270C"	"YNL270C"
"1462-maker-CPM_4-14876"	"gnl"	"TC-DB"	"P04817"	"2.A.3.10.4"	71.3	527	149	2	175	1755	66	590	1.3e-221	765.8	"YEL063C"	"YNL270C"
"1462-maker-CPM_4-14876"	"gnl"	"TC-DB"	"P32487"	"2.A.3.10.10"	65	523	181	2	175	1743	87	607	1.8e-202	702.2	"YNL268W"	"YNL270C"
"1462-maker-CPM_4-14876"	"gnl"	"TC-DB"	"P43059"	"2.A.3.10.20"	54.7	532	225	7	178	1743	42	567	4.3e-156	548.1	NA	"YNL270C"
"1480-maker-CPQ_4-15294"	"gnl"	"TC-DB"	"P62837"	"3.A.20.1.1"	49.7	143	72	0	16	444	4	146	2.2e-35	145.2	NA	"YDR092W"
"1480-maker-CPQ_4-15294"	"gnl"	"TC-DB"	"Q8I607"	"3.A.16.1.3"	47.9	144	75	0	16	447	4	147	4.1e-34	141	NA	"YDR092W"
"1512-maker-ABP_6-5400"	"gnl"	"TC-DB"	"Q3E7B6"	"3.A.2.2.3"	100	73	0	0	1	219	1	73	1.4e-35	144.8	"YCL005W-A"	"YCL005W-A"
"1566-maker-AQD_4-6575"	"gnl"	"TC-DB"	"P41815"	"2.A.3.10.27"	95.5	604	19	2	1	1788	1	604	0	1142.9	"YDR046C"	"YDR046C"
"1566-maker-AQD_4-6575"	"gnl"	"TC-DB"	"P38084"	"2.A.3.10.6"	73.7	585	136	4	76	1788	29	609	2.7e-251	864.4	"YBR068C"	"YDR046C"
"1566-maker-AQD_4-6575"	"gnl"	"TC-DB"	"P25376"	"2.A.3.10.7"	51.6	587	268	4	73	1788	48	633	1.9e-172	602.4	"YCL025C"	"YDR046C"
"1566-maker-AQD_4-6575"	"gnl"	"TC-DB"	"P48813"	"2.A.3.10.5"	56.4	512	215	2	277	1788	152	663	1.5e-169	592.8	"YDR508C"	"YDR046C"
"1566-maker-AQD_4-6575"	"gnl"	"TC-DB"	"P38085"	"2.A.3.10.9"	52.8	521	224	6	163	1698	66	573	5.2e-149	524.6	"YBR069C"	"YDR046C"
"1575-snap_masked-BBM_6-7010"	"gnl"	"TC-DB"	"P81450"	"8.A.73.2.4"	98.3	59	1	0	1	177	1	59	4.1e-30	126.3	"YML081C-A"	"YML081C-A"
"1581-snap_masked-CDT_2-5211"	"gnl"	"TC-DB"	"Q08902"	"2.A.1.3.52"	97.9	483	10	0	1	1449	33	515	3.3e-279	956.8	"YOR378W"	"YOR378W"
"1613-snap_masked-CPA_4-16966"	"gnl"	"TC-DB"	"P38702"	"2.A.29.12.4"	97.2	284	8	0	1	852	74	357	1.5e-162	568.5	"YHR002W"	"YHR002W"
"1629-snap_masked-CQS_4-6404"	"gnl"	"TC-DB"	"P15685"	"2.A.1.1.10"	87.6	483	60	0	1	1449	132	614	1.8e-256	881.3	NA	"YBR298C"
"1629-snap_masked-CQS_4-6404"	"gnl"	"TC-DB"	"P53048"	"2.A.1.1.11"	59.1	452	182	3	1	1353	139	588	1.3e-163	572.8	"YGR289C"	"YBR298C"
"1634-snap_masked-AID_2-6456"	"gnl"	"TC-DB"	"Q08970"	"2.A.4.1.6"	59.8	336	134	1	430	1434	114	449	3.8e-116	415.2	"YPL224C"	"YMR177W"
"1648-snap_masked-CGE_5-5812"	"gnl"	"TC-DB"	"P48439"	"1.A.76.1.8"	95.4	350	16	0	1	1050	1	350	1.3e-189	658.7	"YOR085W"	"YOR085W"
"1648-snap_masked-CGE_5-5812"	"gnl"	"TC-DB"	"P48439"	"9.B.142.3.14"	95.4	350	16	0	1	1050	1	350	1.3e-189	658.7	"YOR085W"	"YOR085W"
"1705-snap_masked-BVC_6-19273"	"gnl"	"TC-DB"	"P32319"	"9.A.63.1.1"	52	587	252	7	76	1758	1	583	4.3e-164	574.7	"YBL017C"	"YNR066C"
"1710-snap_masked-AHL_3-7774"	"gnl"	"TC-DB"	"P06493"	"1.I.1.1.3"	52.1	292	131	4	19	891	4	287	3.6e-82	301.6	NA	"YPL031C"
"1726-snap_masked-AVB_8-7945"	"gnl"	"TC-DB"	"P38865"	"1.A.56.1.3"	96.9	160	5	0	1	480	30	189	2.5e-90	327.8	"YHR175W"	"YHR132W-A"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P13181"	"2.A.1.1.6"	85.9	469	65	1	1	1404	1	469	6.3e-235	809.7	"YLR081W"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P39004"	"2.A.1.1.31"	74.4	449	110	3	67	1404	17	463	3.6e-198	687.6	"YDR342C"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P32467"	"2.A.1.1.30"	73.1	461	122	1	22	1404	11	469	8e-198	686.4	"YHR092C"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P32465"	"2.A.1.1.108"	72.1	409	114	0	178	1404	55	463	2.4e-178	621.7	"YHR094C"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P23585"	"2.A.1.1.111"	68.1	439	137	2	88	1404	19	454	2.1e-174	608.6	"YMR011W"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P54862"	"2.A.1.1.105"	66.4	452	148	3	58	1404	11	461	6.2e-174	607.1	"YOL156W"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P43581"	"2.A.1.1.5"	62.5	445	163	1	70	1404	7	447	1.2e-164	576.2	"YFL011W"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P39924"	"2.A.1.1.110"	58.8	442	178	2	82	1404	18	456	1.4e-149	526.2	"YEL069C"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"P54854"	"2.A.1.1.107"	56.6	461	195	3	25	1404	3	459	1.3e-147	519.6	"YDL245C"	"YLR081W"
"1735-snap_masked-BAQ_7-7673"	"gnl"	"TC-DB"	"Q2MDH1"	"2.A.1.1.67"	54.6	447	198	2	73	1404	1	445	7.1e-146	513.8	NA	"YLR081W"
"1746-snap_masked-CDD_2-5914"	"gnl"	"TC-DB"	"P40100"	"9.A.26.1.3"	88.4	303	35	0	1	909	1	303	9.7e-144	506.1	"YER185W"	"YER185W"
