"","masterID","formula","EC","keggID"
"13097","38603","NADP(+) => 2'-phospho-cyclic ADP-ribose + nicotinamide","NA","R10631"
"13098","38603","2'-phospho-cyclic ADP-ribose + nicotinamide => NADP(+)","NA","R10631"
"13099","38607","2'-phospho-cyclic ADP-ribose + nicotinate => nicotinate-adenine dinucleotide phosphate","NA","R10632"
"13100","38607","nicotinate-adenine dinucleotide phosphate => 2'-phospho-cyclic ADP-ribose + nicotinate","NA","R10632"
"13101","38611","NAD(+) => cyclic ADP-ribose + H(+) + nicotinamide","NA","R10629"
"13102","38611","cyclic ADP-ribose + H(+) + nicotinamide => NAD(+)","NA","R10629"
"13103","38615","cyclic ADP-ribose + H2O => ADP-D-ribose","NA","R10630"
"13104","38615","ADP-D-ribose => cyclic ADP-ribose + H2O","NA","R10630"
"13105","38619","nicotinate beta-D-ribonucleotide + phenol => H(+) + nicotinate + phenyl 5-phospho-alpha-D-ribofuranoside","2.4.2.55","NA"
"13106","38619","H(+) + nicotinate + phenyl 5-phospho-alpha-D-ribofuranoside => nicotinate beta-D-ribonucleotide + phenol","2.4.2.55","NA"
"13107","38623","1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol + octanoyl-CoA => 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl,2-octanoyl-sn-glycero-3-phospho]-glycerol + CoA","NA","NA"
"13108","38623","1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl,2-octanoyl-sn-glycero-3-phospho]-glycerol + CoA => 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol + octanoyl-CoA","NA","NA"
"13109","38627","1',3'-bis-[1-acyl-sn-glycero-3-phospho]-glycerol + octanoyl-CoA => 1'-[1-acyl-2-octanoyl-sn-glycero-3-phospho],3'-[1-acyl,2-hydroxy-sn-glycero-3-phospho]-glycerol + CoA","NA","NA"
"13110","38627","1'-[1-acyl-2-octanoyl-sn-glycero-3-phospho],3'-[1-acyl,2-hydroxy-sn-glycero-3-phospho]-glycerol + CoA => 1',3'-bis-[1-acyl-sn-glycero-3-phospho]-glycerol + octanoyl-CoA","NA","NA"
"13111","38631","1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol + hexadecanoyl-CoA => 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl,2-hexadecanoyl-sn-glycero-3-phospho]-glycerol + CoA","NA","NA"
"13112","38631","1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl,2-hexadecanoyl-sn-glycero-3-phospho]-glycerol + CoA => 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol + hexadecanoyl-CoA","NA","NA"
"13113","38635","(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol => 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl,2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phospho]-glycerol + CoA","NA","NA"
"13114","38635","1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl,2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phospho]-glycerol + CoA => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1'-[1,2-diacyl-sn-glycero-3-phospho],3'-[1-acyl-sn-glycero-3-phospho]-glycerol","NA","NA"
"13115","38639","(5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1',3'-bis-[1-acyl-sn-glycero-3-phospho]-glycerol => 1'-[1-acyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phospho],3'-[1-acyl,2-hydroxy-sn-glycero-3-phospho]-glycerol + CoA","NA","NA"
"13116","38639","1'-[1-acyl-2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phospho],3'-[1-acyl,2-hydroxy-sn-glycero-3-phospho]-glycerol + CoA => (5Z,8Z,11Z,14Z)-eicosatetraenoyl-CoA + 1',3'-bis-[1-acyl-sn-glycero-3-phospho]-glycerol","NA","NA"
"13117","38643","1,2-di-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol + H2O => (9Z)-octadecenoate + 2-(9Z-octadecenoyl)-3-hexadecanoyl-sn-glycerol + H(+)","NA","NA"
"13118","38643","(9Z)-octadecenoate + 2-(9Z-octadecenoyl)-3-hexadecanoyl-sn-glycerol + H(+) => 1,2-di-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol + H2O","NA","NA"
"13119","38647","1-hexadecanoyl-2,3-di-(9Z)-octadecenoyl-sn-glycerol + H2O => (9Z)-octadecenoate + 1-hexadecanoyl-3-(9Z)-octadecenoyl-sn-glycerol + H(+)","NA","NA"
"13120","38647","(9Z)-octadecenoate + 1-hexadecanoyl-3-(9Z)-octadecenoyl-sn-glycerol + H(+) => 1-hexadecanoyl-2,3-di-(9Z)-octadecenoyl-sn-glycerol + H2O","NA","NA"
"13121","38651","1,3-di-(9Z-octadecenoyl)-glycerol + H2O => (9Z)-octadecenoate + 3-(9Z-octadecenoyl)-sn-glycerol + H(+)","NA","NA"
"13122","38651","(9Z)-octadecenoate + 3-(9Z-octadecenoyl)-sn-glycerol + H(+) => 1,3-di-(9Z-octadecenoyl)-glycerol + H2O","NA","NA"
"13123","38655","6-tuliposide B => D-glucose + tulipalin B","4.2.99.23","R11215"
"13124","38655","D-glucose + tulipalin B => 6-tuliposide B","4.2.99.23","R11215"
"13125","38659","1,2-di-(9Z-octadecenoyl)-glycerol + H2O => (9Z)-octadecenoate + 2-(9Z-octadecenoyl)-glycerol + H(+)","NA","NA"
"13126","38659","(9Z)-octadecenoate + 2-(9Z-octadecenoyl)-glycerol + H(+) => 1,2-di-(9Z-octadecenoyl)-glycerol + H2O","NA","NA"
"13127","38663","1,2-diacyl-sn-glycero-3-phospho-L-serine(in) => 1,2-diacyl-sn-glycero-3-phospho-L-serine(out)","NA","NA"
"13128","38663","1,2-diacyl-sn-glycero-3-phospho-L-serine(out) => 1,2-diacyl-sn-glycero-3-phospho-L-serine(in)","NA","NA"
"13129","38667","sphing-4-enine 1-phosphate(in) => sphing-4-enine 1-phosphate(out)","NA","NA"
"13130","38667","sphing-4-enine 1-phosphate(out) => sphing-4-enine 1-phosphate(in)","NA","NA"
"13131","38671","sphinganine 1-phosphate(in) => sphinganine 1-phosphate(out)","NA","NA"
"13132","38671","sphinganine 1-phosphate(out) => sphinganine 1-phosphate(in)","NA","NA"
"13133","38675","(5Z,8Z,11Z,14Z)-eicosatetraenoate + O2 => (8S)-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate","NA","R07053"
"13134","38675","(8S)-hydroperoxy-(5Z,9E,11Z,14Z)-eicosatetraenoate => (5Z,8Z,11Z,14Z)-eicosatetraenoate + O2","NA","R07053"
"13135","38679","ATP + H2O + sphinganine(in) => ADP + H(+) + phosphate + sphinganine(out)","NA","NA"
"13136","38679","ADP + H(+) + phosphate + sphinganine(out) => ATP + H2O + sphinganine(in)","NA","NA"
"13137","38683","ATP + H2O + sphing-4-enine(in) => ADP + H(+) + phosphate + sphing-4-enine(out)","NA","NA"
"13138","38683","ADP + H(+) + phosphate + sphing-4-enine(out) => ATP + H2O + sphing-4-enine(in)","NA","NA"
"13139","38687","4-hydroxysphinganine(in) + ATP + H2O => 4-hydroxysphinganine(out) + ADP + H(+) + phosphate","NA","NA"
"13140","38687","4-hydroxysphinganine(out) + ADP + H(+) + phosphate => 4-hydroxysphinganine(in) + ATP + H2O","NA","NA"
"13141","38691","a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)(in) => a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)(out)","NA","NA"
"13142","38691","a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)(out) => a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol)(in)","NA","NA"
"13143","38695","a cardiolipin(in) => a cardiolipin(out)","NA","NA"
"13144","38695","a cardiolipin(out) => a cardiolipin(in)","NA","NA"
"13145","38699","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H2O => (9Z)-octadecenoate + (9Z-octadecenoyl)-glycero-3-phosphocholine + H(+)","NA","NA"
"13146","38699","(9Z)-octadecenoate + (9Z-octadecenoyl)-glycero-3-phosphocholine + H(+) => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H2O","NA","NA"
"13147","38703","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","NA","NA"
"13148","38703","1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13149","38707","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-O-hexadecyl-2-acetyl-sn-glycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1-O-hexadecyl-2-acetyl-3-(9Z)-octadecenoyl-sn-glycerol","NA","NA"
"13150","38707","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1-O-hexadecyl-2-acetyl-3-(9Z)-octadecenoyl-sn-glycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-O-hexadecyl-2-acetyl-sn-glycerol","NA","NA"
"13151","38711","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-O-hexadecylglycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1-O-hexadecyl-3-(9Z)-octadecenoylglycerol","NA","NA"
"13152","38711","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1-O-hexadecyl-3-(9Z)-octadecenoylglycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-O-hexadecylglycerol","NA","NA"
"13153","38715","ATP + choline(out) + H2O => ADP + choline(in) + H(+) + phosphate","NA","NA"
"13154","38715","ADP + choline(in) + H(+) + phosphate => ATP + choline(out) + H2O","NA","NA"
"13155","38719","(R)-carnitine(out) + ATP + H2O => (R)-carnitine(in) + ADP + H(+) + phosphate","NA","NA"
"13156","38719","(R)-carnitine(in) + ADP + H(+) + phosphate => (R)-carnitine(out) + ATP + H2O","NA","NA"
"13157","38723","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-O-hexadecyl-2-O-methyl-sn-glycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1-O-hexadecyl-2-O-methyl-3-(9Z)-octadecenoyl-sn-glycerol","NA","NA"
"13158","38723","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1-O-hexadecyl-2-O-methyl-3-(9Z)-octadecenoyl-sn-glycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-O-hexadecyl-2-O-methyl-sn-glycerol","NA","NA"
"13159","38727","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-hexadecanoyl-sn-glycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1-hexadecanoyl-3-(9Z)-octadecenoyl-sn-glycerol","NA","NA"
"13160","38727","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1-hexadecanoyl-3-(9Z)-octadecenoyl-sn-glycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-hexadecanoyl-sn-glycerol","NA","NA"
"13161","38731","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 3-hexadecanoyl-sn-glycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol","NA","NA"
"13162","38731","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1-(9Z)-octadecenoyl-3-hexadecanoyl-sn-glycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 3-hexadecanoyl-sn-glycerol","NA","NA"
"13163","38735","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 2-hexadecanoylglycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1-(9Z)-octadecenoyl-2-hexadecanoylglycerol","NA","NA"
"13164","38735","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1-(9Z)-octadecenoyl-2-hexadecanoylglycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 2-hexadecanoylglycerol","NA","NA"
"13165","38739","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-(9Z-octadecenoyl)-sn-glycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1,3-di-(9Z-octadecenoyl)-glycerol","NA","NA"
"13166","38739","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1,3-di-(9Z-octadecenoyl)-glycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-(9Z-octadecenoyl)-sn-glycerol","NA","NA"
"13167","38743","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 3-(9Z-octadecenoyl)-sn-glycerol => (9Z-octadecenoyl)-glycero-3-phosphocholine + 1,3-di-(9Z-octadecenoyl)-glycerol","NA","NA"
"13168","38743","(9Z-octadecenoyl)-glycero-3-phosphocholine + 1,3-di-(9Z-octadecenoyl)-glycerol => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 3-(9Z-octadecenoyl)-sn-glycerol","NA","NA"
"13169","38747","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(9Z-octadecenoyl) ethanolamine => (9Z-octadecenoyl)-glycero-3-phosphocholine + 2-[(9Z)-octadecenoylamino]ethyl (9Z)-octadecenoate","NA","NA"
"13170","38747","(9Z-octadecenoyl)-glycero-3-phosphocholine + 2-[(9Z)-octadecenoylamino]ethyl (9Z)-octadecenoate => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(9Z-octadecenoyl) ethanolamine","NA","NA"
"13171","38751","1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-ethanolamine => (9Z-octadecenoyl)-glycero-3-phosphocholine + 2-[(5Z,8Z,11Z,14Z)-eicosatetraenoylamino]ethyl (9Z)-octadecenoate","NA","NA"
"13172","38751","(9Z-octadecenoyl)-glycero-3-phosphocholine + 2-[(5Z,8Z,11Z,14Z)-eicosatetraenoylamino]ethyl (9Z)-octadecenoate => 1,2-di-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-ethanolamine","NA","NA"
"13173","38755","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13174","38755","1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13175","38759","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","NA","NA"
"13176","38759","1-hexadecanoyl-N-acetylsphingosine + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13177","38763","1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-hexadecanoyl-N-acetylsphingosine","NA","NA"
"13178","38763","1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-hexadecanoyl-N-acetylsphingosine => 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13179","38767","1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 2-hexadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13180","38767","1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 2-hexadecanoyl-sn-glycero-3-phosphocholine => 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13181","38771","1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-N-acetylsphingosine + 1-hexadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13182","38771","1-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-N-acetylsphingosine + 1-hexadecanoyl-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13183","38775","1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphocholine","NA","NA"
"13184","38775","1-hexadecanoyl-N-acetylsphingosine + 2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13185","38779","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H2O => (9Z)-octadecenoate + 1-hexadecanoyl-sn-glycero-3-phosphocholine + H(+)","NA","NA"
"13186","38779","(9Z)-octadecenoate + 1-hexadecanoyl-sn-glycero-3-phosphocholine + H(+) => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H2O","NA","NA"
"13187","38783","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H2O => 2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H(+) + hexadecanoate","NA","NA"
"13188","38783","2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H(+) + hexadecanoate => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + H2O","NA","NA"
"13189","38787","1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine + H2O => (9Z)-octadecenoate + 2-hexadecanoyl-sn-glycero-3-phosphocholine + H(+)","NA","NA"
"13190","38787","(9Z)-octadecenoate + 2-hexadecanoyl-sn-glycero-3-phosphocholine + H(+) => 1-(9Z-octadecenoyl)-2-hexadecanoyl-sn-glycero-3-phosphocholine + H2O","NA","NA"
"13191","38791","1-(9Z)-octadecenoyl-2-octadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 2-octadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13192","38791","1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 2-octadecanoyl-sn-glycero-3-phosphocholine => 1-(9Z)-octadecenoyl-2-octadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13193","38795","1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-octadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13194","38795","1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-octadecanoyl-sn-glycero-3-phosphocholine => 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13195","38799","1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-octadecanoyl-N-acetylsphingosine + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine","NA","NA"
"13196","38799","1-octadecanoyl-N-acetylsphingosine + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine => 1-octadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13197","38803","1-(9Z)-octadecenoyl-2-octadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-octadecanoyl-N-acetylsphingosine","NA","NA"
"13198","38803","1-(9Z-octadecenoyl)-sn-glycero-3-phosphocholine + 1-octadecanoyl-N-acetylsphingosine => 1-(9Z)-octadecenoyl-2-octadecanoyl-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13199","38807","1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(9Z,12Z-octadecadienoyl)-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13200","38807","1-(9Z,12Z-octadecadienoyl)-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13201","38811","1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine","NA","NA"
"13202","38811","1-hexadecanoyl-N-acetylsphingosine + 2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13203","38815","1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine","NA","NA"
"13204","38815","1-hexadecanoyl-N-acetylsphingosine + 2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13205","38819","1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine => 1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphocholine","NA","NA"
"13206","38819","1-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphocholine => 1-hexadecanoyl-2-(4Z,7Z,10Z,13Z,16Z,19Z-docosahexaenoyl)-sn-glycero-3-phosphocholine + N-(acetyl)-sphing-4-enine","NA","NA"
"13207","38823","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine => 1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine","NA","NA"
"13208","38823","1-(9Z)-octadecenoyl-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine","NA","NA"
"13209","38827","1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine","NA","NA"
"13210","38827","1-hexadecanoyl-N-acetylsphingosine + 2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine => 1-hexadecanoyl-2-(9Z-octadecenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine","NA","NA"
"13211","38831","1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphoethanolamine","NA","NA"
"13212","38831","1-hexadecanoyl-N-acetylsphingosine + 2-(9Z,12Z)-octadecadienoyl-sn-glycero-3-phosphoethanolamine => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine","NA","NA"
"13213","38835","1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine => 1-(9Z,12Z-octadecadienoyl)-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine","NA","NA"
"13214","38835","1-(9Z,12Z-octadecadienoyl)-N-acetylsphing-4-enine + 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine => 1-hexadecanoyl-2-(9Z,12Z-octadecadienoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine","NA","NA"
"13215","38839","1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine => 1-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-N-acetylsphingosine + 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine","NA","NA"
"13216","38839","1-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-N-acetylsphingosine + 1-hexadecanoyl-sn-glycero-3-phosphoethanolamine => 1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine","NA","NA"
"13217","38843","1-hexadecanoyl-2-(5Z,8Z,11Z,14Z-eicosatetraenoyl)-sn-glycero-3-phosphoethanolamine + N-(acetyl)-sphing-4-enine => 1-hexadecanoyl-N-acetylsphingosine + 2-(5Z,8Z,11Z,14Z)-eicosatetraenoyl-sn-glycero-3-phosphoethanolamine","NA","NA"
