ID	Abbreviation	Description_new	Description	GPR	KEGG ID	note	IsReversible	Subsystem_new	Subsystem_new2
197	R_TREt2	M_h_e + M_tre_e <=> M_h_c + M_tre_c	Trehalose transport in via proton symporter	NA	NA	NA	FALSE	transport	NA
211	R_PYRt2	M_pyr_e <=> M_pyr_c	Pyruvate transport in via proton symport	NA	NA	NA	TRUE	transport	NA
212	R_NH4tm	M_nh4_c <=> M_nh4_m	NH3 mitochondrial transport	NA	NA	NA	TRUE	transport	NA
213	R_CITttm	M_akg_c + M_cit_m <=> M_akg_m + M_cit_c	citrate-oxoglutarate NADPH shuttle	NA	NA	NA	TRUE	transport	NA
223	R_ACALDtm	M_acald_c <=> M_acald_m	Acetaldehyde mitochondrial diffusion	NA	NA	NA	TRUE	transport	NA
229	R_THRt2m	M_thr_L_c <=> M_thr_L_m	Threonine mitochondrial transport via proton symport	NA	NA	NA	TRUE	transport	NA
230	R_ATPtm_H	M_adp_c + M_atp_m <=> M_adp_m + M_atp_c	ATPtm	NA	NA	NA	FALSE	transport	NA
238	R_PIt2m	M_h_c + M_pi_c <=> M_h_m + M_pi_m	Phosphate transporter  mitochondrial	NA	NA	NA	TRUE	transport	NA
247	R_PIt2r	M_h_e + M_pi_e <=> M_h_c + M_pi_c	Phosphate reversible transport via symport	NA	NA	NA	TRUE	transport	NA
249	R_2OBUTtm	M_2obut_c <=> M_2obut_m	2obut transporter  mitochondrial	NA	NA	NA	TRUE	transport	NA
250	R_GLYt2m	M_gly_c <=> M_gly_m	Glycine mitochondrial transport via proton symport	NA	NA	NA	TRUE	transport	NA
265	R_GLCt1	M_glc_D_e <=> M_glc_D_c	Glucose transport  uniport	NA	NA	NA	FALSE	transport	NA
