"ID"	"compostion"	"mnxID"	"Formula"	"Charge"	"Description"
"Rh229"	"reactant"	"MNXM1745"	"C5H6N2O"	"0"	"imidazole-4-acetaldehyde"
"Rh229"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh229"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh229"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh229"	"product"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh229"	"product"	"MNXM1330"	"C5H5N2O2"	"-1"	"imidazole-4-acetate"
"Rh231"	"reactant"	"MNXM1057"	"C10H9NO2"	"0"	"(5-hydroxyindol-3-yl)acetaldehyde"
"Rh231"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh231"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh231"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh231"	"product"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh231"	"product"	"MNXM1961"	"C10H8NO3"	"-1"	"(5-hydroxyindol-3-yl)acetate"
"Rh232"	"reactant"	"MNXM1527"	"C6H11NO2"	"0"	"4-acetamidobutanal"
"Rh232"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh232"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh232"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh232"	"product"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh232"	"product"	"MNXM2083"	"C6H10NO3"	"-1"	"4-acetamidobutanoate"
"Rh235"	"reactant"	"MNXM1816"	"C2H3ClO"	"0"	"chloroacetaldehyde"
"Rh235"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh235"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh235"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh235"	"product"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh235"	"product"	"MNXM1468"	"C2H2ClO2"	"-1"	"chloroacetate"
"Rh236"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh236"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh236"	"reactant"	"MNXM2414"	"C10H13O2"	"-1"	"perillate"
"Rh236"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh236"	"product"	"MNXM2149"	"C10H14O"	"0"	"perillyl aldehyde"
"Rh236"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh237"	"reactant"	"MNXM1959"	"C15H24O"	"0"	"(2E,6E)-farnesal"
"Rh237"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh237"	"reactant"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh237"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh237"	"product"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh237"	"product"	"MNXM3989"	"C15H23O2"	"-1"	"(2E,6E)-farnesoate"
"Rh240"	"reactant"	"NA"	NA	NA	NA
"Rh240"	"product"	"NA"	NA	NA	NA
"Rh243"	"reactant"	"MNXM275"	"C3H4O7P"	"-3"	"2-phospho-D-glycerate"
"Rh243"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh243"	"product"	"MNXM73"	"C3H2O6P"	"-3"	"phosphoenolpyruvate"
"Rh245"	"reactant"	"MNXM162650"	"(C5H8)n.C54H92N2O32P2"	"-2"	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh245"	"reactant"	"MNXM82"	"C16H23N5O16P2"	"-2"	"GDP-alpha-D-mannose"
"Rh245"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh245"	"product"	"MNXM11176"	"(C5H8)n.C66H112N2O42P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh245"	"product"	"MNXM30"	"C10H12N5O11P2"	"-3"	"GDP"
"Rh246"	"reactant"	"MNXM30"	"C10H12N5O11P2"	"-3"	"GDP"
"Rh246"	"reactant"	"MNXM31421"	"(C5H8)nC66H114N2O42P2"	"0"	"(alpha-D-mannosyl)4-beta-D-mannosyldiacetylchitobiosyldiphosphodolichol"
"Rh246"	"product"	"MNXM82"	"C16H23N5O16P2"	"-2"	"GDP-alpha-D-mannose"
"Rh246"	"product"	"MNXM9326"	"NA"	"NA"	"G10526"
"Rh247"	"reactant"	"MNXM1419"	"C9H14N4O3"	"0"	"carnosine"
"Rh247"	"reactant"	"MNXM16"	"C15H23N6O5S"	"1"	"S-adenosyl-L-methionine"
"Rh247"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh247"	"product"	"MNXM19"	"C14H20N6O5S"	"0"	"S-adenosyl-L-homocysteine"
"Rh247"	"product"	"MNXM2639"	"C10H16N4O3"	"0"	"anserine"
"Rh249"	"reactant"	"MNXM11177"	"(C5H8)n.C72H122N2O47P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh249"	"reactant"	"MNXM7322"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-mannosyl phosphate"
"Rh249"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh249"	"product"	"MNXM11178"	"(C5H8)n.C78H132N2O52P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh249"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh250"	"reactant"	"MNXM162649"	"(C5H8)n.C84H142N2O57P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh250"	"reactant"	"MNXM7322"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-mannosyl phosphate"
"Rh250"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh250"	"product"	"MNXM11180"	"(C5H8)n.C90H152N2O62P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh250"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh251"	"reactant"	"MNXM151"	"C20H30N6O12S2"	"-2"	"glutathione disulfide"
"Rh251"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh251"	"product"	"MNXM22"	"H2O2"	"0"	"H2O2"
"Rh251"	"product"	"MNXM57"	"C10H16N3O6S"	"-1"	"glutathione"
"Rh252"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh252"	"reactant"	"MNXM10"	"C21H27N7O14P2"	"-2"	"NADH"
"Rh252"	"reactant"	"MNXM69"	"C2HO3"	"-1"	"glyoxylate"
"Rh252"	"product"	"MNXM222"	"C2H3O3"	"-1"	"glycolate"
"Rh252"	"product"	"MNXM8"	"C21H26N7O14P2"	"-1"	"NAD(+)"
"Rh255"	"reactant"	"MNXM15"	"H4N"	"1"	"NH4(+)"
"Rh255"	"reactant"	"MNXM89557"	"C5H8NO4"	"-1"	"L-glutamate"
"Rh255"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh255"	"product"	"MNXM37"	"C5H10N2O3"	"0"	"L-glutamine"
"Rh256"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh256"	"reactant"	"MNXM161"	"C8H8NO6P"	"-2"	"pyridoxal 5'-phosphate"
"Rh256"	"reactant"	"MNXM7"	"C10H12N5O10P2"	"-3"	"ADP"
"Rh256"	"product"	"MNXM3"	"C10H12N5O13P3"	"-4"	"ATP"
"Rh256"	"product"	"MNXM311"	"C8H9NO3"	"0"	"pyridoxal"
"Rh257"	"reactant"	"MNXM11178"	"(C5H8)n.C78H132N2O52P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh257"	"reactant"	"MNXM7322"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-mannosyl phosphate"
"Rh257"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh257"	"product"	"MNXM162649"	"(C5H8)n.C84H142N2O57P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh257"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh264"	"reactant"	" MNXM1003"	NA	NA	NA
"Rh264"	"reactant"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh264"	"product"	" MNXM1003"	NA	NA	NA
"Rh264"	"product"	"MNXM99"	"C6H12O6"	"0"	"alpha-D-glucose"
"Rh265"	"reactant"	"MNXM11180"	"(C5H8)n.C90H152N2O62P2"	"-2"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh265"	"reactant"	"MNXM145615"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-glucosyl phosphate"
"Rh265"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh265"	"product"	"MNXM11181"	"(C5H8)n.C96H162N2O67P2"	"-2"	"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh265"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh266"	"reactant"	"MNXM11181"	"(C5H8)n.C96H162N2O67P2"	"-2"	"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh266"	"reactant"	"MNXM145615"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-glucosyl phosphate"
"Rh266"	"product"	"MNXM1"	"H"	"1"	"H(+)"
"Rh266"	"product"	"MNXM11182"	"(C5H8)n.C102H172N2O72P2"	"-2"	"alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol"
"Rh266"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh267"	"reactant"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh267"	"reactant"	"MNXM9266"	"NA"	"NA"	"G00140"
"Rh267"	"product"	"MNXM296"	"(C5H8)nC26H47O9P"	"0"	"dolichyl D-mannosyl phosphate"
"Rh267"	"product"	"MNXM7903"	"NA"	"NA"	"G00149"
"Rh269"	"reactant"	"MNXM145553"	"C14H24N2O2S2R2"	"0"	"(R)-N(6)-lipoyl-L-lysine residue"
"Rh269"	"reactant"	"MNXM316"	"C10H13N5O3"	"0"	"5'-deoxyadenosine"
"Rh269"	"reactant"	"MNXM50287"	"Fe2S2"	"2"	"[2Fe-2S](2+)"
"Rh269"	"reactant"	"MNXM55810"	"HR"	"0"	"H group"
"Rh269"	"reactant"	"MNXM61"	"C5H11NO2S"	"0"	"L-methionine"
"Rh269"	"product"	"MNXM145774"	"C14H26N2O2R2"	"0"	"N(6)-octanoyl-L-lysine residue"
"Rh269"	"product"	"MNXM16"	"C15H23N6O5S"	"1"	"S-adenosyl-L-methionine"
"Rh269"	"product"	"MNXM50286"	"Fe2S2"	"1"	"[2Fe-2S](1+)"
"Rh269"	"product"	"MNXM87040"	"HSR"	"0"	"thiol group"
"Rh270"	"reactant"	"MNXM16"	"C15H23N6O5S"	"1"	"S-adenosyl-L-methionine"
"Rh270"	"reactant"	"MNXM4111"	"NA"	"NA"	"Sulfur donor"
"Rh270"	"reactant"	"MNXM979"	"C8H15OSR"	"0"	"octanoyl-[acyl-carrier protein]"
"Rh270"	"product"	"MNXM19093"	"C8H13OS3R"	"0"	"Lipoyl-[acp]"
"Rh270"	"product"	"MNXM316"	"C10H13N5O3"	"0"	"5'-deoxyadenosine"
"Rh270"	"product"	"MNXM61"	"C5H11NO2S"	"0"	"L-methionine"
"Rh272"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh272"	"reactant"	"MNXM105630"	"O3S"	"-2"	"sulfite"
"Rh272"	"reactant"	"MNXM762"	"CHNS"	"0"	"thiocyanate"
"Rh272"	"product"	"MNXM254"	"CHN"	"0"	"hydrogen cyanide"
"Rh272"	"product"	"MNXM323"	"HO3S2"	"-1"	"thiosulfate"
"Rh276"	"reactant"	"MNXM145615"	"C26H46O9P(C5H8)n"	"-1"	"dolichyl beta-D-glucosyl phosphate"
"Rh276"	"reactant"	"MNXM17"	"C9H11N2O12P2"	"-3"	"UDP"
"Rh276"	"product"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"	"dolichyl phosphate"
"Rh276"	"product"	"MNXM52"	"C15H22N2O17P2"	"-2"	"UDP-D-glucose"
"Rh277"	"reactant"	"MNXM275"	"C3H4O7P"	"-3"	"2-phospho-D-glycerate"
"Rh277"	"product"	"MNXM2"	"H2O"	"0"	"H2O"
"Rh277"	"product"	"MNXM73"	"C3H2O6P"	"-3"	"phosphoenolpyruvate"
"Rh279"	"reactant"	"MNXM1"	"H"	"1"	"H(+)"
"Rh279"	"reactant"	"MNXM311"	"C8H9NO3"	"0"	"pyridoxal"
"Rh279"	"reactant"	"MNXM6"	"C21H26N7O17P3"	"-4"	"NADPH"
"Rh279"	"product"	"MNXM419"	"C8H11NO3"	"0"	"pyridoxine"
"Rh279"	"product"	"MNXM5"	"C21H25N7O17P3"	"-3"	"NADP(+)"
"Rh280"	"reactant"	"MNXM15"	"H4N"	"1"	"NH4(+)"
"Rh280"	"reactant"	"MNXM23"	"C3H3O3"	"-1"	"pyruvate"
"Rh280"	"product"	"MNXM53"	"C3H7NO3"	"0"	"L-serine"
