"rxnID"	"Standard_metName"	"keggid"	"chebiid"	"chebiid2"	"MNX_ID"	"Formula"	"Charge"
"Rh117"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh117"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh118"	"uridine"	"C00299"	"NA"	"CHEBI:16704"	"MNXM288"	"C9H12N2O6"	"0"
"Rh118"	"GTP"	"C00044"	"NA"	"CHEBI:15996"	"MNXM51"	"C10H12N5O14P3"	"-4"
"Rh118"	"UMP"	"C00105"	"ChEBI:16695"	"CHEBI:16695"	"MNXM80"	"C9H11N2O9P"	"-2"
"Rh118"	"GDP"	"C00035"	"ChEBI:17552"	"CHEBI:17552"	"MNXM30"	"C10H12N5O11P2"	"-3"
"Rh118"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh119"	"3-hydroxy-2-methylpropanoyl-CoA"	"C04047"	"ChEBI:15481"	"CHEBI:15481"	"MNXM1034"	"C25H38N7O18P3S"	"-4"
"Rh119"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh119"	"3-hydroxy-2-methylpropanoate"	"C01188"	"ChEBI:11805"	"CHEBI:11805"	"MNXM396"	"C4H7O3"	"-1"
"Rh119"	"coenzyme A"	"C00010"	"NA"	"CHEBI:15346"	"MNXM12"	"C21H32N7O16P3S"	"-4"
"Rh119"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh120"	"sodium"	"C01330"	"ChEBI:29101"	"CHEBI:29101"	"MNXM27"	"Na"	"1"
"Rh120"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh120"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh120"	"sodium"	"C01330"	"ChEBI:29101"	"CHEBI:29101"	"MNXM27"	"Na"	"1"
"Rh120"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh120"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh120"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh121"	"sterols"	"C00370"	"ChEBI:15889"	"CHEBI:15889"	"MNXM82761"	"NA"	"NA"
"Rh121"	"sterols"	"C00370"	"ChEBI:15889"	"CHEBI:15889"	"MNXM82761"	"NA"	"NA"
"Rh122"	"L-serine"	"C00065"	"NA"	"CHEBI:17115"	"MNXM53"	"C3H7NO3"	"0"
"Rh122"	"L-serine"	"C00065"	"NA"	"CHEBI:17115"	"MNXM53"	"C3H7NO3"	"0"
"Rh123"	"L-alanine"	"C00041"	"ChEBI:16977"	"CHEBI:16977"	"MNXM32"	"C3H7NO2"	"0"
"Rh123"	"2-oxoglutarate"	"C00026"	"NA"	"CHEBI:16810"	"MNXM20"	"C5H4O5"	"-2"
"Rh123"	"pyruvate"	"C00022"	"NA"	"CHEBI:15361"	"MNXM23"	"C3H3O3"	"-1"
"Rh123"	"L-glutamate"	"C00025"	"NA"	"CHEBI:16015"	"MNXM89557"	"C5H8NO4"	"-1"
"Rh124"	"2-Phenylacetamide"	"C02505"	"ChEBI:16562"	"CHEBI:16562"	"MNXM2073"	"C8H9NO"	"0"
"Rh124"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh124"	"phenylacetic acid"	"C07086"	"NA"	"CHEBI:30745"	"MNXM497"	"C8H7O2"	"-1"
"Rh124"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh125"	"(Indol-3-yl)acetamide"	"C02693"	"ChEBI:16031"	"CHEBI:16031"	"MNXM2239"	"C10H10N2O"	"0"
"Rh125"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh125"	"indole-3-acetate"	"C00954"	"NA"	"CHEBI:16411"	"MNXM383"	"C10H8NO2"	"-1"
"Rh125"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh126"	"4-guanidinobutanamide"	"C03078"	"NA"	"CHEBI:18062"	"MNXM2617"	"C5H13N4O"	"1"
"Rh126"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh126"	"4-guanidinobutanoic acid"	"C01035"	"ChEBI:15728"	"CHEBI:15728"	"MNXM1312"	"C5H11N3O2"	"0"
"Rh126"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh127"	"Monocarboxylic acid amide"	"C03620"	"NA"	"NA"	NA	NA	NA
"Rh127"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh127"	"Carboxylate"	"C00060"	"ChEBI:35757"	"CHEBI:35757"	"MNXM72"	"CO2R"	"-1"
"Rh127"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh128"	"Acrylic acid"	"C00511"	"ChEBI:37080"	"CHEBI:37080"	"MNXM1368"	"C3H3O2"	"-1"
"Rh128"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh128"	"Acrylamide"	"C01659"	"ChEBI:28619"	"CHEBI:28619"	"MNXM3208"	"C3H5NO"	"0"
"Rh128"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh129"	"Benzamide"	"C09815"	"ChEBI:28179"	"CHEBI:28179"	"MNXM5065"	"C7H7NO"	"0"
"Rh129"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh129"	"Benzoate"	"C00180"	"ChEBI:16150"	"CHEBI:16150"	"MNXM217"	"C7H5O2"	"-1"
"Rh129"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh130"	"D-gluconate"	"C00257"	"ChEBI:18391"	"CHEBI:18391"	"MNXM341"	"C6H11O7"	"-1"
"Rh130"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh130"	"6-phospho-D-gluconate"	"C00345"	"NA"	"CHEBI:48928"	"MNXM325"	"C6H10O10P"	"-3"
"Rh130"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh130"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh131"	"Cu2(+)"	"C00070"	"ChEBI:28694"	"CHEBI:28694"	"MNXM1656"	"Cu"	"0"
"Rh131"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh131"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh131"	"Cu2(+)"	"C00070"	"ChEBI:28694"	"CHEBI:28694"	"MNXM1656"	"Cu"	"0"
"Rh131"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh131"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh131"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh132"	"dolichyl D-mannosyl phosphate"	"C03862"	"NA"	"CHEBI:15809"	"MNXM296"	"(C5H8)nC26H47O9P"	"0"
"Rh132"	"[Protein]-L-serine"	"C02189"	"NA"	"CHEBI:8572"	"MNXM6406"	"C4H6N2O3R2"	"0"
"Rh132"	"dolichyl phosphate"	"C00110"	"NA"	"CHEBI:16214"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"
"Rh132"	"3-O-(alpha-D-Mannosyl)-L-serinyl-[protein]"	"C02863"	"NA"	"NA"	NA	NA	NA
"Rh133"	"dolichyl D-mannosyl phosphate"	"C03862"	"NA"	"CHEBI:15809"	"MNXM296"	"(C5H8)nC26H47O9P"	"0"
"Rh133"	"[Protein]-L-serine"	"C02189"	"NA"	"CHEBI:8572"	"MNXM6406"	"C4H6N2O3R2"	"0"
"Rh133"	"dolichyl phosphate"	"C00110"	"NA"	"CHEBI:16214"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"
"Rh133"	"G13027"	"G13027"	"NA"	"NA"	NA	NA	NA
"Rh134"	"dolichyl D-mannosyl phosphate"	"C03862"	"NA"	"CHEBI:15809"	"MNXM296"	"(C5H8)nC26H47O9P"	"0"
"Rh134"	"[Protein]-L-threonine"	"C19803"	"NA"	"NA"	NA	NA	NA
"Rh134"	"dolichyl phosphate"	"C00110"	"NA"	"CHEBI:16214"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"
"Rh134"	"3-O-(alpha-D-Mannosyl)-L-threonyl-[protein]"	"C20722"	"NA"	"NA"	NA	NA	NA
"Rh135"	"chitin"	"C00461"	"NA"	"CHEBI:17029"	"MNXM1271"	"H2O(C8H13NO5)n"	"0"
"Rh135"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh135"	"N-Acetyl-D-glucosamine"	"C00140"	"ChEBI:506227"	"CHEBI:506227"	"MNXM143"	"C8H15NO6"	"0"
"Rh135"	"chitin"	"C00461"	"NA"	"CHEBI:17029"	"MNXM1271"	"H2O(C8H13NO5)n"	"0"
"Rh136"	"chitin"	"C00461"	"NA"	"CHEBI:17029"	"MNXM1271"	"H2O(C8H13NO5)n"	"0"
"Rh136"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh136"	"Chitobiose"	"C01674"	"NA"	"CHEBI:28681"	"MNXM1680"	"C16H28N2O11"	"0"
"Rh136"	"chitin"	"C00461"	"NA"	"CHEBI:17029"	"MNXM1271"	"H2O(C8H13NO5)n"	"0"
"Rh137"	"D-glucose"	"C00031"	"ChEBI:4167"	"CHEBI:4167"	"MNXM41"	"C6H12O6"	"0"
"Rh137"	"D-glucose"	"C00031"	"ChEBI:4167"	"CHEBI:4167"	"MNXM41"	"C6H12O6"	"0"
"Rh138"	"myo-inositol"	"C00137"	"NA"	"CHEBI:17268"	"MNXM127"	"C6H12O6"	"0"
"Rh138"	"myo-inositol"	"C00137"	"NA"	"CHEBI:17268"	"MNXM127"	"C6H12O6"	"0"
"Rh139"	"S-adenosyl-L-methionine"	"C00019"	"ChEBI:67040"	"CHEBI:67040"	"MNXM16"	"C15H23N6O5S"	"1"
"Rh139"	"Protein C-terminal S-farnesyl-L-cysteine"	"C04506"	"ChEBI:17171"	"CHEBI:17171"	"MNXM5285"	"NA"	"NA"
"Rh139"	"S-adenosyl-L-homocysteine"	"C00021"	"ChEBI:16680"	"CHEBI:16680"	"MNXM19"	"C14H20N6O5S"	"0"
"Rh139"	"Protein C-terminal S-farnesyl-L-cysteine methyl ester"	"C04748"	"ChEBI:15818"	"CHEBI:15818"	"MNXM6400"	"NA"	"NA"
"Rh140"	"UDP-N-acetyl-alpha-D-glucosamine"	"C00043"	"ChEBI:16264"	"CHEBI:16264"	"MNXM47"	"C17H25N3O17P2"	"-2"
"Rh140"	"1-phosphatidyl-1D-myo-inositol"	"C01194"	"ChEBI:16749"	"CHEBI:16749"	"MNXM62"	"C11H16O13PR2"	"-1"
"Rh140"	"UDP"	"C00015"	"ChEBI:17659"	"CHEBI:17659"	"MNXM17"	"C9H11N2O12P2"	"-3"
"Rh140"	"G00143"	"G00143"	"NA"	"NA"	NA	NA	NA
"Rh141"	"PRPP"	"C00119"	"ChEBI:17111"	"CHEBI:17111"	"MNXM91"	"C5H8O14P3"	"-5"
"Rh141"	"adenine"	"C00147"	"NA"	"CHEBI:16708"	"MNXM168"	"C5H5N5"	"0"
"Rh141"	"AMP"	"C00020"	"NA"	"CHEBI:16027"	"MNXM14"	"C10H12N5O7P"	"-2"
"Rh141"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh142"	"Polyphosphate"	"C00404"	"CHEBI:16838"	"CHEBI:16838"	"MNXM77738"	"(O3P)nHO"	"NA"
"Rh142"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh142"	"oligophosphate"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh143"	"(polyphosphate)(n)"	"C00404"	"NA"	"CHEBI:16838"	"MNXM77738"	"(O3P)nHO"	"NA"
"Rh143"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh143"	"(polyphosphate)(n-1)"	"C00404"	"NA"	"CHEBI:16838"	"MNXM77738"	"(O3P)nHO"	"NA"
"Rh143"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh144"	"dATP"	"C00131"	"NA"	"CHEBI:16284"	"MNXM286"	"C10H12N5O12P3"	"-4"
"Rh144"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh144"	"dADP"	"C00206"	"NA"	"CHEBI:16174"	"MNXM374"	"C10H12N5O9P2"	"-3"
"Rh144"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh145"	"sodium"	"C01330"	"ChEBI:29101"	"CHEBI:29101"	"MNXM27"	"Na"	"1"
"Rh145"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh145"	"sodium"	"C01330"	"ChEBI:29101"	"CHEBI:29101"	"MNXM27"	"Na"	"1"
"Rh145"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh146"	"potassium"	"C00238"	"ChEBI:29103"	"CHEBI:29103"	"MNXM95"	"K"	"1"
"Rh146"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh146"	"potassium"	"C00238"	"ChEBI:29103"	"CHEBI:29103"	"MNXM95"	"K"	"1"
"Rh146"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh147"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh147"	"D-glucose"	"C00031"	"ChEBI:4167"	"CHEBI:4167"	"MNXM41"	"C6H12O6"	"0"
"Rh147"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh147"	"D-glucose 6-phosphate"	"C00092"	"NA"	"CHEBI:4170"	"MNXM160"	"C6H11O9P"	"-2"
"Rh148"	"(R)-lactate"	"C00256"	"NA"	"CHEBI:16004"	"MNXM285"	"C3H5O3"	"-1"
"Rh148"	"methylglyoxal"	"C00546"	"NA"	"CHEBI:17158"	"MNXM310"	"C3H4O2"	"0"
"Rh148"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh149"	"Ca(2+)"	"C00076"	"ChEBI:29108"	"CHEBI:29108"	"MNXM128"	"Ca"	"2"
"Rh149"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh149"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh149"	"Ca(2+)"	"C00076"	"ChEBI:29108"	"CHEBI:29108"	"MNXM128"	"Ca"	"2"
"Rh149"	"ADP"	"C00008"	"ChEBI:16761"	"CHEBI:16761"	"MNXM7"	"C10H12N5O10P2"	"-3"
"Rh149"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh149"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh150"	"Arg-tRNA(Arg)"	"C02163"	"ChEBI:18366"	"CHEBI:18366"	"MNXM89870"	"NA"	"NA"
"Rh150"	"Protein"	"C00017"	"NA"	"CHEBI:16541"	"MNXM78340"	"NA"	"NA"
"Rh150"	"tRNA(Arg)"	"C01636"	"ChEBI:29171"	"CHEBI:29171"	"MNXM90751"	"NA"	"NA"
"Rh150"	"L-Arginyl-protein"	"C16739"	"ChEBI:17518"	"CHEBI:17518"	"MNXM73312"	"NA"	"NA"
"Rh151"	"[cysteine desulfurase]-[scaffold protein-(2Fe-2S)] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh151"	"[Fe-S cluster biosynthesis co-chaperone]"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh151"	"[co-chaperone]-[scaffold protein-(2Fe-2S)] complex"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh151"	"L-cysteine desulfurase"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh152"	"Dolichyl diphosphooligosaccharide"	"C04213"	"NA"	"CHEBI:15926"	"MNXM96359"	"C36H61N2O17P2R(C5H8)n"	"-2"
"Rh152"	"Protein asparagine"	"C03021"	"NA"	"NA"	NA	NA	NA
"Rh152"	"dolichyl diphosphate"	"C00621"	"chebi:57497"	"CHEBI:15750"	"MNXM2370"	"C20H35O7P2(C5H8)n"	"-3"
"Rh152"	"Glycoprotein with the oligosaccharide chain attached by N-glycosyl linkage to protein L-asparagine"	"C11572"	"NA"	"CHEBI:5489"	"MNXM526024"	"C11H16N3O7R2(C12H20O11)n"	"NA"
"Rh153"	"Protein asparagine"	"C03021"	"NA"	"NA"	NA	NA	NA
"Rh153"	"G00008"	"G00008"	"NA"	"NA"	NA	NA	NA
"Rh153"	"dolichyl diphosphate"	"C00621"	"chebi:57497"	"CHEBI:15750"	"MNXM2370"	"C20H35O7P2(C5H8)n"	"-3"
"Rh153"	"G00009"	"G00009"	"NA"	"NA"	NA	NA	NA
"Rh154"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh154"	"G00009"	"G00009"	"NA"	"NA"	NA	NA	NA
"Rh154"	"D-glucose"	"C00031"	"ChEBI:4167"	"CHEBI:4167"	"MNXM41"	"C6H12O6"	"0"
"Rh154"	"G00171"	"G00171"	"NA"	"NA"	NA	NA	NA
"Rh155"	"GDP-alpha-D-mannose"	"C00096"	"ChEBI:15820"	"CHEBI:15820"	"MNXM82"	"C16H23N5O16P2"	"-2"
"Rh155"	"G10694"	"G10694"	"NA"	"NA"	NA	NA	NA
"Rh155"	"GDP"	"C00035"	"ChEBI:17552"	"CHEBI:17552"	"MNXM30"	"C10H12N5O11P2"	"-3"
"Rh155"	"G01813"	"G01813"	"NA"	"NA"	NA	NA	NA
"Rh156"	"GDP-alpha-D-mannose"	"C00096"	"ChEBI:15820"	"CHEBI:15820"	"MNXM82"	"C16H23N5O16P2"	"-2"
"Rh156"	"G00003"	"G00003"	"NA"	"NA"	NA	NA	NA
"Rh156"	"GDP"	"C00035"	"ChEBI:17552"	"CHEBI:17552"	"MNXM30"	"C10H12N5O11P2"	"-3"
"Rh156"	"G00004"	"G00004"	"NA"	"NA"	NA	NA	NA
"Rh157"	"GDP-alpha-D-mannose"	"C00096"	"ChEBI:15820"	"CHEBI:15820"	"MNXM82"	"C16H23N5O16P2"	"-2"
"Rh157"	"G00004"	"G00004"	"NA"	"NA"	NA	NA	NA
"Rh157"	"GDP"	"C00035"	"ChEBI:17552"	"CHEBI:17552"	"MNXM30"	"C10H12N5O11P2"	"-3"
"Rh157"	"G00005"	"G00005"	"NA"	"NA"	NA	NA	NA
"Rh158"	"2-O-(6-phospho-alpha-D-mannosyl)-D-glycerate"	"C16699"	"ChEBI:60331"	"CHEBI:60331"	"MNXM3470"	"C9H14O12P"	"-3"
"Rh158"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh158"	"D-mannose 6-phosphate"	"C00275"	"ChEBI:17369"	"CHEBI:17369"	"MNXM427"	"C6H11O9P"	"-2"
"Rh158"	"D-glycerate"	"C00275"	"ChEBI:16659"	"CHEBI:17369"	"MNXM427"	"C6H11O9P"	"-2"
"Rh159"	"alpha-D-mannoside"	"C02603"	"ChEBI:27535"	"CHEBI:27535"	"MNXM3535"	"NA"	"NA"
"Rh159"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh159"	"alpha-D-mannopyranose"	"C00936"	"ChEBI:28729"	"CHEBI:28729"	"MNXM919"	"C6H12O6"	"0"
"Rh159"	"non glycosylated sugar acceptor"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh160"	"L-threonine"	"C00188"	"NA"	"CHEBI:16857"	"MNXM142"	"C4H9NO3"	"0"
"Rh160"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh160"	"bicarbonate"	"C00288"	"NA"	"CHEBI:17544"	"MNXM60"	"CHO3"	"-1"
"Rh160"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh160"	"L-Threonylcarbamoyladenylate"	"C20641"	"NA"	"NA"	NA	NA	NA
"Rh160"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh160"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh161"	"D-Serine"	"C00740"	"ChEBI:16523"	"CHEBI:16523"	"MNXM694"	"C3H7NO3"	"0"
"Rh161"	"pyruvate"	"C00022"	"NA"	"CHEBI:15361"	"MNXM23"	"C3H3O3"	"-1"
"Rh161"	"ammonium"	"C01342"	"NA"	"CHEBI:28938"	"MNXM15"	"H4N"	"1"
"Rh162"	"O-acetyl-L-serine"	"C00979"	"ChEBI:17981"	"CHEBI:17981"	"MNXM418"	"C5H9NO4"	"0"
"Rh162"	"hydrogen sulfide"	"C00283"	"ChEBI:16136"	"CHEBI:16136"	"MNXM89582"	"HS"	"-1"
"Rh162"	"L-cysteine"	"C00097"	"ChEBI:17561"	"CHEBI:17561"	"MNXM55"	"C3H7NO2S"	"0"
"Rh162"	"acetate"	"C00033"	"NA"	"CHEBI:30089"	"MNXM26"	"C2H3O2"	"-1"
"Rh163"	"dolichyl diphosphate"	"C00621"	"chebi:57497"	"CHEBI:15750"	"MNXM2370"	"C20H35O7P2(C5H8)n"	"-3"
"Rh163"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh163"	"dolichyl phosphate"	"C00110"	"NA"	"CHEBI:16214"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"
"Rh163"	"phosphate"	"C00009"	"NA"	"CHEBI:18367"	"MNXM9"	"HO4P"	"-2"
"Rh164"	"sedoheptulose 7-phosphate"	"C05382"	"NA"	"CHEBI:15721"	"MNXM271"	"C7H13O10P"	"-2"
"Rh164"	"glyceraldehyde 3-phosphate"	"C00118"	"NA"	"CHEBI:29052"	"MNXM74"	"C3H5O6P"	"-2"
"Rh164"	"D-erythrose 4-phosphate"	"C00279"	"NA"	"CHEBI:48153"	"MNXM258"	"C4H7O7P"	"-2"
"Rh164"	"beta-D-Fructose 6-phosphate"	"C05345"	"CHEBI:57634"	"CHEBI:16084"	"MNXM89621"	"C6H11O9P"	"-2"
"Rh165"	"CTP"	"C00063"	"NA"	"CHEBI:17677"	"MNXM63"	"C9H12N3O14P3"	"-4"
"Rh165"	"phosphatidate"	"C00416"	"ChEBI:16337"	"CHEBI:16337"	"MNXM96054"	"C5H5O8PR2"	"-2"
"Rh165"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh165"	"CDP-diacylglycerol"	"C00269"	"ChEBI:17962"	"CHEBI:17962"	"MNXM201"	"C14H17N3O15P2R2"	"-2"
"Rh166"	"NAD"	"C00003"	"NA"	"CHEBI:15846"	"MNXM8"	"C21H26N7O14P2"	"-1"
"Rh166"	"L-glycine"	"C00037"	"ChEBI:15428"	"CHEBI:15428"	"MNXM29"	"C2H5NO2"	"0"
"Rh166"	"Sulfur donor"	"C17023"	"ChEBI:80867"	"CHEBI:80867"	"MNXM4111"	"NA"	"NA"
"Rh166"	"ADP-5-ethyl-4-methylthiazole-2-carboxylate"	"C20784"	"ChEBI:134399"	"CHEBI:134399"	"MNXM37826"	"C17H19N6O12P2S"	"-3"
"Rh166"	"nicotinamide"	"C00153"	"NA"	"CHEBI:17154"	"MNXM216"	"C6H6N2O"	"0"
"Rh166"	"H2O"	"C00001"	"NA"	"CHEBI:15377"	"MNXM2"	"H2O"	"0"
"Rh167"	"Dolichyl beta-D-glucosyl phosphate"	"C01246"	"ChEBI:15812"	"CHEBI:15812"	"MNXM145615"	"C26H46O9P(C5H8)n"	"-1"
"Rh167"	"G10599"	"G10599"	"NA"	"NA"	NA	NA	NA
"Rh167"	"dolichyl phosphate"	"C00110"	"NA"	"CHEBI:16214"	"MNXM278"	"C20H35O4P(C5H8)n"	"-2"
"Rh167"	"G00008"	"G00008"	"NA"	"NA"	NA	NA	NA
"Rh168"	"nitric oxide"	"C00533"	"ChEBI:16480"	"CHEBI:16480"	"MNXM228"	"NO"	"0"
"Rh168"	"oxygen"	"C00007"	"NA"	"CHEBI:15379"	"MNXM4"	"O2"	"0"
"Rh168"	"NAD(P)H"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh168"	"nitrate"	"C00244"	"ChEBI:48107"	"CHEBI:48107"	"MNXM207"	"NO3"	"-1"
"Rh168"	"NAD(P)"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh168"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh169"	"oxidized c-type cytochrome"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh169"	"ubiquinol-6"	"C00390"	"NA"	"CHEBI:17976"	"MNXM202"	"C9H12O4(C5H8)n"	"0"
"Rh169"	"reduced c-type cytochrome"	"NA"	"NA"	"NA"	NA	NA	NA
"Rh169"	"ubiquinone"	"NA"	"CHEBI:16389"	"CHEBI:16389"	"MNXM176"	"C9H10O4(C5H8)n"	"0"
"Rh169"	"H+"	"C00080"	"NA"	"CHEBI:15378"	"MNXM1"	"H"	"1"
"Rh170"	"ATP"	"C00002"	"ChEBI:15422"	"CHEBI:15422"	"MNXM3"	"C10H12N5O13P3"	"-4"
"Rh170"	"(R)-Lipoate"	"C16241"	"ChEBI:30314"	"CHEBI:30314"	"MNXM1484"	"C8H13O2S2"	"-1"
"Rh170"	"diphosphate"	"C00013"	"NA"	"CHEBI:18361"	"MNXM11"	"HO7P2"	"-3"
"Rh170"	"Lipoyl-AMP"	"C16238"	"ChEBI:55451"	"CHEBI:55451"	"MNXM2392"	"C18H25N5O8PS2"	"-1"
"Rh171"	"Lipoyl-AMP"	"C16238"	"ChEBI:55451"	"CHEBI:55451"	"MNXM2392"	"C18H25N5O8PS2"	"-1"
"Rh171"	"Apoprotein"	"C16240"	"ChEBI:13850"	"CHEBI:13850"	"MNXM91491"	"NA"	"NA"
"Rh171"	"Protein N6-(lipoyl)lysine"	"C16237"	"ChEBI:80399"	"CHEBI:80399"	"MNXM96070"	"C8H14NOS2R"	"0"
"Rh171"	"AMP"	"C00020"	"NA"	"CHEBI:16027"	"MNXM14"	"C10H12N5O7P"	"-2"
