"gene"	"reaction_biocyc"	"sign"
"YOR267C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOR233W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOR119C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOR061W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOL128C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOL113W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOL100W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOL045W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPR111W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPR106W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL236C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL209C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL204W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL150W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL141C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL026C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YPL031C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YFL029C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YBR160W"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YOL016C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YFR014C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YBL105C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YAR018C"	"a [protein]-(L-serine/L-threonine) + ATP = a [protein] (L-serine/L-threonine) phosphate + ADP + H+"	"NO"
"YBR229C"	"a [protein]-L-asparagine-[(glucosyl)2(mannosyl)9(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[glucosyl(mannosyl)9(N-acetylglucosaminyl)2] + D-glucopyranose"	"NO"
"YDR221W"	"a [protein]-L-asparagine-[(glucosyl)2(mannosyl)9(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[glucosyl(mannosyl)9(N-acetylglucosaminyl)2] + D-glucopyranose"	"NO"
"YGL027C"	"a [protein]-L-asparagine-[(glucosyl)3(mannosyl)9(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[(glucosyl)2(mannosyl)9(N-acetylglucosaminyl)2] + D-glucopyranose"	"NO"
"YHR204W"	"a [protein]-L-asparagine-[(mannosyl)8(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[(mannosyl)7(N-acetylglucosaminyl)2] + D-mannose"	"NO"
"YJR131W"	"a [protein]-L-asparagine-[(mannosyl)9(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[(mannosyl)8(N-acetylglucosaminyl)2] + beta-D-mannopyranose"	"NO"
"YBR229C"	"a [protein]-L-asparagine-[glucosyl(mannosyl)9(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[(mannosyl)9(N-acetylglucosaminyl)2] + D-glucopyranose"	"NO"
"YDR221W"	"a [protein]-L-asparagine-[glucosyl(mannosyl)9(N-acetylglucosaminyl)2] + H2O => a [protein]-L-asparagine-[(mannosyl)9(N-acetylglucosaminyl)2] + D-glucopyranose"	"NO"
"YDL200C"	"a [protein]-L-cysteine + an O6-methylguanine in DNA => a [protein]-S-methyl-L-cysteine + a guanine in DNA"	"NO"
"YHR075C"	"a [protein]-L-glutamate-O5-methyl-ester + H2O => a [protein]-alpha-L-glutamate + methanol + H+"	"NO"
"YER042W"	"a [protein]-L-methionine + an oxidized thioredoxin + H2O = a protein-L-methionine-(R)-S-oxide + a reduced thioredoxin"	"NO"
"YCL033C"	"a [protein]-L-methionine + an oxidized thioredoxin + H2O = a protein-L-methionine-(R)-S-oxide + a reduced thioredoxin"	"NO"
"YER042W"	"a [protein]-L-methionine + an oxidized thioredoxin + H2O = a protein-L-methionine-(S)-S-oxide + a reduced thioredoxin"	"NO"
"YCL033C"	"a [protein]-L-methionine + an oxidized thioredoxin + H2O = a protein-L-methionine-(S)-S-oxide + a reduced thioredoxin"	"NO"
"YCR069W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YDR519W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YDR304C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YDR155C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YHR057C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YJR032W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YJR017C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YLR449W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YLR216C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YML078W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YML074C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YNR028W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YNL135C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YIL153W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YPL152W"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YPL064C"	"a [protein]-L-proline (omega = 180) <=> a [protein]-L-proline (omega = 0)"	"NO"
"YOR208W"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YBR276C"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YDR067C"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YDL230W"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YER075C"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YFR028C"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YIR026C"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YIL113W"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YNL053W"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YPR073C"	"a [protein]-L-tyrosine phosphate + H2O => a [protein]-L-tyrosine + phosphate"	"NO"
"YPL096W"	"a [protein]-N4-(N-acetyl-beta-D-glucosaminyl)-L-asparagine + H2O = N-acetyl-beta-glucosaminylamine + a [protein]-L-aspartate + H+"	"NO"
"YJR099W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YPL072W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YOR124C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YNL186W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YKR098C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YJL197W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YIL156W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YFR010W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YER098W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YER144C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YER151C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YDL122W"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YDR069C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YBL067C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YBR058C"	"a [protein]-N6-monoubiquitinyl-L-lysine + H2O => a [protein]-L-lysine + a [ubiquitin] C-terminal glycine"	"NO"
"YOR196C"	"a [pyruvate dehydrogenase E2 protein] N6-octanoyl-L-lysine + 2 S-adenosyl-L-methionine + 2 a sulfurated [sulfur carrier] + 2 a reduced [2Fe-2S] ferredoxin => a [pyruvate dehydrogenase E2 protein] N6-lipoyl-L-lysine + 2 L-methionine + 2 5'-deoxyadenosine + 2 an unsulfurated [sulfur carrier] + 2 an oxidized [2Fe-2S] ferredoxin"	"NO"
"YDL033C"	"a [TUM1]-S-sulfanylcysteine + a 5-carboxymethylaminomethyluridine in tRNA + ATP + a reduced electron acceptor => a 5-carboxymethylaminomethyl-2-thiouridine in tRNA + a [TUM1 protein]-L-cysteine + AMP + an oxidized electron acceptor + diphosphate + H+"	"NO"
"YDL145C"	"acetyl-CoA + acetoacetate = acetate + acetoacetyl-CoA"	"NO"
"YOR253W"	"acetyl-CoA + an N-terminal glycyl-[protein] => an N-terminal Nalpha-acetyl-glycyl-[protein] + coenzyme A + H+"	"NO"
"YOR253W"	"acetyl-CoA + an N-terminal L-alanyl-[protein] => an N-terminal N-acetyl-L-alanyl-[protein] + coenzyme A + H+"	"NO"
"YOR253W"	"acetyl-CoA + an N-terminal L-cysteinyl-[protein] => an N-terminal Nalpha-acetyl-L-cysteinyl-[protein] + coenzyme A + H+"	"NO"
"YOR253W"	"acetyl-CoA + an N-terminal L-seryl-[protein] => an N-terminal Nalpha-acetyl-L-seryl-[protein] + coenzyme A + H+"	"NO"
"YOR253W"	"acetyl-CoA + an N-terminal L-threonyl-[protein] => an N-terminal Nalpha-acetyl-L-threonyl-[protein] + coenzyme A + H+"	"NO"
"YOR253W"	"acetyl-CoA + an N-terminal L-valyl-[protein] => an N-terminal Nalpha-acetyl-L-valyl-[protein] + coenzyme A + H+"	"NO"
"YPR051W"	"acetyl-CoA + an N-terminal-L-methionyl-L-leucyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-leucyl-[protein] + coenzyme A + H+"	"NO"
"YEL053C"	"acetyl-CoA + an N-terminal-L-methionyl-L-leucyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-leucyl-[protein] + coenzyme A + H+"	"NO"
"YCR020C-A"	"acetyl-CoA + an N-terminal-L-methionyl-L-leucyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-leucyl-[protein] + coenzyme A + H+"	"NO"
"YPR051W"	"acetyl-CoA + an N-terminal-L-methionyl-L-phenylalanyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-phenylalanyl-[protein] + coenzyme A + H+"	"NO"
"YEL053C"	"acetyl-CoA + an N-terminal-L-methionyl-L-phenylalanyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-phenylalanyl-[protein] + coenzyme A + H+"	"NO"
"YCR020C-A"	"acetyl-CoA + an N-terminal-L-methionyl-L-phenylalanyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-phenylalanyl-[protein] + coenzyme A + H+"	"NO"
"YPR051W"	"acetyl-CoA + an N-terminal-L-methionyl-L-tyrosyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-tyrosyl-[protein] + coenzyme A + H+"	"NO"
"YEL053C"	"acetyl-CoA + an N-terminal-L-methionyl-L-tyrosyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-tyrosyl-[protein] + coenzyme A + H+"	"NO"
"YCR020C-A"	"acetyl-CoA + an N-terminal-L-methionyl-L-tyrosyl-[protein] => an N-terminal Nalpha-acetyl-L-methionyl-L-tyrosyl-[protein] + coenzyme A + H+"	"NO"
"YDR242W"	"acrylamide + H2O = ammonium + acrylate"	"NO"
"YCL005W-A"	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"	"NO"
"YJL180C"	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"	"NO"
"YLR393W"	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"	"NO"
"YNL315C"	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"	"NO"
"YOL077W-A"	"ADP + phosphate + 4 H+[out] <=> ATP + H2O + 3 H+[in]"	"NO"
"YBR022W"	"ADP ribose 1''-phosphate + H2O => ADP-D-ribose + phosphate"	"NO"
"YBR111C"	"ADP-D-ribose + H2O = AMP + D-ribofuranose 5-phosphate + 2 H+"	"NO"
"YBR001C"	"alpha,alpha-trehalose + H2O => beta-D-glucopyranose + alpha-D-glucopyranose"	"NO"
"YMR099C"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YJL002C"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YOR103C"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YOR085W"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YDL232W"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YGL226C-A"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YML019W"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YMR149W"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YEL002C"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YGL022W"	"alpha-D-galactose 6-phosphate <=> beta-D-galactose 6-phosphate"	"NO"
"YGR227W"	"alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->2)-alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YOR067C"	"alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->3)-alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YHL012W"	"alpha-D-glucopyranose 1-phosphate + UTP + H+ <=> UDP-alpha-D-glucose + diphosphate"	"NO"
"YMR099C"	"alpha-D-glucose 6-phosphate <=> beta-D-glucose 6-phosphate"	"NO"
"YNR030W"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate => alpha-D-Man-a-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YOR002W"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-glucosyl phosphate => alpha-D-Glc-(1->3)-alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YNL219C"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YBL082C"	"alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->3)-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YGL065C"	"alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP-alpha-D-mannose => alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + GDP + H+"	"NO"
"YIL085C"	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H+"	"NO"
"YNL048W"	"alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP-alpha-D-mannose => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + 2 GDP + 2 H+"	"NO"
"YNL219C"	"alpha-D-Man-a-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl beta-D-mannosyl phosphate => alpha-D-Man-(1->2)-alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->3)-[alpha-D-Man-(1->2)-alpha-D-Man-(1->6)]-alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosphodolichol + a dolichyl phosphate + H+"	"NO"
"YMR099C"	"alpha-D-mannopyranose 6-phosphate <=> beta-D-mannopyranose 6-phosphate"	"NO"
"YGL243W"	"an adenine37 in tRNAala + H+ + H2O = a hypoxanthine37 in tRNAala + ammonium"	"NO"
"YJL035C"	"an adenine37 in tRNAala + H+ + H2O = a hypoxanthine37 in tRNAala + ammonium"	"NO"
"YJL125C"	"an adenine58 in tRNA + S-adenosyl-L-methionine => S-adenosyl-L-homocysteine + an N1-methyladenine58 in tRNA + H+"	"NO"
"YNL062C"	"an adenine58 in tRNA + S-adenosyl-L-methionine => S-adenosyl-L-homocysteine + an N1-methyladenine58 in tRNA + H+"	"NO"
"YLR316C"	"an adenosine34 in [tRNAArg2] + H+ + H2O = an inosine34 in [tRNAArg2] + ammonium"	"NO"
"YER142C"	"an alkylated DNA + H2O => a DNA containing an apurinic/apyrimidinic site + an alkylated nucleobase"	"NO"
"YIL015W"	"an alpha factor + H2O => a peptide + a peptide"	"NO"
"YGL156W"	"an alpha-D-mannoside + H2O => alpha-D-mannopyranose + a non glycosylated sugar acceptor"	"NO"
"YJR066W"	"an L-1-phosphatidyl-inositol + ATP => a 1-phosphatidyl-1D-myo-inositol 3-phosphate + ADP + H+"	"NO"
"YDR437W"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"	"NO"
"YGR216C"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"	"NO"
"YNL038W"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"	"NO"
"YPL175W"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"	"NO"
"YPL076W"	"an L-1-phosphatidyl-inositol + UDP-N-acetyl-alpha-D-glucosamine = a 6-(N-acetyl-alpha-D-glucosaminyl)-1-phosphatidyl-1D-myo-inositol + UDP + H+"	"NO"
"YBL057C"	"an L-asparaginyl-[tRNAasn] + H2O => L-asparagine + tRNAasn + H+"	"NO"
"YHR189W"	"an L-asparaginyl-[tRNAasn] + H2O => L-asparagine + tRNAasn + H+"	"NO"
"YER078C"	"an L-Cysteine desulfurase with N-terminal prosequence + H2O => L-cysteine desulfurase + a peptide"	"NO"
"YIL103W"	"an L-histidine-[translation elongation factor 2] + S-adenosyl-L-methionine => a 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2] + S-methyl-5'-thioadenosine + H+"	"NO"
"YKL191W"	"an L-histidine-[translation elongation factor 2] + S-adenosyl-L-methionine => a 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2] + S-methyl-5'-thioadenosine + H+"	"NO"
"YBL071W-A"	"an L-histidine-[translation elongation factor 2] + S-adenosyl-L-methionine => a 2-[(3S)-3-amino-3-carboxypropyl]-L-histidine-[translation elongation factor 2] + S-methyl-5'-thioadenosine + H+"	"NO"
"YBL057C"	"an N-modified aminoacyl-[tRNA] + H2O => an uncharged tRNA + an N-modified amino acid + H+"	"NO"
"YHR189W"	"an N-modified aminoacyl-[tRNA] + H2O => an uncharged tRNA + an N-modified amino acid + H+"	"NO"
"YJR062C"	"an N-terminal asparaginyl-[protein] + H2O => an N-terminal L-aspartyl-[protein] + ammonium"	"NO"
"YJR062C"	"an N-terminal L-glutaminyl-[protein] + H2O => an N-terminal L-glutamyl-[protein] + ammonium"	"NO"
"YPR131C"	"an N-terminal-L-methionyl-L-asparaginyl-[protein] + acetyl-CoA => an N-terminal-Nalpha-acetyl-L-methionyl-L-asparaginyl-[protein] + coenzyme A + H+"	"NO"
"YOL076W"	"an N-terminal-L-methionyl-L-asparaginyl-[protein] + acetyl-CoA => an N-terminal-Nalpha-acetyl-L-methionyl-L-asparaginyl-[protein] + coenzyme A + H+"	"NO"
"YPR131C"	"an N-terminal-L-methionyl-L-aspartyl-[protein] + acetyl-CoA => an N-terminal-Nalpha-acetyl-L-methionyl-L-aspartyl-[protein] + coenzyme A + H+"	"NO"
"YOL076W"	"an N-terminal-L-methionyl-L-aspartyl-[protein] + acetyl-CoA => an N-terminal-Nalpha-acetyl-L-methionyl-L-aspartyl-[protein] + coenzyme A + H+"	"NO"
