met	reaction	formula	MNX_ID	reactant	product	common_met_num
Rh24	1 MNXM140@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1	1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine`	MNXR105742	1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine` 	 1 `L-leucine` + 1 `Na(+)` + 1 `L-homoserine`	3
Rh24	1 MNXM140@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM140@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2	1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)`	MNXR105743	1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)` 	 1 `L-leucine` + 1 `L-isoleucine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `glycine` = 1 `L-proline` + 1 `Na(+)` + 1 `glycine`	MNXR105744	1 `L-proline` + 1 `Na(+)` + 1 `glycine` 	 1 `L-proline` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-alanine`	MNXR105745	1 `L-proline` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-alanine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine`	MNXR105746	1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-glutamine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-serine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-serine`	MNXR105747	1 `L-proline` + 1 `Na(+)` + 1 `L-serine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-serine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-methionine`	MNXR105748	1 `L-proline` + 1 `Na(+)` + 1 `L-methionine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-methionine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan`	MNXR105749	1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-tryptophan`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine`	MNXR105750	1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-phenylalanine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine`	MNXR105751	1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-tyrosine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine`	MNXR105752	1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-cysteine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM140@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM140@MNXD1 + 1 MNXM27@MNXD2	1 `L-proline` + 1 `L-leucine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-leucine` + 1 `Na(+)`	MNXR105753	1 `L-proline` + 1 `L-leucine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-leucine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD2	1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`	MNXR105754	1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD2	1 `L-proline` + 1 `L-valine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`	MNXR105755	1 `L-proline` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM142@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM142@MNXD1 + 1 MNXM27@MNXD2	1 `L-proline` + 1 `L-threonine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-threonine` + 1 `Na(+)`	MNXR105756	1 `L-proline` + 1 `L-threonine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-threonine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1	1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine`	MNXR105757	1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine` 	 1 `L-proline` + 1 `Na(+)` + 1 `L-homoserine`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM114@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2	1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)`	MNXR105758	1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-isoleucine` + 1 `Na(+)`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `glycine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `glycine`	MNXR105759	1 `L-asparagine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine`	MNXR105760	1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `L-methionine`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan`	MNXR105761	1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tryptophan`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine`	MNXR105762	1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `L-phenylalanine`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine`	MNXR105763	1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `L-tyrosine`	3
Rh24	1 MNXM140@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD1	1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)`	MNXR105764	1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)` 	 1 `L-leucine` + 1 `L-asparagine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM147@MNXD1 + 1 MNXM27@MNXD1	1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`	MNXR105765	1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-asparagine` + 1 `Na(+)`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM147@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD2	1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`	MNXR105766	1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1	1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine`	MNXR105767	1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine` 	 1 `L-asparagine` + 1 `Na(+)` + 1 `L-homoserine`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM147@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2	1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)`	MNXR105768	1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)` 	 1 `L-asparagine` + 1 `L-isoleucine` + 1 `Na(+)`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `glycine` = 1 `L-valine` + 1 `Na(+)` + 1 `glycine`	MNXR105769	1 `L-valine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-valine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-alanine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-alanine`	MNXR105770	1 `L-valine` + 1 `Na(+)` + 1 `L-alanine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-alanine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM37@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine`	MNXR105771	1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-glutamine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM53@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-serine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-serine`	MNXR105772	1 `L-valine` + 1 `Na(+)` + 1 `L-serine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-serine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-methionine`	MNXR105773	1 `L-valine` + 1 `Na(+)` + 1 `L-methionine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-methionine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan`	MNXR105774	1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-tryptophan`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine`	MNXR105775	1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-phenylalanine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine`	MNXR105776	1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-tyrosine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM55@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM55@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine`	MNXR105777	1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-cysteine`	3
Rh24	1 MNXM140@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1	1 `L-leucine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-valine` + 1 `Na(+)`	MNXR105778	1 `L-leucine` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-leucine` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1	1 `L-proline` + 1 `L-valine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`	MNXR105779	1 `L-proline` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM147@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM147@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1	1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`	MNXR105780	1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-asparagine` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD1	1 `L-threonine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-threonine` + 1 `L-valine` + 1 `Na(+)`	MNXR105781	1 `L-threonine` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-threonine` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM199@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1	1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine`	MNXR105782	1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine` 	 1 `L-valine` + 1 `Na(+)` + 1 `L-homoserine`	3
Rh24	1 MNXM199@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM199@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2	1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)`	MNXR105783	1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)` 	 1 `L-valine` + 1 `L-isoleucine` + 1 `Na(+)`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `glycine` = 1 `L-threonine` + 1 `Na(+)` + 1 `glycine`	MNXR105784	1 `L-threonine` + 1 `Na(+)` + 1 `glycine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `glycine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM61@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-methionine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-methionine`	MNXR105785	1 `L-threonine` + 1 `Na(+)` + 1 `L-methionine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-methionine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM94@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-tryptophan` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-tryptophan`	MNXR105786	1 `L-threonine` + 1 `Na(+)` + 1 `L-tryptophan` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-tryptophan`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM97@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM97@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-phenylalanine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-phenylalanine`	MNXR105787	1 `L-threonine` + 1 `Na(+)` + 1 `L-phenylalanine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-phenylalanine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM76@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM76@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-tyrosine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-tyrosine`	MNXR105788	1 `L-threonine` + 1 `Na(+)` + 1 `L-tyrosine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-tyrosine`	3
Rh24	1 MNXM140@MNXD1 + 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM140@MNXD2 + 1 MNXM142@MNXD1 + 1 MNXM27@MNXD1	1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)` = 1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)`	MNXR105789	1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)` 	 1 `L-leucine` + 1 `L-threonine` + 1 `Na(+)`	3
Rh24	1 MNXM114@MNXD1 + 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 = 1 MNXM114@MNXD2 + 1 MNXM142@MNXD1 + 1 MNXM27@MNXD1	1 `L-proline` + 1 `L-threonine` + 1 `Na(+)` = 1 `L-proline` + 1 `L-threonine` + 1 `Na(+)`	MNXR105790	1 `L-proline` + 1 `L-threonine` + 1 `Na(+)` 	 1 `L-proline` + 1 `L-threonine` + 1 `Na(+)`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM199@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM142@MNXD2 + 1 MNXM199@MNXD1 + 1 MNXM27@MNXD2	1 `L-threonine` + 1 `L-valine` + 1 `Na(+)` = 1 `L-threonine` + 1 `L-valine` + 1 `Na(+)`	MNXR105791	1 `L-threonine` + 1 `L-valine` + 1 `Na(+)` 	 1 `L-threonine` + 1 `L-valine` + 1 `Na(+)`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM27@MNXD1 + 1 MNXM353@MNXD2 = 1 MNXM142@MNXD2 + 1 MNXM27@MNXD2 + 1 MNXM353@MNXD1	1 `L-threonine` + 1 `Na(+)` + 1 `L-homoserine` = 1 `L-threonine` + 1 `Na(+)` + 1 `L-homoserine`	MNXR105792	1 `L-threonine` + 1 `Na(+)` + 1 `L-homoserine` 	 1 `L-threonine` + 1 `Na(+)` + 1 `L-homoserine`	3
Rh24	1 MNXM142@MNXD1 + 1 MNXM231@MNXD2 + 1 MNXM27@MNXD1 = 1 MNXM142@MNXD2 + 1 MNXM231@MNXD1 + 1 MNXM27@MNXD2	1 `L-threonine` + 1 `L-isoleucine` + 1 `Na(+)` = 1 `L-threonine` + 1 `L-isoleucine` + 1 `Na(+)`	MNXR105793	1 `L-threonine` + 1 `L-isoleucine` + 1 `Na(+)` 	 1 `L-threonine` + 1 `L-isoleucine` + 1 `Na(+)`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM29@MNXD2 + 1 MNXM353@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM29@MNXD1 + 1 MNXM353@MNXD2	1 `Na(+)` + 1 `glycine` + 1 `L-homoserine` = 1 `Na(+)` + 1 `glycine` + 1 `L-homoserine`	MNXR105794	1 `Na(+)` + 1 `glycine` + 1 `L-homoserine` 	 1 `Na(+)` + 1 `glycine` + 1 `L-homoserine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM32@MNXD2 + 1 MNXM353@MNXD1 = 1 MNXM27@MNXD2 + 1 MNXM32@MNXD1 + 1 MNXM353@MNXD2	1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine` = 1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine`	MNXR105795	1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine` 	 1 `Na(+)` + 1 `L-alanine` + 1 `L-homoserine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM353@MNXD1 + 1 MNXM37@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM353@MNXD2 + 1 MNXM37@MNXD1	1 `Na(+)` + 1 `L-homoserine` + 1 `L-glutamine` = 1 `Na(+)` + 1 `L-homoserine` + 1 `L-glutamine`	MNXR105796	1 `Na(+)` + 1 `L-homoserine` + 1 `L-glutamine` 	 1 `Na(+)` + 1 `L-homoserine` + 1 `L-glutamine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM353@MNXD1 + 1 MNXM53@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM353@MNXD2 + 1 MNXM53@MNXD1	1 `Na(+)` + 1 `L-homoserine` + 1 `L-serine` = 1 `Na(+)` + 1 `L-homoserine` + 1 `L-serine`	MNXR105797	1 `Na(+)` + 1 `L-homoserine` + 1 `L-serine` 	 1 `Na(+)` + 1 `L-homoserine` + 1 `L-serine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM353@MNXD1 + 1 MNXM61@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM353@MNXD2 + 1 MNXM61@MNXD1	1 `Na(+)` + 1 `L-homoserine` + 1 `L-methionine` = 1 `Na(+)` + 1 `L-homoserine` + 1 `L-methionine`	MNXR105798	1 `Na(+)` + 1 `L-homoserine` + 1 `L-methionine` 	 1 `Na(+)` + 1 `L-homoserine` + 1 `L-methionine`	3
Rh24	1 MNXM27@MNXD1 + 1 MNXM353@MNXD1 + 1 MNXM94@MNXD2 = 1 MNXM27@MNXD2 + 1 MNXM353@MNXD2 + 1 MNXM94@MNXD1	1 `Na(+)` + 1 `L-homoserine` + 1 `L-tryptophan` = 1 `Na(+)` + 1 `L-homoserine` + 1 `L-tryptophan`	MNXR105799	1 `Na(+)` + 1 `L-homoserine` + 1 `L-tryptophan` 	 1 `Na(+)` + 1 `L-homoserine` + 1 `L-tryptophan`	3
